,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
32,32,32,MaryamNamazie,2022-09-13 13:16:57+00:00,90,33,5,6,,"See #AllahIsAWoman sign that is apparently worse than execution of #lesbians and #LGBT rights activists in #Iran - per some shouting Allah o Akbar at protest in Cologne.

#savezahrasedighihamedani #saveelham #loveisnotacrime https://t.co/1rljdCw0Yy",2
33,33,33,AhmadHashdi,2022-09-11 05:46:46+00:00,288,2,12,0,,@ProperVeggies Allah akbar means God is the greatest but people like drama,2
34,34,34,YasinAwwal,2022-09-08 19:10:11+00:00,176,38,5,6,,"All I can think of right now is Shaykh Dahir Bauchi inviting Queen Elizabeth to Islam via a voice message. He said: ""Indeed you have been greatly blessed &amp; favoured by Allah in this world. He hasn't deprived you of anything. Accept Islam to get Hereafter as well"". Allahu Akbar.",2
41,41,41,On_The_News_Ltd,2022-09-11 06:51:42+00:00,61,35,2,1,,"Man shouted 'Allahu Akbar' several times during the the crime,"" police said, that they were investigating ""whether the crime had a link with an Islamist or terrorist context""

'Allah Akbar' Is a big clue, why are extremist Muslims been protected? #Germany

https://t.co/BaJhjDHz2J",2
45,45,45,rexisttXO,2022-09-11 04:34:56+00:00,174,0,3,0,,"@iamhaich Idk if this is serious or not but allah  akbar means ""god is great"".",2
50,50,50,HanifSeyyid,2022-09-12 20:26:00+00:00,61,20,2,0,,The fact that these people can even counter protest and shout “Allah hu Akbar” whiles wearing crop tops and showing cleavage is a testament to the success of free speech and expression. I dare that woman to wear what she’s wearing in Pakistan or Afghanistan and see what happens.,2
63,63,63,SportsCasterAsh,2022-09-12 01:21:05+00:00,109,0,2,0,,@LilLots1 Allah Akbar isn’t a racial slur. It means allah is great which in its original form is a term of endearment.,2
77,77,77,MasjidAlWahyain,2022-09-11 20:01:22+00:00,85,37,2,0,,"Allāhu Akbar! A brother came forward with $1,500 and a sister came forward with donation of her gold. 

We will not reach good until we give from what we love. Come forward w/ sadaqa!

May Allah reward all donors with much good for supporting this cause! 

#supportMasjidalWahyain https://t.co/2WObhf8Vvr",2
78,78,78,SimonSaidItBest,2022-09-11 15:22:27+00:00,1343,22,25,1,,"@9Hagi “Allahu Akbar” just means “Allah is [the] greatest”…. It’s got nothing to do with terrorism unless U think all muslims are terrorists. 

I’m not a fan of any religion and think they are all problematic for many reasons but what he said shouldn’t be conflated with suicide bombers",2
81,81,81,zarakayk,2022-09-11 20:55:59+00:00,56,10,5,3,,"Met with aggression from the youths who chanted out Allahu Akbar because they were offended over the Allah is a woman sign. 
We have the right to live as we choose. We have the right to love who we want to. We won't let Islamists dictate how we should live. https://t.co/sGkJEVWe3x",2
82,82,82,CEMB_forum,2022-09-12 23:21:52+00:00,55,27,4,1,,"When speaking for Zahra &amp; Elham facing execution for their #LGBT activism, a group started shouting Allah o Akbar because they were offended by #AllahIsAWoman. Not offended by 2 women being executed in Iran but by a sign. #savezahrasedighihamedani #saveelham #loveisnotacrime",2
86,86,86,Kaz_Bray,2022-09-11 11:02:36+00:00,181,20,2,1,,"@ekipxx ""I kill everybody Allah Ou Akbar"" Aux USA le 11 septembre ptdrrr incroyable",2
89,89,89,KhadijaKhan__,2022-09-11 12:21:19+00:00,123,51,4,1,,"They live in free western society&amp;lecture us about how peacful their religion is..
Tell these girls to shout 'Allah-hu-Akbar' wearing this dress in Afghanistan.
Religious hypocrisy at its best! 
@MinaAhadi9
@MaryamNamazie,thank u for standing up to these hypocrites.#Solidarity❤️",2
91,91,0,tkj1971,2022-09-14 22:55:24+00:00,248,86,11,17,,"It's a shame a sports celebrity with a net worth of $200M in 2021 is a welfare king who was worried about blacks taking a knee for justice
#blacktwitter #NFL #BrettFavre https://t.co/nm7NtAHnzv",2
93,93,2,2RawTooReal,2022-09-14 23:56:28+00:00,156,27,12,0,,Shut TF ⬆️ if Brian Kemp is so pro black why is he trying stop 🛑 blacks from voting 🗳️ https://t.co/Csngb70BZj,2
96,96,5,Rhaenyra_Blacks,2022-09-14 18:40:10+00:00,185,1,2,1,,@mcstardently When he turns into an incel on the show and we turn our backs on him. https://t.co/kLbqYcjkRq,2
98,98,7,meganpetesbrnr,2022-09-14 21:30:31+00:00,72,7,2,1,,"“hOOd bLaCkS aRe nOt mY cOmMuNiTy” but ur still black. so trynna separate and distance urself, won’t get u a seat at the “token black person” table, surrounded by white folks 🫵🏾",0
101,101,10,DesFromTX,2022-09-14 22:09:44+00:00,384,8,1,0,,@afrotulips Hood Blacks feels slurish to me. It's giving very much anti Black. Very much against the culture. Very much class politik.,2
112,112,21,LeonydusJohnson,2022-09-14 19:44:25+00:00,66,18,2,1,,"""Pursuit of diversity as an end is nothing more than impermissible 'racial balancing'...[Such] discrimination stamps blacks and Hispanics with a badge of inferiority...It is an open question whether skin color played a part in their advancement. The question itself is the stigma",2
124,124,33,Nkullu07,2022-09-14 19:22:40+00:00,70,0,4,0,,@AdvoBarryRoux Blacks will surprise you.,2
131,131,40,Nella_ColeW,2022-09-14 22:22:39+00:00,82,0,2,0,,@DovySimuMMA White boy 1 - group of blacks 0,0
132,132,41,ZephaniahTerry,2022-09-14 18:43:56+00:00,242,22,7,5,,"@Mpumz_Ngwenya sidney poitier is not biracial 

Hattie McDaniel is not biracial 

Will Smith is not biracial 

This upon many others were first blacks to win awards and weren’t biracial. They aren’t always biracial.",2
141,141,50,alex_halcyon,2022-09-14 20:41:12+00:00,254,2,1,0,,"His exhibition was abstract oil paintings that were dark and gloomy. In blacks, grey, angry reds, deep blues. Desolate, like Yoongi said. It was a compliment, he supposed, since that was the intention of the work.",2
174,174,83,Frediculous,2022-09-14 21:43:42+00:00,60,13,9,4,,"All these tweets are starting to feel like the TERFs of blackness. Theyre Biracial Exclusionary Radical Blacks or BERBs for short, and theyre fighting against the one drop rule, one tweet at a time",2
179,179,88,BivonaCarol,2022-09-14 20:05:04+00:00,50,2,2,0,,"@GioBruno1600 I think because of Trump, more inner-city blacks are voting Republican.",2
185,185,1,mariahlynaeee,2022-09-14 03:46:04+00:00,534,23,9,10,,this boy from CLASS OF 24 just called me a “nigger” and “dark” i asked him what his momma looked like and he got silent aggie pride though 😂😂😂 #ncat,0
194,194,10,arshiaunis,2022-09-14 08:00:49+00:00,92,39,2,0,,"'We' when it is anti-Hindu,anti-India, 'you','they' when it is apologia for Islamism, Azadi or labelling assimilated Indic Muslims as sarkari Mussalmaan,house niggers. 
Their endgame is civil war on the streets of all Indian cities, mob veto,manufacturing global consent for Azadi https://t.co/dprdWWLohA",0
201,201,17,reginalddhunter,2022-09-13 16:49:48+00:00,109,17,11,0,,"""Now I was eight and very small,
   And he was no whit bigger,
And so I smiled, but he poked out
   His tongue, and called me, “Nigger.”

I saw the whole of Baltimore
   From May until December;
Of all the things that happened there
   That’s all that I remember."" Countee Cullen",0
202,202,18,Yo_Malcolm,2022-09-13 16:52:14+00:00,166,2,8,0,,@WalterA360 @bc51471 @espn So two BLACK nba players calling each other nigga is the same as WHITE owner saying nigger? Is that what you’re trying to say and justify,0
208,208,24,natfluential,2022-09-13 17:02:41+00:00,93,17,10,0,,Nice to know calling people niggers only warrants a 1-year suspension.,0
212,212,28,ceelio_ch,2022-09-14 20:09:10+00:00,87,1,24,2,,dawg give up their dream of WHAT?!? being a NIGGER?!!?!!!?!??!????? 😭,0
214,214,30,DocDre,2022-09-14 23:15:14+00:00,78,0,39,0,,"Lmaooo someone just called my cellphone and called me a nigger.  

I’m pretty sure it’s because of that tweet, so  i guess it time to lock shit down.",0
222,222,38,MacGUnleashed,2022-09-14 11:39:59+00:00,188,16,1,1,,"@Duduzane__Zuma I’m in Dubai &amp; I’m looking for this nigger, i heard he’s the plug 🤞🏽 https://t.co/dOxNsWhxs8",0
256,256,0,_agneeess,2022-09-14 18:13:52+00:00,321,175,62,16,,"“My ex is trash” “fuck my ex” “God punish my ex”
All these are not cool. You should rather say “my ex was amazing but things just went wrong”.
Never talk down on someone you were once in love with.",2
257,257,1,AshNicholsArt,2022-09-14 14:58:38+00:00,1358,128,10,0,,Wanted to draw Griff with the sides of his hair overgrown a bit and then went totally overboard haha Love the trash boi 🥰 #FarFetchedShow https://t.co/9B6tBjkaDr,2
259,259,3,Trags,2022-09-14 17:30:03+00:00,231,17,3,1,,Asked Ja'Marr Chase if Steelers Minkah Fitzpatrick triggered double bird with trash talking. You bet he did. #RuleTheJungle https://t.co/qzU6ACScSu,2
262,262,6,NY_Comic_Con,2022-09-14 23:00:43+00:00,144,20,4,6,,"NYCC has Trash Taste. The Anime Man, CDawgVA, and Gigguk are coming to NYC on Thurs, Oct. 6 &amp; Fri, Oct. 7 with a panel at the Main Stage on Thurs. Hang with this YouTube otaku sensation in a *Meet &amp; Greet for free autos and selfies.*
Meet the boys: https://t.co/CHxxKu1tuM https://t.co/BfMGFe5AVR",2
264,264,8,JessicaRedmon14,2022-09-14 15:06:24+00:00,494,43,10,0,,"@RoyalFanPH1 Oh @scobie. You still don’t get it ?  You don’t trash the queen , the royal family and all things royal and then expect red carpet treatment???  So delusional!
Nothing to do with race so stop race baiting. #GoHomeMeghanandHarry",2
270,270,14,Jamies4OU,2022-09-14 23:42:38+00:00,67,1,11,1,,Really wish karma would run over the trash bags that live across from us. The female is a felon with warrant out for her arrest &amp; is driving a car with stolen tags. 🙄. (You can find ANYTHING on oscn or county clerk websites😂😂),2
276,276,20,sandieshoes,2022-09-14 15:13:10+00:00,65,5,6,1,,"I can’t imagine Harry would dare reflect on the private time spent with the royal family this week..
That said, I didn’t expect him to trash Charles parenting.
Meghans podcast series has been suspended for 6 weeks as well.",2
277,277,21,Tig3r64,2022-09-14 23:43:04+00:00,55,15,15,0,,"About 50 murder drone ocs (I think I missed some) drawn! I still have a very VERY long to-do list. And to people who where here since day 1, thank you for sticking with me for so long, even if my art was trash xd. 
. https://t.co/3LGWnCY1QZ",2
281,281,25,coachphilaustin,2022-09-14 21:40:10+00:00,74,5,4,1,,Coaches...stop with all the trash talkin and threats to opposing players on the sideline. Grow up! Especially juco coaches...you dont know what those players are going thru off the field. We all have to do better,2
286,286,30,TGDefinition,2022-09-14 23:37:30+00:00,79,0,7,0,,"SO riddle me this right.

-You're running back looking for me 24/7 with an MP5.
-You lose close range gunfights to a Scar-H almost everytime (Lost once maybe?)
-You get double nuked

&amp; you call me trash at the end? The salt mines prove bountiful tonight🤣 https://t.co/adk79S3fnD",2
292,292,36,fruityboops,2022-09-14 16:39:40+00:00,139,1,1,1,,"hobi rubs his feet. jin makes his favorite food. tae watches his favorite trash reality show with him. hobi listens to his favorite music recommendations. minnie listens to him talk, sometimes for hours, about music. jk touches him gently, and often.",2
329,329,73,DaveJSullivan,2022-09-14 22:28:06+00:00,61,1,5,0,,"You know what I like to do with cauliflower crusted pizza? I like to infuse it with lots of flavour: garlic, paprika, some cumin and red chilli flakes, a slight drizzle of olive oil. Put it in at 480. 

And as soon as it comes out I like to throw that shit straight in the trash.",2
339,339,83,ai6yrham,2022-09-14 23:53:38+00:00,55,8,4,0,,"If you look at the high resolution satellite photos of Mt. Everest, it is indeed littered with dead bodies (and trash). It's morbid, but it's a good test case area for detecting human remains by satellite images.",2
346,346,90,smileycapital,2022-09-14 18:19:23+00:00,69,0,0,0,,"I've received dozens of supporting messages since the drama and I want to thank you all for being here with me.

You can count on me not shilling you trash, reflinks, sponsors or monetizing my fan-base.

Unlike some, I actually make money trading &amp; am willing to address issues.",2
352,352,2,MisterNothiing,2022-09-13 20:12:07+00:00,84,35,1,4,,yea go check in w/ the mexican KKK if u want too😭this nigga racist as fuck you definitely getting sent to pop smoke album release party fuckin w/ foo https://t.co/xTBZclwNS8,0
357,357,7,famouslastrats,2022-09-13 16:44:18+00:00,60,2,10,5,,"I have, without a doubt, the coolest friends in the world. came home to a birthday package filled with so much love &amp; gifts &amp; handwritten notes &amp; original art &amp; a hideous little monster called frank who will haunt my dreams tonight 🖤 you sneaky little shits, I fuckin love u https://t.co/0RJDwrU19J",1
358,358,8,kya_yaar_maahi,2022-09-14 04:25:28+00:00,50,3,10,0,,Whn u need someone n there's fuckin no one to pamper u!!,1
366,366,16,emHIGHOFFLIFE,2022-09-13 16:24:59+00:00,53,8,8,1,,"how u ugly n miserable at the same timeeeee, pick a fuckin struggle 😭😭😭😭😭",0
375,375,25,Pavel_Asparagus,2022-09-13 14:52:14+00:00,198,6,4,4,,Honestly meditation sounds like a fuckin joke like no way focusing on my breathing for 30 minutes is gonna be useful but then u do it and you experience feelings comparable in intensity to many drugs,2
379,379,29,MessMinchin3,2022-09-13 11:33:29+00:00,57,1,2,3,,Imagine from 20-12 to 23-25??? GIRL ALL U HAVE TO FUCKIN DO IS EXCHANGE POINTS.,1
391,391,41,Nopedog_,2022-09-14 19:49:46+00:00,274,3,5,0,,Dont u suuuuureeee love it when parent gives u a very obviously Gendered piece of clothing for an event hmmmmmmmm dont u fuckin loooove it when its not ur gender hhhhmmmmmmmmm,2
410,410,60,christapeterso,2022-09-14 18:11:19+00:00,167,1,12,0,,If u tried to explain my major life choices by looking at what I have EVER IN MY LIFE experienced sexual arousal while doing i would look so fuckin weird lol,1
427,427,77,TheEmilJay,2022-09-14 02:31:54+00:00,90,3,11,1,,wow u sure owned me there let me know when anybody flies you anywhere for anything i have a flight to catch to london tomorrow morning you fuckin loser,1
428,428,78,brendan905,2022-09-13 20:29:38+00:00,146,2,1,2,,"I guess I can do video calls with u fuckin losers too so if u wanna watch me get drunk in my bedroom u can also do that maybe u can ask me what kinda warmups I do before I scream (spoiler - I don’t do any screaming is easy even babies can do it)

https://t.co/ReLQLL2X79",2
434,434,84,harkiratkia,2022-09-14 17:18:39+00:00,51,0,1,1,,Lol u easily couldve messaged her to fix this instead of putting her up like this. Weird fuckin behaviour,1
459,459,1,f8the,2022-09-09 15:14:09+00:00,60,2,4,2,,gon head n open dat phone up nigger,1
473,473,15,ceelio_ch,2022-09-14 20:09:10+00:00,87,1,24,2,,dawg give up their dream of WHAT?!? being a NIGGER?!!?!!!?!??!????? 😭,0
516,516,0,KingofDemonsYT,2022-09-14 20:01:16+00:00,3577,241,28,15,,"#theowlhouseseason3 #TheOwlHouse 

OML luz finally got new shoes
i was getting tired of her plain ass white vans https://t.co/gTiluDFY7s",1
517,517,1,crackcobain__,2022-09-14 19:40:52+00:00,7277,478,55,19,,Grown ass white people sitting in there room making racist little mermaid memes not knowing that black people gone support it even harder now,0
519,519,3,WhoisVindictive,2022-09-14 23:32:44+00:00,331,19,15,6,,WWE really had this republican ass/white supremacist gimmick. Everyone everywhere was chanting “we the people” with them. 😭 https://t.co/YLtUF9UnGx,0
520,520,4,MuslimTom_,2022-09-14 05:48:40+00:00,252,9,2,1,,I sat my white ass down and shitted.,1
521,521,5,Lorayamilan,2022-09-14 17:06:20+00:00,144,19,1,1,,Tiffany pollard deserves better for being spit on by a white woman on national television over flavor flav ugly ass,0
522,522,6,coolpilled,2022-09-14 15:44:33+00:00,86,10,2,1,,Tomorrow's the first day of Hispanic Heritage Month. I expect $10 from every crazy ass white boy I see liking Latina tweets...,0
525,525,9,bredluc,2022-09-14 16:10:31+00:00,206,12,5,0,,"one of my favorite klc trying for baby hcs is that kaeya reads that eating red meat increases virility so his fruity ass, used to only lean white meat, tries to down a big juicy steak and ends up spending the afternoon curled up bc tummy hurts while diluc pats his back",1
526,526,10,TheAshenLuca,2022-09-14 18:37:17+00:00,99,8,29,1,,"Y'all really must have went straight to DBZ and skipped over the original Dragon Ball to be thinking Son Goku is white. Just missed this big ass symbol and all the iconography in the series. Bro, the dragons name is SHENRON
😭 https://t.co/bOa6XfH5QW",1
529,529,13,theghostofvix,2022-09-14 23:14:11+00:00,107,10,2,0,,franks mystery shirt should've been like the tramp stamp shirt but with his ass instead of the white one,0
537,537,21,TheeeeeDoll,2022-09-14 23:28:34+00:00,677,0,4,0,,"@mtraven23 @DivinaCommedia8 @PopCrave It would've been rude regardless. But Jimmy has a history of pulling these corny ass stunts with black people. He wouldn't have tried it with white person, that's why we are calling it out",0
550,550,34,ZeppoleLover,2022-09-14 15:40:40+00:00,185,2,6,0,,@audsrea @MyFavesBeDead What was not clear? I said she was Romani that doesn’t mean she can’t be white. Race vs ethnicity is beating your ass.,0
551,551,35,ShellyinHelly,2022-09-14 20:56:38+00:00,83,3,0,0,,@PopCrave Gagged his white ass https://t.co/QMtzwyOHnt,0
558,558,42,JinkiesJerrica,2022-09-14 18:19:13+00:00,65,4,1,0,,"and what really gets me is that folks will denigrate people over foods that they themselves also eat

y’all will say “white folks eat mayonnaise lol” then hop your ass on and eat a tuna sandwich or potato salad

like omg everybody eats food, can you please cease the nonsense",0
596,596,0,50cent,2022-09-14 20:52:21+00:00,55820,5949,1051,498,,"👀 This my favorite white boy, I swear to God i love him to death @Eminem • https://t.co/jnbpt4VX0B https://t.co/qd29XBcWiu",2
597,597,1,IAMTHESLIME_,2022-09-14 20:13:57+00:00,839,81,9,0,,now what white boy u know named fadel,2
598,598,2,invain___,2022-09-14 22:59:18+00:00,560,7,70,7,,@buhlenci I’m a white boy judge my screenshot https://t.co/MY0JT9ynYP,2
602,602,6,FinessaFudges,2022-09-14 22:46:48+00:00,504,11,7,0,,They said a dope whiteboy could never build relations in the black community no matter how chill he was,2
604,604,8,coolpilled,2022-09-14 15:44:33+00:00,86,10,2,1,,Tomorrow's the first day of Hispanic Heritage Month. I expect $10 from every crazy ass white boy I see liking Latina tweets...,0
607,607,11,blueprintnic,2022-09-14 21:34:23+00:00,63,4,3,4,,"don’t quote me, white boy",2
608,608,12,FinessaFudges,2022-09-14 22:44:03+00:00,231,20,0,0,,Is it possible for a dope whiteboy to have an old soul?,2
612,612,16,LiveAAriel,2022-09-14 22:02:06+00:00,242,18,5,4,,"""she would allow nothing in hers except flowers as red as the sun, and a pretty marble statue. This figure of a handsome boy, carved in pure white marble, had sunk down to the bottom of the sea from some ship that was wrecked."" The Little Mermaid 1837 Hans Christian Andersen https://t.co/RdgWpCxtsq",2
613,613,17,maxrichtermusic,2022-09-14 16:58:06+00:00,61,14,2,1,,"‘The projects I take on are just the things that I fall in love with. I’m not ever doing something that doesn’t get me excited… I  immediately start thinking about the sorts of colours I want to use…’

4 years since the release of White Boy Rick

Listen: https://t.co/yoAkoyVKBx https://t.co/Z8cMFaGV4m",2
621,621,25,gr0ceryshopping,2022-09-14 19:57:37+00:00,104,2,3,2,,@tyler02020202 wym classism 😒 u r a white boy who has the privilege of being gay,0
624,624,28,SylvainJGautier,2022-09-14 15:21:01+00:00,225,2,3,0,,"@Yeagurwastaken @m_Delto @banana_queen Lmao but seriously, it's a more chill alternative to PoGo and you get to name your Pikmin stuff like ""blorb"" or ""white boy wasted"" it's great",2
625,625,29,Nomzarization,2022-09-14 20:53:36+00:00,72,1,1,0,,"@50cent @Eminem Yo Em,you know you my favorite white boy right?",2
629,629,33,JamilahLemieux,2022-09-14 15:30:28+00:00,115,9,15,9,,"I so rarely see Black teen boys and girls together. The boys are almost always w Asian girls, Latina girls, White ones. Raising a Black girl in LA is tough.",0
644,644,48,Nella_ColeW,2022-09-14 22:22:39+00:00,82,0,2,0,,@DovySimuMMA White boy 1 - group of blacks 0,0
652,652,56,Not_the_Bee,2022-09-14 18:48:12+00:00,785,164,68,15,,We need to talk about these brutal viral videos of black boys beating up white boys https://t.co/FI4NLeJwrw,0
674,674,78,StaceyFaris,2022-09-14 23:54:47+00:00,101,7,1,0,,"@shannonrwatts 18 year old white boys shouldn’t be held accountable for decisions they made but 15 year old girls, especially dark skinned girls, know exactly what they are doing. It’s so sick and so terribly sad. I hope there are organizations with the right intentions helping this poor girl.",2
684,684,88,ScriptsByJames,2022-09-14 15:53:43+00:00,59,10,0,0,,"A girl survives being trafficked by killing her rapist and yet could face 20 years in prison but instead gets probation and has to pay her rapist’s fam $150K

Meanwhile scared white boys can murder people in cold blood and get off, and then be lauded as a hero

America sucks, man",0
687,687,0,MarkMoore1974,2022-09-14 20:23:05+00:00,3285,466,30,12,,Let’s get something straight. You can hold hands at a funeral. Even if the other person is not white.,2
688,688,1,the_nerd_skull,2022-09-14 22:28:26+00:00,1060,125,43,7,,White weeaboos when an actual Japanese person doesn't agree with thrm. https://t.co/n1IPTEJrnc,2
689,689,2,Lucialicious22,2022-09-14 19:12:27+00:00,132,22,18,1,,"So the butthurt racists who “don’t see color,” are mad about black Ariel, but they’re ok with Candice Owens portraying as a white person?",0
690,690,3,scalzi,2022-09-14 21:09:12+00:00,776,28,15,1,,"The person I see noting that I am one of the last white men to have been nominated for the Best Novel Hugo, thus launching into All The Implications of that, appears to have forgotten about Andy Weir, nominated just this last year, in fact. Plus Charlie Stross for Best Series.",2
692,692,5,SouthpauzArt,2022-09-14 22:30:44+00:00,2439,91,30,2,,"""You're being racist against white people"" good.
Any sensible white person knows that's not true so I'm okay with making these kind of white people thinking I'm racist so they'll stay away from me lol",0
693,693,6,guacamomole,2022-09-14 21:20:01+00:00,69,8,2,1,,“imagine if *insert individual whose culture is an integral part of their identity and plot* was played by a white person?” https://t.co/2rcU0cMv9m,2
694,694,7,CurtisGerard,2022-09-14 22:45:20+00:00,185,34,3,1,,@W00dy59 You can dislike a white person for countless reasons but whenever you disagree with a BAME it can only be race !,0
695,695,8,Michell19251718,2022-09-14 22:54:13+00:00,1053,16,5,1,,@WattsonXo @ycsm1n Every white person that don’t clean their entire body isn’t depressed! STOP IT! U just said u were TAUGHT to NOT wash ur entire body daily. Depression didn’t have anything to do w/ u being unhygienic!😂😂,2
696,696,9,nobcmaki,2022-09-14 23:12:28+00:00,1831,3,3,0,,@8_8Yuki8_8 @DaunWhay @OccupyWpg @vandalibm bro thats not the issue. there r thousands of desis then middle easterns who look white bc of their skin color but theyre still brown?? that doesnt make it ok for hollywood to cast a white person instead of a brown person or in this case an arab,2
699,699,12,ChrisBlec,2022-09-14 19:46:51+00:00,54,5,6,1,,"A white person who disparages a black person based solely upon their race is a filthy piece of shit.

Also, a black person who disparages a white person based solely upon their race is a filthy piece of shit.",0
701,701,14,NotBadgers,2022-09-14 19:53:26+00:00,112,13,18,2,,"How come we can investigate wealthy white men for trying to overthrow our government, but we can't arrest Hunter Biden for being the son of a person we don't like?",2
702,702,15,TheeeeeDoll,2022-09-14 23:28:34+00:00,677,0,4,0,,"@mtraven23 @DivinaCommedia8 @PopCrave It would've been rude regardless. But Jimmy has a history of pulling these corny ass stunts with black people. He wouldn't have tried it with white person, that's why we are calling it out",0
706,706,19,IAMTHESLIME_,2022-09-14 20:21:38+00:00,169,4,4,0,,i have never seen a white person with the name mohammad and its the most common name of all time what makes you think youll see a white guy named FADEL,0
707,707,20,Ultima_Undead,2022-09-14 23:44:57+00:00,68,4,2,0,,There’s a special place in hell for the guy who white washed a real person,0
708,708,21,MnnMcG,2022-09-14 20:19:29+00:00,188,8,146,8,,"@LakotaMan1 Being a white person, I know what white people say behind POC backs. 
It's definitely about skin color.
It's also about white people feeling insecure and desperately trying to preserve their entitlement.
Everything they say it's *not* is exactly what it is.",0
709,709,22,TonyKha9,2022-09-14 23:21:53+00:00,72,1,2,0,,"@Jaybuckets_999 @jacobbbb17 @ShannonSharpe white person has an addition ""its a mental health problem""

people of color has an addiction ""low life, get your life together""",2
712,712,25,EJ_C137,2022-09-14 22:17:46+00:00,124,3,0,0,,@DailyLoud There’s a spot by my house with 3.5 stars and almost every bad review is a white person complaining about the lady behind the counter being rude. Sounds like it’s time to try it out lol,2
714,714,27,YL1MIS,2022-09-14 22:43:58+00:00,275,1,2,0,,@MuffinScript @juliengrandjea2 @Peachiebehave @motivatefenty So you think a white person playing Princess tiana is the same a black person playing Ariel despite the fact only one of those characters' stories are relevant to their skin colour-,2
716,716,29,imonly5feet,2022-09-14 23:09:51+00:00,610,131,27,5,,"There are white people in movies  playing native Americans , Middle easterners, Asians and even BLACK PEOPLE yet when a black person plays a FICTIONAL FUCKING MERMAID y’all wanna talk about logic and science..

lmao please BFFR",0
717,717,30,ZackGreene6,2022-09-14 19:39:28+00:00,1399,13,16,7,,@OlgaPaozole @motivatefenty It's only a ruined childhood memory for white 90s kids because she's black and yall can't stand whenever a person of color fits a role you thought only white ppl could have,0
720,720,33,meganpetesbrnr,2022-09-14 21:30:31+00:00,72,7,2,1,,"“hOOd bLaCkS aRe nOt mY cOmMuNiTy” but ur still black. so trynna separate and distance urself, won’t get u a seat at the “token black person” table, surrounded by white folks 🫵🏾",0
721,721,34,Loyal_ex_24,2022-09-14 18:53:41+00:00,216,66,11,2,,"If my next girlfriend is not going to be my wife then life should just find a way to not even make our paths cross.I need to enter my next relationship fully convinced that the person will be my till death do us apart,the sock to my tsoka and the avocado to my white bread",2
