,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
28,28,28,A_blazee,2022-06-08 11:14:15+00:00,80,1,2,0,,@Babybillykiss @77_Kiah Shey no be Allah Akbar dem dey shout or U don see them shout blood of Jesus or god of thunder b4? Let's be factual and leave sentiment,2
31,31,31,sarthakbhagat45,2022-06-10 16:59:58+00:00,66,29,1,3,,"Killing thousands of innocents every year by terror!sts shouting 'Allah Hu Akbar' is not an insult to their god but what Nupur Sharma said is

#HindusUnderAttackInIndia",2
39,39,39,eOrganiser,2022-06-10 08:05:17+00:00,261,136,23,12,,"Exclusive: 

Islamists oppose the #EnvironmentDay celebration in Jamia Millia Islamia University. Jamia campus witnessed slogans like 'Naara-e-Takbeer Allah-Hu-Akbar' &amp; 'ABVP Murdabad' against the Environment Day celebration on June 6 https://t.co/CbmiSFgqYW",2
48,48,48,Kashmir_Monitor,2022-06-12 10:37:52+00:00,301,33,6,1,,Allah-u-Akbar: Saudi Arabia discovers Islamic inscription dating back to Hazrat Usman’s period https://t.co/Fjcj1Wdr6z,2
51,51,51,sentasteakback,2022-06-10 08:40:31+00:00,70,6,3,1,,"@i_onii @WeHave9ineLives The soldier speaks Hausa: ""bari in sa masu bomb"" which means ""Let me throw them a bomb."" The language in the background is Arabic: ""Allahu Akbar"" - Allah is Great, which is common to all Muslims whether Arab-speaking or not. This is in West Africa; probably Nigeria.",2
72,72,72,thealiwarsi,2022-06-14 15:44:39+00:00,73,38,6,0,,".@HamidMirPAK just said on #Geo that LHC had stayed Special Court's decision against Pervez Musharraf.

This is incorrect. LHC had 'set aside' the judgement, declaring the Special Court 'unconstitutional'.

Masha Allah Justice Mazahir Ali Akbar Naqvi was then elevated to SC.",2
76,76,76,azad_nishant,2022-06-10 08:24:31+00:00,174,62,11,9,,"Exclusive: 

#Islamists oppose the #EnvironmentDay celebration in Jamia Millia Islamia University. Jamia campus witnessed slogans like 'Naara-e-Takbeer Allah-Hu-Akbar' &amp; 'ABVP Murdabad' against the Environment Day celebration on June 6

@jmiu_official https://t.co/prgB8ROvXX",2
82,82,1,DudyNobleField,2022-06-14 23:24:56+00:00,129,8,8,0,,"Stone me, but I miss the Sunday blacks.",2
87,87,6,honestamerican0,2022-06-14 23:05:24+00:00,179,1,9,0,,@justagamerxxyy @SgtribzRizvi @IGN Just say you hate gays transgenders blacks and whatnot. It’s a whole lot easier instead of “woke”. Earn your bigot feather for you cap proudly buddy.,0
94,94,13,AllBlacks,2022-06-14 23:54:34+00:00,458,74,14,60,,"Hoake Tātou! Introducing the Māori All Blacks 2022 squad to take on @IrishRugby 🙌🏽
 
🎟️ Tickets » https://t.co/9U1B1GseXc https://t.co/r9NqkuORAJ",2
95,95,14,Rallied,2022-06-14 20:26:41+00:00,102,0,18,0,,"RalBro just landed, had to take him to the best BBQ in Dallas(Terry Blacks). https://t.co/jhMLM5haUr",2
100,100,19,mrowusu__,2022-06-14 21:04:45+00:00,225,0,2,0,,@_babs__ @BLACKS_SHAGGY @Interracialx69 @shebechillintho @SentFromMarz @BruceAllmiighty Is that you in your profile?,2
105,105,24,benshulman7,2022-06-14 21:29:32+00:00,181,3,6,0,,Ricky Ro and Vern back in Toronto? Might need to pop out the silver and blacks this week,2
108,108,27,MacgMairtin,2022-06-14 19:28:12+00:00,65,10,5,0,,Looking forward to @GBNews_UK explaining the Orange Order to it's 4 GB viewers. It's structured similarly to the KKK only they hate Catholics rather than blacks.,2
109,109,28,TruWordsRSpoken,2022-06-14 21:34:13+00:00,78,3,11,2,,@MollyJongFast Democracy died when Blacks were 3/5th human and denied the right to vote as free men,2
114,114,33,I0nEvenKn0,2022-06-14 23:52:15+00:00,118,0,1,0,,@mrowusu__ @_babs__ @BLACKS_SHAGGY @Interracialx69 @shebechillintho @SentFromMarz @BruceAllmiighty Nigga finna get on ha ass,0
116,116,35,TomiCaws,2022-06-14 20:42:20+00:00,97,3,10,1,,The Netherlands are the Welsh football version of the All Blacks. Except we don’t play them every year.,2
119,119,38,Rookie_Chi,2022-06-14 21:15:36+00:00,78,0,5,0,,@AmericanRando @RomanticBallad Like cheap = Blacks?,2
125,125,44,lee_neutron,2022-06-14 23:29:38+00:00,53,2,1,0,,"@Liz_Wheeler Drag shows are not the problem in America. Butchering, castrating, mutilating are emotional words that don't adequately describe what is happening in society. You don't have to tell blacks that they are oppressed, they already know (&amp; you aren't listening to them).",2
148,148,67,ClaudetteGGibs1,2022-06-14 19:42:55+00:00,160,4,3,0,,"waiting for my paperwork from thus lady.
Her: rules are rules.
Caucasian starts a convo with her.
I did not budge. Lady that is helping me( Ethopian or Eritrean) starts apologizing profusely. 
I said no need not need to apologize. I am waiting right here.
Why do Blacks",2
153,153,72,CdeNMaswerasei,2022-06-14 18:39:25+00:00,188,81,15,2,,"@LynneStactia During the war, Smith's army killed less than 7000 blacks

During Gukurahundi Emmerson's 5th brigade killed 20000 blacks

Emmerson asked Majonga to sit on a hot stove, Smith was living quietly.

Emmerson killed civilians on 1 Agust 2018, Smith was dead

Emmerson IS WORSE.",0
158,158,77,AllBlacks,2022-06-14 23:22:26+00:00,91,8,0,2,,"Special assembly about to take place at Hamilton Boys’ High School.

Māori All Blacks squad announcement just 20 mins away 🤙🏽

WATCH 👉🏽 https://t.co/o3qqgVjbwb https://t.co/9iydZAuVAf",2
169,169,2,aaryannax,2022-06-13 20:31:57+00:00,102,25,0,1,,"love island bosses heard us complaining and said fine, here’s the niggers",0
177,177,10,TheCarlWeathers,2022-06-12 22:33:30+00:00,98,3,4,1,,"Broadcaster: ""What is your reaction to the courts decision, continuing integration?""
Female Citizen: ""We don't want the niggers going to this school. It's a white school.""
""They saw change and what was being taken from them. They never saw a child."" - Ruby Bridges  #BePeace https://t.co/8WGS8d8eUL",0
185,185,18,AyeMrSim,2022-06-14 00:38:39+00:00,105,3,6,1,,@MrsKhandiCoated Oh I can't find the screenshot but the Nigger Navy from Yahoo. Epic tweet. Epic black Twitter memory,0
199,199,32,RenyTure,2022-06-13 23:44:35+00:00,86,20,7,8,,"Miron: we should attach an anti-colonial, anti imperialist ethic to our arguments for reparations because the antiblack U.S military and carceral state ain’t going no where just because we got money! 

Idiots: THIS NIGGER IS A TETHER! HE IS ANTI REPARATIONS",0
203,203,36,longbeachgriffy,2022-06-13 19:05:03+00:00,628,22,19,2,,They only shaming him because he said “nigger” when he was a child. Twitter is not a real place y’all.,0
223,223,56,ErnestWilkins,2022-06-13 13:31:27+00:00,1167,85,1,3,,@JamaicanVision @prezidentyoung My mom has stories from being the FIRST integrated grad student class at Bama. A lot of the people who called her a nigger w/a smile on their faces run school districts and education programs in the Southeast to this very day. It’s not ancient history!,0
224,224,57,FKLUPUS,2022-06-13 15:26:43+00:00,58,0,1,0,,"@Ech0Root @argyre42 @mondogarage @lana4_prez @veganFriedQueer @JamaicanVision I would be the ""one might argue it's worse.""

No brownie points for doing the right thing. It's like thanking someone racist for not calling me a nigger. It's the least they could do, imo. https://t.co/B9H6IQnsdu",0
232,232,65,Xo_Majola,2022-06-14 09:33:47+00:00,77,0,5,1,,"@QuincyZena @shiluvankuna Same thing with social media bro, if she posts a pic, don't mind those niggers with comments like ""You are so beautiful, your beauty what what what"" - Look out for the nigger with comments like ""Awu sphongo"", ""Ow you bathed today"". Yey that nigger is chowing 🤞🏾🤧 https://t.co/TfuDURbXpk",0
235,235,0,nickopiyo,2022-06-14 17:15:40+00:00,469,122,43,12,,"Primetime trash press, in Uganda's case, focusing on gossip, people’s dating lives, etc., crass debates,usually with outlandish characters making all manner of unsubstantiated claims &amp;jocular folks on public platforms are calibrated tactics autocrats use to numb public conscience",2
236,236,1,michelleeisen,2022-06-14 21:29:00+00:00,2387,249,13,12,,"For twelve years I have made the drinks, filled the ice, taken out the trash and built relationships with the people that have become your loyal customers. I am far from a third party and I am proud to help lead this movement. I want a true partnership @HowardSchultz",2
238,238,3,heather42208450,2022-06-14 22:44:35+00:00,169,27,3,0,,"i'm SO glad she addressed this! i always hated that interview he did, especially the ""she can't even make a reservation"" part. i held my judgement until britney called him out, now she finally did. so bryan goes in the trash bin with the rest of them 🗑",2
239,239,4,BambiMunster,2022-06-14 19:46:15+00:00,121,11,2,1,,"“Ofc the new Monster High isn’t going to be the same as G1” is not a valid excuse for making the new dolls and shows trash. Either make it equally as good, better, or leave it alone because they’re fucking with my nostalgia 😭",2
240,240,5,MIGX999,2022-06-14 14:50:59+00:00,72,14,3,1,,"inalilahi wainalilahi rajiun, I can't comprehend in my mind that we share a country with the likes of this guy, what a maggot piece of trash!!! https://t.co/79SbSpJ4xk",2
243,243,8,SuperAdam64_,2022-06-14 20:32:50+00:00,97,16,11,4,,"Adam.exe: This is why Nintendo is trash. They won't release a Nintendo direct, they don't care about their fans.
Adam: THAT'S NOT TRUE!!!! Nintendo loves their fans! We're one big family. You can disagree with your parents choices but they still love you.
Adam.exe: Whatever fool.",2
244,244,9,konradtempel,2022-06-14 13:46:01+00:00,66,4,36,0,,"Please interact with this tweet if you can see it!
Thank you!
My reach is complete trash rn. Don't know why but not even getting two digits interactions. 🤷 Just want to see what happens with nothing but text.
Oh, and GM! Have a great day, frens ☀️",2
247,247,12,PamKeithFL,2022-06-14 19:13:25+00:00,824,243,61,23,,"Lauren Boebert having private, off the books contact with Ted Cruz is creepy on a level too deep to contemplate. 

I have always wondered how it came to be that a trailer trash dingbat suddenly decided to run for CONGRESS &amp; was taken seriously.  If this is all true, now we know.",2
260,260,25,Shirley58118020,2022-06-14 17:53:15+00:00,56,29,4,0,,What a brilliant Lady and a BIG thank you for helping this poor lad get a new phone. Sadly this Country is now overflowing with filth like that piece of trash.,2
263,263,28,LauraCohenSolo,2022-06-14 19:29:32+00:00,55,6,2,0,,"If your Twitter account is filled with sexist misogynist trash talking about bitches, complaining about fake ""titties"" and I'll leave the rest of the vile crap to the imagination and then complain how no women are interested in you. Look inward.",1
269,269,34,the_moviebob,2022-06-14 18:54:25+00:00,71,7,1,0,,"Everyone acts surprised whenever it turns out that a ""threat"" against right-wing trash like the Libs of TikTok person turns out be fake even though it just keeps happening. Eventually you'll figure out that ""people"" who aren't legitimate to start with can never be honest 🤷‍♂️",2
275,275,40,girldrawsghosts,2022-06-14 18:28:42+00:00,110,20,4,3,,the absolute trash fact that @H0NEYRIVER was silenced for speaking the truth is made all the more notable for the fact that Naomi getting suspended for speaking the truth has now become a regular occurrence on this platform which treats transphobia with kid gloves daily https://t.co/wrFG5WWDDl,2
299,299,64,chrisgeidner,2022-06-14 21:43:58+00:00,50,6,3,0,,"This is the sort of trash, at best, that trans people have to deal with every day. Complete denial of their existence.",2
300,300,65,TheHorrorGuru,2022-06-14 23:35:18+00:00,55,17,8,0,,"I want you all to do me a favor and don't dignify this shit ass reality show concept with views.

Season 2 of Squid Games will deserve your support, not these cheap cash grabs banking on name recognition to sell you disposable trash.",0
301,301,66,JonPaulBrooker,2022-06-14 14:40:33+00:00,113,50,4,4,,"SHOCK: This 47’ Sperm Whale died from emaciation in the Keys after ingesting plastic marine debris and ghost gear. FL &amp; USA need real solutions NOW to deal with our trash and move to a circular, sustainable waste economy. My oped in today’s @MiamiHerald https://t.co/DjONkiVop0 https://t.co/XN8M0Ykt6D",2
305,305,70,DefendDark,2022-06-14 17:45:48+00:00,64,4,4,0,,"@stedas #Cash is trash. A limited source of good is always King, such as #XRP or #Gold. You can't print them. But you can #print #USD. Interests are being paid with printed money. This means it's not scarce &amp; it is in fact #debt. And you lose money one minute at a time if you hold cash.",2
307,307,72,JorCru,2022-06-14 17:47:37+00:00,187,28,8,0,,“MSG is bad” bullshit is embarrassingly dated and also racist. I cannot believe anyone is still out here like it’s 1993 spouting false trash about it. MSG is totally safe and also: DELICIOUS. @erinbiba once gave me tomatoes with MSG sprinkled on and I still think about them,2
310,310,75,trashpandas,2022-06-14 20:14:58+00:00,96,21,1,6,,"Nashville native + @VandyBoys alum @LukeMurphy27_ has been one of the most consistent arms out of the bullpen, leading the team with 5 wins. 

He's this week's featured story in the Trash Pandas Gameday Program! Get to know Murph at https://t.co/vBuiZ9jvMw! 📝 https://t.co/c7cYIpurSo",2
325,325,0,DrewAfualo,2022-06-14 02:16:48+00:00,4848,66,126,13,,you know what’s wild? imagining that is as far as you’ll EVER get u fuckin weirdo … don’t ever involve me in your wildest dreams again YUCK 🤢 https://t.co/eN0QhIFwzs,1
326,326,1,wonkizzeu,2022-06-13 15:28:52+00:00,287,87,2,27,,engenes be like “wala akong pera 😭” but still plans to pre-order the album. u fuckin clowns 🤡,1
328,328,3,reonerra,2022-06-14 16:08:57+00:00,221,4,25,0,,why do ppl follow me here. who r u. where did u come from? do u like it when i fling spaghetti at u? u hungry little fuckin goblins? yeah u like that yeh?,1
329,329,4,uncleposting,2022-06-13 17:51:49+00:00,53,0,1,0,,"""You better be a delightful little froggy inna vert if u think we fuckin"" 

me asf: https://t.co/x9FnwWQCce",2
331,331,6,artbyecm,2022-06-13 16:10:07+00:00,168,57,23,1,,"Pull me back in with ur fucking lies
Kill me slowly baby,u kno I don't fuckin mind
#lifewaster
.
Happy  #corpsetwtartistday everyone! ✌️🏼🖤
#corpsefanart #corpsehusbandfanart
@CORPSE @Corpse_Husband https://t.co/7bPDppx3VE",0
338,338,13,ageofjmk,2022-06-13 17:35:50+00:00,72,0,2,1,,U guys moved on toooo fuckin quick for my liking https://t.co/ZvFtUGYmSY,1
345,345,20,fungkadelic,2022-06-14 22:23:05+00:00,124,0,1,0,,@FatzOnForbes @_TrillScott @Draco07489902 @Little_Mizz_Jai u gotta act like u fuckin been here before bro u clearly have not,1
348,348,23,cBeeduo,2022-06-14 10:48:50+00:00,64,1,4,0,,Imagine ur fuckin and u hit the wrong spot and glitch into the backrooms Id be pissed . ..,1
369,369,44,muhhfuccaa,2022-06-14 18:14:38+00:00,76,1,1,0,,@watkins_devin @shipsandshows why do u care so much was u fuckin him too ??,1
373,373,48,reecestevenson8,2022-06-13 22:44:23+00:00,240,2,2,1,,@AJP_est1989 @gloryglorytott Went from “get your fuckin hands off him” to the smaller security guy to “why did u do that” do the bigger one 🤣🤣,1
384,384,59,slug_christ,2022-06-14 22:21:10+00:00,63,5,6,1,,"Im 2.5 years off opioids &amp; crave snorting a big fat line of pure white fentanyl every fuckin day. Its just the way it is, never gets easier. Never met a recovering addict that hasnt relapsed. When u fighting battles every damn day ur gonna inevitably lose a few",1
397,397,72,toadrey_,2022-06-14 13:02:58+00:00,78,0,7,0,,can u believe i’m still fuckin sick,1
403,403,78,MrLovenstein,2022-06-14 14:28:38+00:00,56,0,2,0,,@berdyaboi he was gonna pick you over me but then I told him I beat u in smash with fuckin mario,1
404,404,79,snuffyowo,2022-06-14 08:06:16+00:00,1358,9,0,0,,@NyanNyanners i love u !! im just glad it makes u giggle fr ur the best happy fuckin birthday bestie,1
483,483,4,itsjustTaj_,2022-06-14 19:41:03+00:00,3916,77,26,6,,@Little_Mizz_Jai can’t take black ppl nowhere man smh. white dude cooked they ass &amp; he was right too lol,0
486,486,7,scarberlain,2022-06-14 08:28:09+00:00,66,31,0,0,,"if nadine lustre (AS SHE SHOULD IT WAS INSPIRED BY HER???) plays as wave in marvel then ill be so impressed. i just don’t want anyone being like half white or shit for the role, i want a full ass filipino actor for wave",1
487,487,8,TheBarbkingdom,2022-06-14 18:10:35+00:00,161,3,2,0,,@sebrxmo @RollingLoud The obsession 🤭 and a grown ass white man speak on a black female artist….. https://t.co/jhaz52KwnH,1
499,499,20,UnPuristsWP,2022-06-14 19:52:54+00:00,222,62,16,43,,"This is my last tweet about that racist white woman from @Fightful but after the space yesterday she decided to hop in @jaychelenicole dm’s and verbally abuse her, calling her a “whack ass clout chaser”. She also offers no apologies for continuously saying nigga. @lilliezi https://t.co/Bq2WSKGmUN",0
501,501,22,DavidJoy_Author,2022-06-14 13:17:24+00:00,56,3,1,1,,"I don’t know why anyone is surprised another old ass, rich ass white man has a horrible take on race. It don’t take going out on a Tucker-Carlson’s-dick-length limb here to know MOST old ass, rich ass white men have horrible takes on race.",0
502,502,23,Srirachachau,2022-06-14 17:58:51+00:00,173,1,1,0,,Cronenberg literally riffing on that “I Sat My White Ass Down And Listened” meme,1
516,516,37,TheOmegaVirus,2022-06-14 21:52:31+00:00,206,37,1,0,,White queers treating black people like some sort of exhibit. Running screaming at a random stranger is weird ass behavior.,0
517,517,38,karanbirtinna,2022-06-14 04:35:37+00:00,65,10,7,1,,"I'm lucky my parents didn't migrate to the US. I can just imagine myself learning to defy my parents from my white buddies as a kid and getting my ass kicked as I tried ""Get out of my room"" with my Punjabi parents.",0
518,518,39,samuels_803,2022-06-14 14:15:12+00:00,242,1,4,0,,"@dustfromtitanic @notblaccbrry the way Lizzo was using it was in a different form. had a white person said the word y’all wouldn’t be on their ass. the word “spaz” has been used by black ppl FOR YEARS before it was even announced as a slur, and not once did they use it in a negative form.",1
521,521,42,kjsbtch,2022-06-14 20:34:25+00:00,74,1,1,0,,@BattinsonMarvel @PopBase And it’s Emma white ass,0
529,529,50,haworthes,2022-06-14 16:29:28+00:00,105,0,0,0,,"""It was clear they were looking for women of color"" (black) so why did your white ass show up anyway weirdo.",0
536,536,57,AshleyShyMiller,2022-06-14 21:19:22+00:00,99,6,2,1,,"Baby, when Jennifer Lopez came on the scene, the white folks went crazy because they never saw an ass before. They made it seem like her ass was huge and it was wasn’t. It was a nice size #Halftime",1
555,555,3,3MINUTESABLACK,2022-06-14 15:53:53+00:00,197,21,11,2,,I just turned out a white boy for @Marcel4Congress!! Straight up! 🤣🤣🤣,2
557,557,5,RyanShead,2022-06-14 18:59:48+00:00,109,28,17,1,,"I woke up to a voicemail letting me know I’m racist for calling Jake Paul a rich white boy. 

Sometimes I say the wrong thing on accident…this wasn’t one of those times. 

Jake Paul is a culture-vulture, which is why I used the term. 💯 https://t.co/s1w63LSg0R",2
558,558,6,beelcher,2022-06-14 16:34:03+00:00,186,6,1,0,,that white boy really famous for not getting into julliard…I be failing too where’s my recognition???,2
562,562,10,braincelltwo,2022-06-14 16:32:46+00:00,61,0,1,0,,White boy made my chipotle burrito… https://t.co/mIBUO1NrIc,2
564,564,12,NickZararis,2022-06-14 18:45:35+00:00,273,8,12,0,,Adam Fox is a white boy from Long Island. His parents probably have the Billy Joel live at Shea album on a loop,2
565,565,13,_drimota,2022-06-14 20:49:09+00:00,826,131,5,4,,seeing white rich british boy implying that Ukrainian war refugees are somewhat privileged fills me with emotion I cannot express,2
566,566,14,Keelin_12ft,2022-06-14 21:25:08+00:00,432,1,45,0,,My brother got me the White Sox City Connect jersey even tho he is a Tigers boy. 🥹❤️⚾ https://t.co/Y2wJ85aNmq,2
572,572,20,ChannelM76,2022-06-14 19:27:11+00:00,227,18,5,0,,"@famous14u @_KidHollister_ It’s a wrap. They gone take his invention, make him disappear and when we have a water shortage, pull this bad boy out, say some white boy from Hanover created it",2
576,576,24,fruitymiku,2022-06-14 16:49:49+00:00,445,21,3,1,,@rice_deity Vocaloids can be whatever you wsnt them to be in your canon which means that Len Kagamine can be a white boy middle name kyle,2
579,579,27,RudolfWolph,2022-06-14 15:12:32+00:00,50,2,9,1,,"I may be a quirked up white boy with a little bit of swag, but I only bust it down asexual style. Am I still goated with the sauce?",2
582,582,30,kzzrttt,2022-06-14 14:43:12+00:00,88,7,1,0,,he’s a quirked up white (passing) boy,2
594,594,42,razorbacker1975,2022-06-14 23:32:31+00:00,169,3,3,1,,@Rookie_Chi @HellNaw4Life I was a little boy. My granddad gave me the game about these white folks at an early age.,2
605,605,53,ceeza_,2022-06-14 16:29:54+00:00,52,0,3,0,,truly a befitting start to white boy wednesday,2
612,612,60,kat_blaque,2022-06-14 20:15:26+00:00,151,0,3,0,,Oh and I'm saying fuck off white boy specifically because how fucking dare you act like racism and transphobia is subverted by the amount of subscribers I have. I have immense class privilege but that has never saved me from anti-blackness or transphobia. And I had that before yt,0
618,618,66,MercuryRenegade,2022-06-14 23:01:09+00:00,102,9,1,0,,"in the light of this lady being cozy with the proud boys, a reminder that fatphobia is inextricably part of white supremacy and fascism, and therefore has no righteous place in anyone’s praxis:",2
623,623,71,DisabilityStor1,2022-06-14 22:53:43+00:00,67,2,5,0,,"Someone was the best boy today as two young and energetic children came to visit. 

And I’m incredibly proud of this sturdy little black and white dog https://t.co/iB8xOwOzKL",2
625,625,73,ToddKazakiewich,2022-06-14 17:06:58+00:00,35,60,0,1,,"A massive search is underway in Lowell for 3 y/o Harry, who is nonverbal. Police say the boy is missing from a house on Freda Lane. Harry was last seen wearing a long-sleeve maroon shirt and gray pants w/ a white stripe. Here's part of our interview with Harry's father. #wcvb https://t.co/PpRnPrwcZC",2
627,627,75,Not_the_Bee,2022-06-14 18:30:00+00:00,427,51,13,9,,"Insanely popular Korean boy band BTS is breaking up a week after visiting the White House, proving Joe Biden can truly mess up anything https://t.co/5fV7SqqTde",2
629,629,77,kat_blaque,2022-06-14 20:06:27+00:00,236,0,2,0,,"Also, I deleted this tweet but I'ma say it again. Having subscribers on the internet doesn't save me from anti-blackness and transphobia offline. You need to log off and touch grass.

Fuck off white boy.",0
632,632,0,Goddie_Ke,2022-06-14 21:06:27+00:00,161,15,14,2,,The richest white person is from Africa🤔okay😂,2
633,633,1,MosesRadd,2022-06-14 20:48:35+00:00,101,15,1,1,,White gays when they see an attractive Black person in real life: https://t.co/XIAhNUrnb9,0
634,634,2,dan63uk,2022-06-14 21:57:54+00:00,124,26,9,2,,Yvette Cooper strikes me as the typical rich middle-class self loathing white person who is desperate to signal her virtue by diminishing the rights and culture of her native constituents.,2
636,636,4,morganisawizard,2022-06-14 23:00:54+00:00,712,32,46,2,,any white person who cries racism at this is really just outing themselves,2
639,639,7,lemonsoda07,2022-06-14 16:00:00+00:00,183,30,2,0,,"I heard it was a power-motivated, white haired, katana wielding person's birthday today soooooo Happy Birthday Virgil!! #MotivARTed https://t.co/u2uXuRudxr",2
640,640,8,nomariii,2022-06-14 17:43:27+00:00,100,15,4,2,,the same person who said afro pessimism is zionism also said “ooo what’s this?” when someone sent him page 2 of black skin white masks 😭😭,2
641,641,9,GodCloseMyEyes,2022-06-14 19:12:35+00:00,736,57,12,6,,no white person pretending to be trad will ever be as artificial as some mixed race parasite calling you a colonizer as they sit on their phone with a belly full of zogslop,0
642,642,10,JeanGen09181213,2022-06-14 20:46:44+00:00,104,12,6,1,,only a woke white person thinks that a blk person's idea of Heaven/Paradise is the ghetto.,2
648,648,16,SohaNvd,2022-06-14 18:15:00+00:00,90,3,5,2,,"Ate delicious, well-spiced biryani after 6-7 months. Got sick. I am officially turning into a white person with zero tolerance for spices",2
650,650,18,Shadowfaaax,2022-06-14 22:09:29+00:00,53,8,4,1,,Motionless In White make music for people who are the most depressed but also sexiest person in every room they enter,2
661,661,29,Judyinrichmond,2022-06-14 21:03:19+00:00,920,84,101,7,,"@cameraman1961 @Jennife39481653 @darkman1558 Candace Owens doesn’t hate being Black. She loves being Black because she’s that type of Black person that loves it when white people say “you’re not like other Black people” 

She loves being “special” for all the wrong reasons! A very damaged person.",0
663,663,31,VectorandNectar,2022-06-14 20:23:04+00:00,60,0,3,0,,@notblaccbrry @Little_Mizz_Jai why do ya think every white person wants to say it?,1
667,667,35,shaTIRED,2022-06-14 20:59:13+00:00,224,20,5,2,,"a nonblack person calling me weird for speaking up against white supremacy consistently? yeah, forgive me if idgaf",2
670,670,38,FaithfullyBP,2022-06-14 16:53:57+00:00,86,12,6,3,,"With so much hate trying to stop kids knowing LGBTQIA+ people, let’s curate beauty.

Share how a queer person positively shaped you or your children’s lives!

I’ll start: My 1st grade teacher Fred White taught me to read &amp; made sure I knew I was loved. I’ll never forget that gift",0
672,672,40,bibicosplays,2022-06-14 21:35:24+00:00,99,27,2,0,,If you're disabled and white or can be mistaken for a white person. You benefit from white priviledge. And you being disabled or a woman doesn't cancel that. You need to acknowledge your priviledge and listen to others especially those more vulnerable than you.,0
