,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
14,14,14,Ana_Ghadeeri_5,2022-08-04 08:48:32+00:00,112,26,4,0,,"O' Allah be a witness , I have sacrificed a son like Ali Akbar ع for you 🥺💔
#شہادت_ہمشکلِ_پیغمبرؑ https://t.co/w3gHUlPXvC",2
17,17,17,saadify,2022-08-01 19:27:16+00:00,192,129,20,10,,"This is an appreciation tweet for Akbar S Babar . A brave man who, for 8 long years, has stood up to a bully like Imran Khan with unparalleled grit, determination and resolve. He's on the brink of a historical victory insha'Allah.
#Respect 
#جھوٹا_نیازی_نااہل_کرو https://t.co/UrLozBn2cD",2
20,20,20,_AsrEhir23,2022-08-06 19:26:05+00:00,194,19,0,5,,"Last minute!!  Humanity is dying in Gaza Palestine Most of those killed under fire are children.  O Israel, may the wrath of Allah be upon you, shame on the Islamic world.  Whoever supports Israel, may Allah curse them too, amen.  Give a voice, give a voice, Allahu Akbar Kebira https://t.co/3vosS9GPOu",0
21,21,21,Miss_Attitude_0,2022-08-04 16:05:19+00:00,57,24,0,0,,"O Allah! when we wanted to see Your Prophet (s), we looked at him (Ali al-Akbarع)
___Imam Hussain a.s.
,
#شہادت_ہمشکلِ_پیغمبرؑ

‘Ali al-Akbar’
‘Shabih E Payambar’ https://t.co/MwdCcOQGrC",2
22,22,22,JabeenAlee,2022-08-03 10:38:17+00:00,262,27,13,2,,"""O Allah! when we loved to see Your Prophetص , we looked at the face of Ali Akbarع)"" —❤️
—Imam hussainع",2
26,26,26,FazilaFatima313,2022-08-04 21:15:09+00:00,110,22,9,0,,"I won't forget 
Your last cry Asgharع
Your thirst Sakinaس
Your bravery Qasimع
Your love Aun O Muhammadع
Your Azaan Akbarع
Your loyalty Abbasع
Your veil Zainabس
Your Sacrifice Hussainع
By Allah(swt) I will never forget Karbala♥️🙌🏻",2
28,28,28,_AsrEhir23,2022-08-06 15:03:26+00:00,186,26,0,0,,"The latest situation in Gaza right now Civilians are being killed. Do not think that Allah is unaware of what the oppressors are doing. Israel is near your end.  Victory will be yours.  Allahu Akbar Kebira ☝️🇹🇷🇵🇸
#GazaUnderAttack 
#kudüs 
#Palestine https://t.co/vz5pczVXRj",2
31,31,31,shahkar_kazmi5,2022-08-05 06:58:22+00:00,50,10,3,0,,"O' Allah be a witness , I have sacrificed a son like Ali Akbar ع for you 💔
 #شہادت_ہمشکلِ_پیغمبرؑ https://t.co/7p4NQrjr64",2
35,35,35,Jaffri313,2022-08-03 15:21:07+00:00,357,77,5,2,,"When Ali Akbarع emerged to battle Imam Husaynع loosened his eyes and cried saying
 Oh Allah, bear witness for a boy has emerged who resembles your messenger most in appearance mannerism
If ever we remember your prophet we Used to look at him 💔 

 #شبیہہ_پیعمبر_علی_اکبرؑ https://t.co/lYGYSmDm0B",2
39,39,39,M4gro_L3H,2022-08-05 09:59:27+00:00,130,27,1,0,,"After sacrificing his 18 year old son Ali Akbarع. Mola Hussainع looked up at the sky and said :
""Ya Allah, give me more patience.
Ya Allah, is there anything else i can give for your sake""? 🥺💔
#شہادت_ہمشکلِ_پیغمبرؑ https://t.co/Xc4EAXy5H6",2
41,41,41,AmaHatoBhayi,2022-08-03 17:35:21+00:00,62,14,1,1,,"J. Ali Akbar Ibne Hussain (as) - Are we on right path?
I. Hussain ibne Ali(as) - Offcourse.
J. Ali Akbar Ibne Hussain (as) - If we are on right path then what is the difference between ""we fall on death or death fall on us"".

Allah o Akbar

#moharram2022",2
46,46,46,syedaRubab04,2022-08-04 12:52:53+00:00,54,33,1,0,,"After sacrificing his 18 year old son Ali Akbarع. Mola Hussainع looked up at the sky and said :
""Ya Allah, give me more patience.
Ya Allah, is there anything else i can give for your sake""? 🥺💔
#شہادت_ہمشکلِ_پیغمبرؑ https://t.co/jWb5tish5f",2
65,65,65,IbNusayba,2022-08-03 05:14:45+00:00,67,16,1,1,,"The happiness one feels after getting what you keep praying for cannot b described. You cried and beg Allah to grant you something, and becoz Allah loves u and doesn't want to see u crying he granted that thing to you at instant. Allahu Akbar 🥰 we'll forever b grateful Ya Rahman",2
69,69,69,TarekFatah,2022-08-04 18:53:20+00:00,330,138,15,16,,"President ⁦@JoeBiden⁩ appoints #Islamist cleric allegedly with ties to the #MuslimBrotherhood to the U.S. Religious Freedom Commission.

Apparently, no other US Muslim was ugly enough to be considered an authentic Muslim.

            Allah O Akbar! https://t.co/Ly3onQYc7D",0
91,91,91,JalsaConnect,2022-08-06 21:15:00+00:00,60,27,1,1,,"A person raises the slogan loudly on the mic “Nara-e-Takbeer- (Praise Thy Lord)”- the whole arena replies in unison “Allahu Akbar (Allah is the Greatest)”.These slogans are not empty words but have a deeper meaning behind them. 

https://t.co/ZTlWQDay5L

#JalsaConnect",2
92,92,0,la_Blacks,2022-08-07 20:50:55+00:00,66,5,0,1,,bring this beard stubble back on him https://t.co/2DMMcrGlxy,2
94,94,2,original_gina,2022-08-07 23:42:13+00:00,290,36,8,0,,“23” was the first song that turned me on to Burna Boy Fushion…that sounds even better cuz Afro to Blacks is a hairstyle 💯,2
98,98,6,notcapnamerica,2022-08-07 19:54:26+00:00,545,69,74,3,,Reminder that white Americans are 7x more likely to want to return to the office full time than Blacks. Wonder why.,0
99,99,7,martindevlinnz,2022-08-07 21:36:11+00:00,129,5,37,2,,"Dear New Zealand,

The All Blacks unite our country not divide it.
Up to us, all of us, to choose which we prefer.",0
106,106,14,goopium,2022-08-07 20:51:35+00:00,124,2,0,0,,"@bhangbhangducx The american blacks going full hype like ""finally we have a character saying oonga boonga forever mother africa"" was genuinely insane to me as a naive kid.",2
108,108,16,shaunnqube,2022-08-07 18:03:34+00:00,57,0,2,0,,@NkululekoXaba_ Boksburg and benoni have more white petrol attendence than blacks,0
128,128,36,jaredwright17,2022-08-07 17:52:09+00:00,103,10,6,2,,"The All Blacks' heaviest defeats in their history

AUS 47-26 NZL (2019)
AUS 28-7 NZL (1999)
RSA 17-0 NZL (1928)
ENG 38-21 NZL (2012)
AUS 26-10 NZL (1980)
RSA 26-10 NZL (2022)

#RSAvNZL",2
131,131,39,sunnmcheaux,2022-08-07 22:17:14+00:00,75,3,6,1,,"Not somebody complaining about ""other Blacks"" judging them for being ""white-passing,"" but get vex when I tell them they don't look white to me... 🥴 You'd think that would be good news to them. My bad! lol #dontBSyourself",0
137,137,45,anna_mcleish,2022-08-07 17:58:25+00:00,63,0,1,0,,"@LauraRbnsn This is always the way with hierarchy. Someone has to be a lower rung. This is why  poor whites and poor blacks never made common cause.  Poor whites were told they were superior blacks, whether rich or poor. As long as you are not on the bottom rung you feel good about yourself.",0
152,152,60,SARugbymag,2022-08-07 18:25:54+00:00,85,5,4,0,,"Despite an unfortunate end to the Test, Springbok coach Jacques Nienaber was impressed by Kurt-Lee Arendse's performance against the All Blacks on Saturday. 🗣

First Test try 🏉
First Test win ✅ 

#RSAvNZL https://t.co/QsEu2PXJZA",2
154,154,62,DineshDSouza,2022-08-07 23:58:41+00:00,476,126,31,5,,"Bell’s technique of “documenting” racism in America was to envision space aliens threatening to invade Earth until they were appeased by whites turning over blacks to be re-enslaved in outer space! No surprise, this demented loon is the founder of #CriticalRaceTheory",2
155,155,63,wil_da_beast630,2022-08-07 20:32:54+00:00,108,15,8,0,,"This is just a funny dart in an argument, but it's also a useful reminder: there IS no ""Jewish"" or ""Black"" perspective on life. For my group: half of Blacks don't vote at all, and 20% of those that do are now swinging Republican.

People are individuals.",2
158,158,66,shikhadalmia,2022-08-07 18:44:02+00:00,57,3,1,0,,"@ENBrown @ARossP I guess I stopped keeping an open mind when they took out: anti-bigotry language from the LP platform, one of LP top officials said blacks owe whites for affirmative action and the top contender for the LP nomination platforms white supremos etc...",2
178,178,3,PrblyNotChris,2022-08-05 20:50:31+00:00,107,14,3,0,,"American companies really be like:

“Why aren’t employees happy? Didn’t we just give those niggers pizza last week?”",0
183,183,8,Kapil_the_Legit,2022-08-07 09:11:15+00:00,76,2,1,0,,@QwwPxced @goal @ASRomaEN Last time Barca won a trophy Ronaldo was still a Juventus Player😭,2
187,187,12,Kenzo__Slice,2022-08-06 15:51:25+00:00,56,11,1,3,,Flipper ??? YOU MEAN JAMES THE NIGGER HATING DOLPHIN,0
227,227,52,PrinceZexu,2022-08-05 15:47:02+00:00,81,16,5,0,,"Seattle has racism. All cities and states do.

I've been called a nigger at a gay bar.

I've had to file complaints about racism in the work place.

I've been told to ""get out of the country"" while people sat and watched.

I love this city, I'm just not ignorant of it's racism.",0
233,233,0,videogamedeals,2022-08-07 14:01:49+00:00,429,72,21,17,,Pre-Order: Trash 1:1 Scale Plastic Model Kit $14.99 via Amazon (Prime Eligible). Great gift for those with trash taste. https://t.co/QP6TIPtucX https://t.co/mvY3VjkYBO,2
234,234,1,AvivaMaiArtzy,2022-08-07 21:12:03+00:00,342,37,10,1,,"Transparency posting: this is what my studio/office space looks like 90% of the time. If I can run a successful business with the physical organization skills of a trash monster, so can you! 🌈🌈🌈 https://t.co/cTIFnjGzYP",2
235,235,2,goatnextdoor1,2022-08-07 19:14:10+00:00,182,23,6,3,,"Imagine calling an album with Texts go green, massive, sticky, liability and jimmy cooks TRASH??? Y’all miserable lol https://t.co/UOVTTZLh40",2
236,236,3,VPrasadMDMPH,2022-08-07 19:49:50+00:00,1983,154,75,18,,"On the train from Italy to Switzerland
As we cross the border
A man wearing an N95, rips it off
Takes deep breath, exhales loudly
Crushes the mask with his hand, and shoves it in the trash can
Smiles
#COVID19in22",2
237,237,4,RealZacBrown,2022-08-07 23:06:12+00:00,242,25,53,5,,I cannot believe people still do not understand what happened with the Russell Wilson situation. To boo that man and everything he has done is flat out insanity. We are about to get 17 games of trash football and somehow Pete and mousse head got people to believe them. Unreal.,2
240,240,7,DonaldDucksIt,2022-08-07 23:48:25+00:00,91,59,1,3,,"ARE YOU A REPUBLICAN WITH DIABETES?
Well, your party just told you to go to hell.  They voted to allow your insulin cost to keep rising with no limit.
The Big Pharma donations mean more than your health physically and financially.
It's time to wake up and trash your MAGA hat. https://t.co/JiiNmMbnvf",2
241,241,8,KaitlinWitcher,2022-08-07 23:12:08+00:00,96,1,9,0,,"me- ""i suck at dps games, my aim is so trash""

me playing the only character with a bow and arrow- https://t.co/yJ88v7AIdf",2
251,251,18,damintoell,2022-08-07 21:45:11+00:00,164,18,13,2,,"It is unquestionably the case that there are antisemitic right-wingers who trash George Soros using antisemitic tropes, just as there are antisemitic left-wingers who do/did the same with, say, AIPAC and Sheldon Adelson. None of that insulates any of them from valid criticism.",2
268,268,35,Haerrinnie1,2022-08-07 21:49:22+00:00,94,18,3,1,,"Yes yes...no company's name... 2 of the members came from one of the biggest survival shows.. runninv cause of the huge company behind them(mnet), &amp; 2 yr established idols.. vs a rookie gg with no member known before..writing their own songs and going viral. trash attracts trash",2
269,269,36,jefflintz,2022-08-07 18:46:03+00:00,58,0,0,0,,"@tuhmear No one's afraid of McCorkle. And if reports are accurate, the Pats OL is trash this year. Good luck with that.",2
280,280,47,wayxfrancis04,2022-08-07 23:22:21+00:00,86,0,0,0,,@sethgotdrip @HenryTheBlasian He always been talking trash since rookie year with James harden lmao,2
287,287,54,AuDHDeep,2022-08-07 18:05:49+00:00,136,0,2,0,,@SharonOdysseos Treating them like an Adult means you don't ditch things you don't value but they might. Talk to them. Bet you there's something you think is trash that they value but couldn't take with them for some reason. My mum dumped all my stuff when I went to Uni. Several First Editions!,2
298,298,65,NatyYifru,2022-08-07 15:00:43+00:00,159,119,7,1,,"❗Neither @_AfricanUnion ""invitation"" to #PFDJ nor @_AfricanUnion itself should be taken seriously
BUT, if IN ANYWAY, Govt. of #Tigray agrees to any hint of sitting down with PFDJ, without the trash is out of #Tigray or #Ethiopia, it would AUTOMATICALLY become enemy of the people",2
303,303,70,christitustech,2022-08-07 20:06:09+00:00,50,0,10,0,,Yeah... I'm done with Defender. To the trash heap it goes... https://t.co/1673XdGeZu,2
316,316,83,Muppetiers,2022-08-07 15:27:29+00:00,142,0,0,1,,@OfficialJoooe He was trash. I’ve expressed plenty concerns with ddg.,2
322,322,0,OoCPokemon,2022-08-07 01:32:03+00:00,20821,2183,102,78,,deoxys u fuckin idiot i warned u abt the fuckin stairs https://t.co/epOaQb2gTh,1
323,323,1,DCYOUNGFLY,2022-08-07 08:57:05+00:00,1032,119,27,26,,People really be in the airport sick 😐😷 you can hear it and see it like stay yo sick ass at the fuckin house nigga u don sneezed 3x u got the sniffles and u aint wearin a mask,0
325,325,3,c00lghoul,2022-08-06 04:16:08+00:00,104,16,1,1,,bro im a fuckin lesbian do u know how sick that is?,1
326,326,4,ionfeelnunnn,2022-08-06 17:23:29+00:00,84,26,2,3,,I be fuckin other niggas bitches u think i trust mine 😂,1
360,360,38,Kala,2022-08-06 17:57:44+00:00,60,0,4,0,,I see u liking my stuff Mr MGK. Fuckin legend man. https://t.co/HbyfHf0SXp,1
362,362,40,auntiekenny_,2022-08-07 14:40:31+00:00,58,0,1,0,,u ever love suhin so much u wanty put ur head through a fuckin wall https://t.co/q6Z7AJyNp5,1
369,369,47,Gluvvvvvv,2022-08-07 01:06:17+00:00,56,9,2,0,,how da fuck u end up out ya fuckin pants son be a man,1
390,390,68,OhMyGodGRAM,2022-08-07 02:21:46+00:00,175,0,4,0,,"@TheEnemiesPE3 BOY WHY YO WIFE AINT TELL U?! This why they ain’t want them fuckin wit co workers in the first place lol. Gotta make sure she good and THEN inform you. We got a show to run bra, clock in ⛪️ .",2
399,399,77,valynfps,2022-08-06 22:17:28+00:00,163,0,1,0,,@neT_valorant @Cloud9 GOAT FUCKIN SENTINEL bro what an insane game from u,1
474,474,0,matthwatson,2022-08-07 13:28:42+00:00,7164,195,69,11,,Not my white ass boarding an airplane 😭,1
475,475,1,mmpadellan,2022-08-07 15:52:21+00:00,12832,1778,770,109,,"I don't watch trump rallies because I still don't enjoy being blatantly lied to for hours on end, so I sure as hell don't want his lying ass back in the White House, and not his mini-me junior doppelganger DeSantis either.

Who's with me?",0
476,476,2,mixedgrass,2022-08-07 17:06:31+00:00,301,26,3,3,,Crazy ass white boy of the day https://t.co/2zMKHd9aYt,1
477,477,3,fuckittycat,2022-08-07 16:01:50+00:00,758,11,5,2,,"Someone told me the pic is from kai’s uncle, the main thing that was crazy to me was calling them old ass white men beautiful £|£|£",0
479,479,5,DailyOkkotsu,2022-08-07 04:35:01+00:00,171,32,1,3,,me lacing up my white high top converse before i go kick this old man's ass https://t.co/VRJ8B8kO1G,0
481,481,7,furtherruin,2022-08-07 01:55:08+00:00,241,45,2,3,,it's really weird reading that the average 14 year old white boy is extra vulnerable to getting recruited by Nazis. when I was 14 my gay ass got obsessed with German glam rock. normies need to find more things to care about to a ridiculous degree besides Feeling Right About Stuff,0
482,482,8,benjaminwittes,2022-08-07 00:29:47+00:00,536,102,20,5,,These folks all came to watch @MrJones_Film on the walls of the russian embassy press office. The russians parked a white van in the way of the Big Ass Projector. We are making other arrangements to show the film. https://t.co/JzwOV3huoI,0
483,483,9,harryt59_harry,2022-08-07 01:04:17+00:00,140,70,2,6,,"Stephen Harper was the worst &amp; most corrupt Prime Minister in Canadian history. 
When Justin Trudeau kicked his ass in 2015.
He did not take that well. Made him bitter. Poilievre is his last great white hope &amp; he's all in. So are his fascist friends. Stay awake Canada. https://t.co/mriF41bdB1",0
487,487,13,sjjunnie,2022-08-07 17:04:43+00:00,94,8,0,3,,he goes into the sea and comes out with white wet shirt and soaking shorts sticking to his ass 🥰 https://t.co/kdeTkTBPRz,0
488,488,14,JennettaQB,2022-08-07 02:40:59+00:00,171,2,14,0,,I wish that white girl and her emu would stay out of my feed. Creepy ass relationship.,1
498,498,24,justydustyy,2022-08-07 19:09:43+00:00,88,8,0,0,,a grown ass BLACK MAN who can very much be taylor’s FATHER is absolutely trashing her to a white man who despises her for no reason. like this is truly disappointing to watch everytime this man opens his mouth. #BB24,0
504,504,30,lgbtanime,2022-08-07 05:29:25+00:00,78,1,8,0,,I need a childe banner. I just want his last three cons. i’m straight up skipping in sumeru for his white ass,0
508,508,34,lgbtanime,2022-08-07 05:37:34+00:00,350,8,8,1,,since tighnari's white ass is a standard in 3.1 just skip him in 3.0 get zhongli if you didnt and then pull and pray you lose the fifty fifty in the future for him lmao,1
509,509,35,Ecnerwal23,2022-08-07 21:52:33+00:00,141,2,8,0,,The Weird Ass Minnesota Twins lose in extras to the Blue Jays. White Sox have a chance to be 2 games behind them with a win,0
532,532,58,NancyLeeGrahn,2022-08-07 01:28:02+00:00,221,24,17,0,,"This is when Lady Justice, Mother Nature &amp; that bitch Karma, decide it's time to let these Republican white dudes &amp; those sad women who think they don't exist without them, know who's boss. It's gonna be a divine and righteous ass kicking.",1
543,543,69,Jasamgurlie,2022-08-07 11:59:01+00:00,134,12,4,0,,Y’all doing a lot to excuse why the white woman who wasn’t a born royal can be called a princess &amp; not the biracial one who married a prince too. Explain to me why y’all got this hyper reaction to a simple ass name?,0
549,549,75,AdrianCJax,2022-08-07 05:57:43+00:00,85,0,0,0,,"Gurl, stay yo ass outta Hawaii! Can you not follow directions?!

I swear, a lotta Black folks have developed a “white colonizer” mentality, and I need y’all asses to do better!",0
553,553,0,haneswhitetee,2022-08-07 19:57:29+00:00,6070,461,7,8,,Your Honor my client is merely a white boy that got it out the mud,2
554,554,1,mixedgrass,2022-08-07 17:06:31+00:00,301,26,3,3,,Crazy ass white boy of the day https://t.co/2zMKHd9aYt,1
555,555,2,VERONASFILMS,2022-08-07 23:08:16+00:00,317,55,6,3,,"logan lerman, being THE white boy of the 2010s. he was everything and he still is! https://t.co/10nbW2Jv80",2
556,556,3,notshysmith,2022-08-07 20:55:01+00:00,1027,82,7,2,,Hot girl with the dorky white boy oooh I get her so good,2
557,557,4,daephobia,2022-08-07 16:53:40+00:00,3193,38,5,0,,@shegosluvr that white boy got a little too excited 😭,2
559,559,6,daisidunne,2022-08-07 20:45:26+00:00,79,10,1,0,,no matter how developed and well written a female lead is a random white boy will always get more attention,2
560,560,7,numlungzthe1,2022-08-07 19:13:27+00:00,116,2,14,2,,"Mr stripey, lemon boy, Cherokee purple and great white tomatoes 🔥 https://t.co/DftkyNrF0c",2
561,561,8,imcolepreston,2022-08-07 23:19:16+00:00,95,3,1,1,,Wallows really do have the most basic white boy names huh 🤔,2
562,562,9,dazegxd1k,2022-08-07 17:16:43+00:00,118,17,1,3,,saturn (@saturnhaneke) performing “go white boy go” (also recorded on PS Vita) https://t.co/3NhKCI3TW3,2
565,565,12,haworthes,2022-08-07 21:48:44+00:00,1019,74,7,1,,Y'all start shaking and crying every time someone states they don't find y'all basic white boy of the week attractive.,2
571,571,18,White_Buddah,2022-08-07 17:20:42+00:00,73,32,27,1,,"Bruh my @GothicDegens homies Im only 40 followers away from 1,000 can y’all help a boy out?😬 https://t.co/wITBZ8RJ8i",2
577,577,24,JotaroPujo,2022-08-07 21:51:52+00:00,83,10,1,0,,They out here making a White Boy of the Month Cinematic Universe,2
579,579,26,davemeltzerWON,2022-08-07 15:42:01+00:00,503,13,21,2,,I'm catching up on yesterday.  Jay White's performance vs. O'Khan was incredible.  Boy does this weekend have a lot of contenders for best performer.,2
584,584,31,StayFlyWaye,2022-08-07 23:22:12+00:00,84,1,10,0,,@DGoddess27 buddy in the green shirt aint try to stop the white boy,2
587,587,34,TheUSASingers,2022-08-07 22:27:29+00:00,373,125,7,8,,"Antifa didn’t attack the Capitol on 1/6, that was Trump supporters, MAGAts, white supremacists, Proud Boys, Oath Keepers, Nazis, KKK, cucks, incels, inbreds, mutants, morons, seditionists, insurrectionists, domestic terrorists, and traitors.

Antifa defended the Capitol on 1/6.",2
592,592,39,SpanielsSuper,2022-08-07 18:12:53+00:00,113,0,12,0,,"Oh mum, don’t be cross with me please?
I didn’t mean to be the sneakiest, baddest boy that ever there was 🥺
….. I just don’t like the white ones!
I thought I had been clever sticking it halfway up the side &amp; not leaving it in the bottom…. It’s nice &amp; clean though #SorryMum https://t.co/87m21qKzQW",2
595,595,42,LRH_Superfan,2022-08-07 13:55:51+00:00,85,3,3,0,,"Getting ""white boy wasted"" certainly is a stereotype I have never considered, is this Faustian?",2
623,623,70,ChrisxWright,2022-08-07 23:54:26+00:00,146,7,9,4,,"The privilege of having your boss running the championship, being the hometown boy, and being the generic, white meat babyface the series marketing is trying to push as an American hero.

This isn't NASCAR or sports cars @josefnewgarden. Grow up and take responsibility.",2
628,628,75,typo_cat,2022-08-07 16:38:34+00:00,50,12,32,7,,"There's not much about Trump that makes me laugh, but oh, boy, this one had me spitting out my coffee.😆

Trump says White House doctor ‘loved’ looking at his ‘strong’ body https://t.co/GJr0kxB5m3",2
638,638,0,TheHoneyMa,2022-08-07 16:23:50+00:00,23195,4528,227,936,,"White passing ppl are white. If ur white passing &amp; have allowed others to think ur white out of convenience or for safety, ur white. If u reap the benefits of white privilege bc of ur appearance, ur a white person. Ur blood is seasoned but ur skin is not. Accept it &amp; grow :)",0
641,641,3,SloaneFragment,2022-08-07 23:14:21+00:00,117,20,1,0,,"if you're white and a member of an oppressed group then you should be capable of figuring out that those systems which oppress you oppress others too – and as a white person you're a cog in those machines.

this is a tweet about racist white trans women.",0
643,643,5,whatMsKsaid,2022-08-07 14:06:59+00:00,183,22,8,2,,"the absolute whiplash i get from an overwhelmingly white group of SW Mpls folks demanding we listen to Black educators, then when one runs for school board, they dismiss this Black man &amp; actively campaign against him for a white person.",0
646,646,8,CmdrHallowell,2022-08-07 17:42:42+00:00,434,16,7,0,,"@CliffordBatteau The only white person in comic who I believe needs to remain white is Steve Rogers. He was deliberately created as a white, blond haired, blue eyed ""Perfect Aryan"" specifically as an f-you to Hitler.

Giancarlo Esposito as Professor X? HELL yes, do it!",0
650,650,12,CajunBlueAZ1,2022-08-07 15:49:11+00:00,237,59,12,3,,"Kyle Rittenhouse is a white supremacist who got away with murdering 2 people and maiming a third person. 

He is not a patriot or a hero. He is a moron and a disgrace.",2
651,651,13,ChemicaChemica,2022-08-07 20:10:54+00:00,286,19,6,1,,"If the #Woodstock99 doc teaches us anything it’s that:

- it takes &lt;2 days for a group of white dudes to go full Purge

- not one person booking that festival had ever heard of Korn or Limp Bizkit until they were already on stage

- mass sexual assault is still seen as a footnote",2
653,653,15,EpikStorm,2022-08-07 18:32:47+00:00,707,6,8,0,,@CliffordBatteau I would like to argue that Steve Roger's being white is essential. He's meant to look like the Nazi's ideal person but represent everything they oppose. This also applied to Clark Kent to a slightly less extent.,2
654,654,16,ThreeGinLunch,2022-08-07 18:22:45+00:00,496,11,9,1,,"@GovKathyHochul That is grilling, not barbecuing.  And sure, the average person wraps themself up in a white shower curtain before lighting the grill.",2
658,658,20,Charpen9,2022-08-07 19:51:02+00:00,72,4,3,0,,@CliffordBatteau The most culturally significant white person thing Xavier ever did was make a career out of finger-wagging to a holocaust survivor about the right way to respond to prejudice,2
659,659,21,moth_consumer,2022-08-07 17:54:28+00:00,84,2,2,0,,"@Curious_Cat33 @helpmeskeletor Every single time a white man has called me (another white person) a Karen, it is very very clear that they want to call me a bitch but Karen feels more acceptable.",1
663,663,25,MOTHER_DANZIG,2022-08-07 15:37:24+00:00,883,26,9,1,,"@hendrixnroses It's exhausting because what are these people expecting from a genre mostly full of white,cishet,men who started bands 30-40 years ago.

It's not an excuse but like,they're obviously not all gonna be good or perfect people,and 30 years is a lot of time for a person to change",2
665,665,27,meelahfaith,2022-08-07 22:54:06+00:00,63,0,0,0,,@sharloola Thank you because if I hear one more white person say it in a movie I’ll scream.,2
668,668,30,Rhooded99,2022-08-07 15:26:04+00:00,282,0,3,0,,"@kiddkosher1 @ToshHCameron1 Why is it strange for all of you that a white person is Latino? Latinos are mestizos of Amerindians AND Europeans. Pedro Pascal is Chilean, I am from Chile and he goes completely unnoticed here because more than half of chileans have his skin color (if not more).",2
675,675,37,Needle_of_Arya,2022-08-07 17:09:17+00:00,58,10,3,2,,"(white supremacy)

It's the only relevant reason why a white person with type 1 diabetes would nevertheless vote Republican.",2
689,689,51,dhampirwomen,2022-08-07 22:53:09+00:00,110,2,1,0,,"(i'm not saying every person who has a white m/m ship does this or that everyone who ships a m/m ship and has gay or lesbian hcs is performative or fake abt it, just talking abt the specific trend of *a lot* of migratory white m/m shippers using character sexualities as props)",2
698,698,60,kristysf,2022-08-07 19:12:14+00:00,55,1,3,0,,@KiaRichards_ @MsCaShawn Some old white person looked at this bride’s credentials (hoity enough for the NYT) and decided this story was “cute” - wholly unaware of the racist tropes they’re perpetuating bc they are wholly unaware of their own racism.,0
701,701,63,Paula_White,2022-08-07 17:59:00+00:00,336,41,22,1,,"Nobody can change a person but someone can be the reason for a person to change... let's pray, click here to send me your prayer request: https://t.co/Fm5rrYtwly",2
703,703,65,washingtonpost,2022-08-07 13:43:05+00:00,91,21,10,3,,"D.C. police have identified the third person killed by a Thursday lightning strike near the White House as Brooks A. Lambertson, 29, a Los Angeles bank employee who was in the nation’s capital on business.

https://t.co/kuqPwUoaC8",0
