,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
31,31,31,Mariamistan,2022-12-24 21:46:08+00:00,55,11,0,1,4360.0,"Allah hu Akbar echoed from the rooftops of Kabul and Herat once again as Afghans united against the Taliban. Let's stand with the brave women of Afghanistan by supporting the ANDSF. #LetHerLearn 
 https://t.co/no8Z15CMS5",2
33,33,33,Its_haneeyA_,2022-12-22 03:21:58+00:00,68,13,1,0,1169.0,"I realize that the more you prioritize your connection with Allah ﷻ, the less you worry about this dunya. Allahu Akbar. 🤍☝🏻",2
34,34,34,PennyDear9,2022-12-29 17:50:52+00:00,108,1,3,0,9344.0,"@hugolowell Allah akbar means in Arabic ""God is the greatest!"" 
She's a bit confused. 🤣😂",2
37,37,37,TriciaAbou,2022-12-25 05:02:12+00:00,129,15,1,0,2979.0,"Imagine going to Mecca and Madina with your family, Allahu Akbar. Unmatched satisfaction Wallahi. It has been a wish always. Ya Allah 😭 https://t.co/kmwKoEIuEJ",2
39,39,39,JapuJo,2022-12-27 16:30:12+00:00,57,3,3,0,2238.0,"@ChesscomLive Bishops: 'Snipers in position'
Knight and Rook: 'Assault force ready'
Queen: 'ALLAH HU AKBAR!!!'",2
44,44,44,RoufWan82794470,2022-12-31 18:44:21+00:00,122,7,2,0,4464.0,"When all were celebrating, dancing and greeting each other, this brother was reciting Quran in Gulmarg kashmir. Allah u akbar @rtimuzaffar @MirTariqRasool @Iftikhar_Misgar @islahmufti @Bilalbhatsocia1 @miraltaf01 @journotariq https://t.co/8T6DY493Qs",2
51,51,51,advthc,2022-12-23 16:54:11+00:00,119,11,2,2,3182.0,"Imagine going to Mecca and Madina with your family, Allahu Akbar. Unmatched satisfaction Wallahi. It has been a wish always. Ya Allah 😭 https://t.co/7qAVTjCVVS",2
52,52,52,rainaamit,2022-12-26 07:02:29+00:00,98,70,7,6,3451.0,"Dear @OfficeOfLGJandK please enlighten us today since when have the slogans like 'We want Kashmir without Hindu men but Hindu women' or 'Kashmir mein rehna hoga, Allah hu Akbar kehna hoga' or 'Yahan kya chalega, Nizam-e-Mustafa' declared secular by your administration? https://t.co/j5E15BUXg8",2
60,60,60,77_Hzk,2022-12-30 18:23:51+00:00,400,0,35,0,21903.0,We will not be counting his Allah Akbar goals when we discuss about football 🫡,2
83,83,83,bsarwary,2022-12-25 00:20:29+00:00,62,21,1,1,10454.0,"A powerful message: “Education is the right of our sisters, Allah au Akbar” shouted by Herat residents who protested from the roof of thier homes in pitch dark night to avoid capture by Taliban :",2
96,96,0,Raw_News1st,2022-12-31 19:52:44+00:00,174,86,41,20,53762.0,"#ChicagoScanner
#Chicago
A woman and her child are robbed at gunpoint by 2 male Blacks. They demand money, keys and snatch her purse. https://t.co/8dSL1RlNHx",2
97,97,1,la_Blacks,2022-12-31 23:42:05+00:00,198,24,1,1,3393.0,happy new year guys 💗 https://t.co/o1Y41bNd2E,2
98,98,2,beachblond52,2022-12-31 21:26:46+00:00,324,215,11,10,6865.0,"Fascists are still in the USA. WWII should have taught us what fascists will do to people they hate&amp; consider inferior. Blacks, Jews, women, LGBTQIA, Asians, all minorities are in their circle of hate. Don’t let them win.

#ProudBlue #ResistanceUnited #DemVoice1 #EndFascismUSA https://t.co/nXutivfyh3",0
100,100,4,stevebrann3,2022-12-31 18:07:49+00:00,86,15,38,2,3087.0,"So winter is racist now?

Srsly tho, since when did White people become the collective babysitters of blacks? https://t.co/ldWNvTDhXM",0
101,101,5,SavageDays1776,2022-12-31 22:50:02+00:00,807,35,12,2,15964.0,"@VeteranTakeBack I feel sorry for the blacks who pray daily to get away from this thug culture. All you have to do is leave. I did 21 years ago, and never looked back.",2
107,107,11,LandNoli,2022-12-31 16:43:52+00:00,181,130,17,6,18467.0,"Terry Oakley-Smith (Diversi-T):
In 2022 Whites deprived Blacks from entering a pool #MaselspoortResort

Katlego:
Are SAns tolerant with other races?

Terry:
Tolerance doesn’t mean you’re not racist. We never paid Apartheid reparations to Blacks. We created a Rainbow Nation Myth. https://t.co/ALWderAVhY",0
110,110,14,NxtDeterio,2022-12-31 19:27:33+00:00,124,12,9,2,7196.0,do you think non blacks have the thing men have for women where they miss jokes because they dont perceive us as clever enough to formulate humor so they arent able to tell when we are joking,2
111,111,15,TruthNinja316,2022-12-31 22:07:45+00:00,77,11,5,0,1239.0,They don’t mention that blacks commit a disproportionate amount of crime. They resist arrest disproportionately more than other races. They are also arrested in the commission of more violent crimes which require being arrested at gun point. But don’t kill the narrative..🤷🏻‍♂️ https://t.co/LQxOa7QypC,0
112,112,16,AnthonyGSupreme,2022-12-31 20:53:00+00:00,319,24,3,2,7947.0,@Mickiceking It's the White Nationalists who were fantasizing about her being a Pro White Woman fighting off unruly Blacks. They're mad their fantasy is ruined,0
117,117,21,RedPillGangTV,2022-12-31 23:18:55+00:00,70,9,5,1,5395.0,"BREAKING: Daddy Doyle DABS on Groypers; compares their propensity for drama to women, Blacks, and gays https://t.co/p4nZXUOpyx",2
118,118,22,TheBlackHorse65,2022-12-31 18:55:08+00:00,138,8,3,0,3841.0,"The Africaners have lived in South Africa for 400 years, and were the first inhabitants of most of the country [almost all modern South African blacks migrated to the area after 1800], but sure, ""whitey go home"".",2
123,123,27,PatWilliams1944,2022-12-31 20:29:47+00:00,101,37,6,3,2616.0,Racist blacks committing racist hate crimes on whites.  Evil.,0
140,140,44,zwyklyszaryczl1,2022-12-31 23:22:18+00:00,57,2,2,0,548.0,"@arthurwatkins @VeteranTakeBack how on earth you can never find videos of white people beating blacks, but it's all about ""white privilege"" and the fault of whites?",0
186,186,3,Bboy_Izilla,2022-12-30 15:11:46+00:00,152,17,9,7,20678.0,"@wagatwe Years back, when I told her to edit her Polygon article that started with a modified Yoko Ono quote: ""Women are the niggers of the games industry"" she told me to give her a break. 

So her being buddies with Vaush kinda makes sense.",0
189,189,6,anthonyvclark20,2022-12-30 17:47:52+00:00,92,18,0,0,3877.0,Some racists call you a nigger verbally while others call you a nigger by denying your loan application that you are more than qualified to get or by taking resources from your community,0
191,191,8,blacdelux,2022-12-30 05:51:29+00:00,52,0,6,0,3661.0,well call me a house nigger then,0
196,196,1,SalvatoreZomba,2022-12-31 21:19:34+00:00,691,4,152,0,109409.0,"WHAT ARE GOOD COUCH GAMES YOU CAN PLAY WITH FAMILY AND FRIENDS ON STEAM THAT ARENT TRASH!!!!!!!

HAS TO BE GOOD FOR LIKE 3 PEOPLE",2
197,197,2,xGeeVee,2022-12-31 23:45:47+00:00,165,7,56,5,63378.0,This is unreal lmao all i did was agree with him that i'm not good at the game when he called me trash 😂😂😂 https://t.co/Jzdq7XXG8A,2
198,198,3,ClempsRPG,2022-12-31 21:43:27+00:00,266,18,0,0,5333.0,"This year goes out to you, Trash Rats. 
I HAVEN'T EVEN STREAMED IN THIS FORM FOR A YEAR YET, BUT I CAN'T WAIT TO FINALLY HIT THAT BENCHMARK WITH YOU ALL!!

Let's make a ton more memories together. Hopefully dumb ones. :)

#Vtubers #VTuberUprising 🐀 https://t.co/QGISgBS34i",2
199,199,4,iwtvreactions,2022-12-31 23:11:58+00:00,83,7,0,5,5717.0,daniel molloy throwing to the trash the tapes from san francisco and louis de pointe du lac BURNING them with his mind omg he’s so powerful pyrokinesis king #iwtv #InterviewWithTheVampire https://t.co/seS8gmlU6t,2
201,201,6,scenequeenrocks,2022-12-31 18:53:45+00:00,520,13,2,0,11281.0,"Respectfully, if you talk trash about other bands using my name, you have not listened to my message. Everyone’s welcome here and I’m not in competition with anyone",2
202,202,7,0to1infinity,2022-12-31 17:27:03+00:00,133,68,5,1,6043.0,"Bye 2022 🙋🏿‍♀️

...don't forget to take the trash out with you: iPad imperialists &amp; conflict entrepreneurs; Johnnys reporting from Nbo &amp; Karens policing Africa's right to breathe; context deniers &amp; dis/misinfo loudspeakers; &amp; ""good"" Africans in service of current global ""order""

✌🏿",2
203,203,8,AZDem_w_Dogs,2022-12-31 20:31:05+00:00,76,23,1,0,551.0,@RepAndyBiggsAZ Let's start with the 1/6 trash https://t.co/RMSOVHnlJ2,2
208,208,13,ffweeklypod,2022-12-31 16:45:11+00:00,127,23,15,3,5896.0,"Practice saying “this show/movie/game didn’t resonate with me”

And stop saying “this show/movie/game is trash and indicative of everything wrong with the industry today!”",2
209,209,14,CrierBitcoin,2022-12-31 23:26:50+00:00,54,12,7,2,4540.0,"I was hobnobbing down the Parisian Champs Élysées with a bunch of Jetset Euro trash wannabes,  when I came upon this….   🧐 https://t.co/DpHRtpFkJG",2
211,211,16,frangla,2022-12-31 20:18:24+00:00,101,1,23,0,2590.0,"Don’t forget you HAVE to be jolly &amp; sociable at the strike of midnight.

Alternatively you can lounge on your sofa, in jammies, watching trash tv, with your cat, eating cheese.

#NewYear 
#introvertlife",2
215,215,20,goldbelly,2022-12-31 16:47:10+00:00,69,10,3,0,61030.0,"As we count down to 2023, we’re taking a look back at some of our most popular posts this year! Like these @guyfieri‘s off-the-hook Trash Can Nachos stacked with all the classic fixins in your very own trash can 🗑 Tap the link to roll out with Guy!

https://t.co/uPAdVvr386 https://t.co/XNFW1Zbtqk",2
218,218,23,Trash_Panda_C,2022-12-31 13:41:46+00:00,55,0,4,0,937.0,"First selfie of the year VS last!

Despite some hard moments, I've actually not had that bad a year, with adventure here and there. Onto the next! ❤️ https://t.co/ihrMYKsDcy",2
219,219,24,Icomsumer,2022-12-31 16:56:05+00:00,61,6,1,1,1120.0,"@Busy_royals While the #BBC offers Trailer trash content as part of their New Year's Eve    broadcasting, #HarryandMeghan offers a high quality collaborative insprational offering with #LivetoLead.",2
221,221,26,Ruloz20,2022-12-31 18:02:54+00:00,50,19,4,1,4828.0,"@YouTube are you going to do something against this channel? or are you ok with allowing the promotion of civilians getting killed by Russian missiles.
More people should know about this trash channel, to act against it
@KramarenkoMari3 @MargoGontar @Maks_NAFO_FELLA @andriy_ht https://t.co/lT2GJwCrvh",2
223,223,28,alicialartey,2022-12-31 15:00:53+00:00,57,4,1,0,6221.0,"I’m not impressed with the beauty industry this year. Specifically skincare, just a trash year for the skincare space",2
232,232,37,Rollingwater1,2022-12-31 18:35:23+00:00,110,1,1,0,1885.0,"@Achowalogen @HannahM_Writes The man's side of the story is, I knocked up my wife, she's fat now and I'm gonna make her feel bad so she becomes anorexic. Throw him in the trash, the end. She's probably put up with so much crap from him...",2
235,235,40,TbirdTr3y_10,2022-12-31 22:38:48+00:00,56,2,10,0,2221.0,"Are the announcers really talking trash about the TCU RB with a master's degree who didn't pick up the Michigan blitz for studying the books too much and not the pass protection?

Great job, idiots.",2
245,245,50,JerseyCityFC,2022-12-31 20:45:51+00:00,240,1,1,0,9616.0,"@ESPNFC Javier Tebas is an absolute trash and has zero skillset to be president of La Liga. Under him, all teams in the league have suffered massive financial losses due to his poor negotiating skills. Racism hasn’t been dealt with properly and the league continues to have other issues.",2
246,246,51,ellencarmichael,2022-12-31 20:34:39+00:00,500,109,30,5,45679.0,"You're trash for blaming a 14-year-old for being conscripted into Hitler Youth (and didn't even attend!), esp. as his family openly opposed Nazism and Ratzinger's own cousin, afflicted with Down Syndrome, was mercilessly killed by the Nazi regime. 

@Politico, come get your boy.",2
247,247,52,MongoSlade8,2022-12-31 20:27:34+00:00,62,4,5,0,7238.0,"Illuminating.  

So y'all were really amped over the white girl in Waffle House, portraying her as some race warrior...

Only to find out she has more in common with the black girls she was fighting than she does with you.

And now she's trash? She didn't ask for the attention",2
271,271,76,MadiDuVernayy,2022-12-31 18:23:59+00:00,81,0,2,0,3476.0,not unblocking her because i refuse to bring the trash back in after already taking it out. jess helped me with that lesson. so feel free to send this to her. 🥰,2
277,277,82,AvdullahYousef,2022-12-31 19:03:44+00:00,57,3,2,0,6503.0,"Funny reminder that Mikhaila Peterson talked trash about @mohammed_hijab because he stood up to Ayaan Hirsi’s stupidity on her show, but seemingly wasn’t spooked at all by Tate who was a known webcam studio guy at the time (and then met up with him)",2
278,278,83,ArmandDoma,2022-12-31 18:59:52+00:00,63,0,0,0,1265.0,The “park” is routinely avoided by locals because it’s ridden with trash and violent crime; 100% of the folks staying there have been given housing. The lawsuit accomplishes nothing but misery and death for the most vulnerable populations,2
285,285,0,k3ymir,2022-12-31 23:37:43+00:00,87,4,8,0,3355.0,u fuckin w my patriotic cats⁉️⁉️ https://t.co/rXtJalgXK1,1
286,286,1,mahalia,2022-12-31 19:05:40+00:00,192,15,7,3,15935.0,"THE HIGHLIGHTS 🥹
I loved u, 2022 
here’s to leaking new music and another year of living my fuckin life !!!!!! https://t.co/Uoai66Kt7d",1
287,287,2,IamMinglee,2022-12-30 20:25:31+00:00,188,37,11,14,16827.0,"My opinion if i call the call the cops i truly believe my life is in danger n im never fuckin with u again .
Wha y’all think",1
288,288,3,DIOR4i,2022-12-31 01:44:20+00:00,93,73,0,1,7622.0,if u not obsessed w me then what is the fuckin point??,1
289,289,4,WESTSIDEGUNN,2022-12-30 16:00:58+00:00,1361,137,36,42,70737.0,I’m still going to curate albums and btw I been secretly working on a @EsteeNack project I’m calling Nacksaw Jim Duggan and this shit is Fuckin KRAAAAAAZY but I still love the ART of executive producing but it will only be if my heart is into it u can’t ask me I have to ask you,1
292,292,7,SlaterKinnick_,2022-12-31 17:55:45+00:00,68,4,0,0,1917.0,TE fuckin U,1
302,302,17,jpegprez,2022-12-31 06:04:02+00:00,160,4,30,0,37936.0,"If anyone else is looking to sell punks at this price please DM me.

Y’all fuckin buggin.

B U G G I N",1
303,303,18,DavyGavin1,2022-12-31 13:59:43+00:00,79,18,4,0,1576.0,"As an ex lorry driver a learnt ower the years that goin doon the wrong route u can land in the shit. But goin doon nae fuckin route at aw, lands u naewhere. Aw the best fur 2023, things will need tae change😉🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿",1
304,304,19,TheOnlyTayRoc,2022-12-31 01:43:03+00:00,105,7,10,7,26894.0,on Twitter tellin people he gotta get his fade wit me is hilarious 😂😂😂 u playin 😂😂😂😂😂 yall be safe out here Fuckin goofies!,1
308,308,23,frogs4girls,2022-12-31 17:33:46+00:00,215,20,1,0,4179.0,"PI: ok so now we should normalize the data 

me, leaning down and whispering to the data: hey can u stop being so fuckin weird",1
310,310,25,DavyGavin1,2022-12-31 14:35:11+00:00,84,21,7,2,1455.0,"Nae money fur health but they can thieve billions an get away way it. If that alone dusnae tell u ur living under corruption, just wait till ur ill. Penny will fuckin drop then🤔",1
321,321,36,itsalwaysloud,2022-12-30 16:22:55+00:00,65,1,8,1,9199.0,Three days into this shit I got fired from a job I thought had no rules. Two days left and my first commercial comes on ESPN during the Gator Bowl (330EST if you’re interested). Found real creative freedom and left the bullshit behind. Never let ‘em c u sweat. What a fuckin year. https://t.co/MaiwRmSU8z,1
326,326,41,kaatiemxx,2022-12-30 09:44:18+00:00,61,1,6,0,10914.0,of course you’re against sex trafficking u fuckin normie hahahahahaha were in a simulation,1
327,327,42,BLUENOSEBOB1878,2022-12-31 11:13:33+00:00,157,6,22,0,15057.0,"CITY v EVERTON:

Heavenly Father, I thank u for each &amp; every player on this team. 

I pray they would exercise those gifts today with great skill. 

Give them speed &amp; above all, safety. 

Keep them from injury.

We need a fuckin miracle today Lord.

Amen 🙏",2
332,332,47,VietnamSurvivor,2022-12-30 14:35:52+00:00,81,11,2,0,2457.0,"It Said ""like if u do the same"" and honestly ... I was ""liking"" the post so hard ripped my whole fuckin screen clean off had to call samsung repair hotlIne they tOld me to go fuck myself",1
333,333,48,NinjaCryptoCoin,2022-12-31 15:52:42+00:00,74,24,17,0,1728.0,"Meow Meow up in this jawn 🐈‍⬛️

My OG nug Meddy put me on that @KitaroNFT tip ⚡️

I fuckin love my Triclops and his lil snail 🐌 bud

@MedraTheMain is ALWAYS ahead of the curve... luv u my bruv 💙 https://t.co/PxcgmXpU8a",1
336,336,51,1995SOULMATES,2022-12-30 15:22:06+00:00,54,1,0,0,1540.0,oooh they made out in the rain thank u sm for fuckin Asking Me,1
352,352,67,christapeterso,2022-12-30 22:23:54+00:00,108,6,2,0,7025.0,Why would u construe a childhood phenomena known to be more associated with homosexuality as the childhood manifestation of transness? Well because of the ~typology~ of fuckin RAY BLANCHARD https://t.co/gsyJW92u4f,2
353,353,68,DrewAfualo,2022-12-30 19:15:07+00:00,63,1,2,0,962.0,"@thvrty Celebrating him getting swatted??? Or laughing because they’ve been investigating him for a year &amp; he doxxed HIMSELF, because he couldn’t help but harass a teenager, unprovoked? 

Eat shit u fuckin bum LMFAO",1
365,365,0,newrockytweets,2022-12-30 15:59:35+00:00,104,19,1,2,3464.0,"big fat ugly dykes are ""in"" for 2023. as always",0
368,368,3,savagegoodboy,2022-12-27 04:44:34+00:00,51,1,7,0,2475.0,i know i’m a dyke because i cannot bring myself to give up my ugly utilitarian multi-compartment crossbody bag in exchange for a big girl purse. i can’t sacrifice my compartments,0
394,394,1,Forever_Jason,2022-12-31 00:54:20+00:00,59,19,0,1,2531.0,this song is the “back that ass up” for white people . https://t.co/ZxAP4vWE1B,0
396,396,3,BiancavanWyk16,2022-12-31 05:48:17+00:00,224,29,13,0,9596.0,"Nothing is as pathetic as a grown ass white man seeing other grown ass white men assault two black teenage boys and cry: “But what about Julius Malema and that song😭”
Swak manne!!",0
398,398,5,HarryPhillips15,2022-12-31 20:17:09+00:00,136,0,6,0,6767.0,portia from the white lotus ass shirt https://t.co/e1SynFBlpM,0
399,399,6,A_Nekobitch,2022-12-31 11:01:21+00:00,56,0,5,0,1779.0,I'll just wet this white top because noone gave me ass spanks absolute heathens. https://t.co/lCZlqS6LUo,0
401,401,8,nuttSpliff12,2022-12-31 17:13:23+00:00,707,21,11,1,75063.0,"@BornAKang He aint even clean the sink though. I dont prep in my sink but bruhh dont half ass with the experiment.

I wanna see em scrub it with salt, white vinegar &amp; baking soda. Or with bleach lol

Not to mention the scrubber he used could have already been contaminated due to past use.",2
402,402,9,natlawyerchic,2022-12-31 04:06:53+00:00,648,7,103,2,27467.0,Welp…COVID got my ass. She’s whooping me like the white girl at Waffle House.,1
408,408,15,oliveosun,2022-12-31 02:59:52+00:00,124,19,3,2,8492.0,nigga idgaf ‘21 ‘22 whooped my muthafuckin ass to the white meat oh my God,0
413,413,20,bigsnugga,2022-12-31 07:56:22+00:00,56,2,2,0,4826.0,"and for the record there's nothing wrong with being a chipmunk ass white boy but if you're a chipmunk ass white boy have a little self awareness and dont try and go around policing masculinity cause buddy,",0
417,417,24,manifestingkai,2022-12-31 05:33:35+00:00,88,5,1,1,4140.0,I will not be taking advice from a random ass white lady i found on the internet with the exception of Manifesting with Kimberly,1
420,420,27,Son_ImSleep,2022-12-31 13:41:38+00:00,57,27,0,4,9111.0,"Then thick white women always got this demeanor like they don’t know why niggas are looking at them, cause you’re not posed to have all that ass Karen, that’s why",0
421,421,28,pooiwiw,2022-12-31 08:26:03+00:00,64,0,0,0,955.0,"@ayyrod_ @YoungNBA You can see that white ass arm grab Zions arm and touch none of the ball… clear foul cause he couldn’t properly guard him, refs sold https://t.co/kpY7yCEk7m",0
437,437,44,NPerkins96,2022-12-31 19:31:40+00:00,59,0,1,0,1960.0,"Kicking a field goal there is pretty much waiving the white flag

We beat their ass so bad they gave up in the 3rd quarter",1
439,439,46,Nucleose,2022-12-30 16:04:33+00:00,72,1,2,0,10151.0,Also neon white kicks ass,1
467,467,0,appallinnballin,2022-12-31 23:28:18+00:00,239,22,11,0,4928.0,go white boy go https://t.co/JY5SKt5Fad,2
468,468,1,danielsoIace,2022-12-31 17:46:39+00:00,57,8,1,0,2316.0,my white boy of the year https://t.co/6RrDKPzHFU,2
469,469,2,PatrickTapLaine,2022-12-31 22:39:03+00:00,293,23,2,0,10461.0,They fucked up when they let a white boy like me rip the dab pen after 5 beers,1
472,472,5,StupidWhiteAds,2022-12-31 18:35:29+00:00,81,12,0,0,5334.0,"Fetch us snacks, White boy. https://t.co/IuOE0D4pzO",2
473,473,6,dustbin_nie,2022-12-31 19:28:56+00:00,320,59,5,12,20325.0,"Boy in white jacket posing on a roof at night in front of fireworks show ga in carnival

https://t.co/SuUnT3Wk7c",2
474,474,7,y2klyns,2022-12-31 14:14:40+00:00,655,62,1,2,6124.0,"👹: I forgot to get rid of the white boy
🔗: …what is the white boy??
👹: I call the white box that I use to cover the code “the white boy”
🐑: www “let me get rid of this white boy” and then vx akma disappears

😭😭😭",0
477,477,10,charleyonhere,2022-12-31 17:39:35+00:00,60,1,2,0,1409.0,Who said a sensitive white boy can’t make French toast casserole https://t.co/9EboBWoVMx,2
481,481,14,JordanGowling29,2022-12-31 19:00:27+00:00,152,9,2,1,6376.0,Towers red and white cos sunlun boys are in town HAWAY THE LADS #SAFC https://t.co/SfIkGmrP4e,2
482,482,15,turntineforwhat,2022-12-31 21:46:35+00:00,98,0,9,1,20993.0,this is an extreme example of a midwestern phenomenon I call: The “Cool” White Boy Went to College and Realized He’s White https://t.co/3o12R7pZPe,0
483,483,16,skittlet1ts,2022-12-31 23:08:06+00:00,81,3,1,0,8095.0,Well I'll be damned that white boy hit 10k,1
485,485,18,faustianwigger,2022-12-31 22:31:59+00:00,75,6,1,0,2058.0,"""Black people commit a disproportionate amount of murder""

""Shut up white boy ima kill you""",0
493,493,26,momiji_doa,2022-12-31 18:50:15+00:00,94,18,4,0,3393.0,"&gt;gets attacked 
&gt;self hating white woman says a white boy is wrong calling the cops
&gt;vapes
Can't say I'm surprised she's trailer trash.",0
498,498,31,jamesgames2k,2022-12-31 19:01:58+00:00,62,0,1,0,4676.0,@n3on_f0x_Art the white boy beanie https://t.co/HL0kGJBe7m,2
514,514,47,Madam_Riddles,2022-12-31 15:05:37+00:00,63,0,4,0,1325.0,"Wait his name was like a onceler 
Right? The illumination white boy?",2
528,528,61,Buchi_Laba,2022-12-31 19:21:54+00:00,86,7,2,0,9616.0,"Where’s Tomiyasu always running up!
White left and that right wing left exposed! Stay with this Mitoma boy ffs 🤦🏽‍♂️",2
539,539,72,theEpicGooner,2022-12-31 19:29:11+00:00,104,8,1,0,4960.0,"Partey, White and Zinny all subbed off because we play Newcastle in 3 days. We don’t have insane squad depth so it’s a good decision by Arteta. Credit to the boys for getting 3 points. Not every game will be a perfect one, gotta dig it in at times.",2
540,540,73,Writagal,2022-12-31 20:43:16+00:00,94,29,1,1,3512.0,"“A serious reminder of the intersection between machismo, misogyny, hostility to climate action and climate science, and the dank underworld of rightwing characters like Tate recruiting white boys and young men to their views.”

 https://t.co/eGrEBSj0cJ",2
544,544,77,EdwardMaps,2022-12-31 17:39:24+00:00,155,15,7,1,12373.0,"@Black_Doltjie In white communities,white girls are told to aim for a white wealthy or well to do boy, if that fails they can only be allowed to date/marry a black men who is very wealthy and famous. Black men will always be a second choice because their kind has never chosen them..",0
551,551,0,Michell33650674,2022-12-31 12:59:45+00:00,464,86,34,6,3977.0,"Anyone who calls a white person (myself) a ""bigot"" for criticizing other white people is simply a troll.  It's our responsibility to call out their racist bullshit.",0
552,552,1,Ricky_K67,2022-12-31 23:52:47+00:00,246,42,9,5,4014.0,"I have to say that the lack of diversity on the New Year TV shows on BBC, ITV, etc. is shameful.

Barely a white person to be seen anywhere.",2
553,553,2,festa197,2022-12-31 17:18:38+00:00,720,149,51,11,15657.0,My mother told me there's no white people in her caravan club magazine although she has never seen a black person on a caravan site. 😂,2
558,558,7,BellaJoyAgain,2022-12-31 22:43:40+00:00,57,18,2,1,4624.0,Has a white woman ever asked this question of a white person...?,0
559,559,8,CarlosAlett,2022-12-31 14:43:50+00:00,514,33,7,1,8264.0,"@KeneAkers ""I mean, I gotta work"".

We've all felt that—in a system where we're less powerful than the cruelest white person, the choice is often to keep our heads down so we can eat.

When we say we're not truly free, ""I gotta"" encapsulates what we mean.",2
