,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
91,91,5,monitoringbias,2023-01-21 22:10:18+00:00,647,62,24,3,66439.0,"This is incorrect. For example, only about 0.01% of US blacks (1 out of 10,000 blacks) have an IQ of 140. (Contrast that to about 1 out of 80 US Asians.)

That's only about 3,000 working-age blacks in America.  That's not enough to fill all the most cognitively-demanding jobs.",2
92,92,6,FrwrdThnkr2022,2023-01-21 20:58:37+00:00,54,4,3,0,2215.0,@NikkiWinds @unclelukereal1 @GovRonDeSantis The White Parents like myself and others. We shouldn’t sugar cost it either. We need to take the lead from Blacks no matter where it comes from and do the research needed to break the cycle centuries old.,2
94,94,8,senya_stormborn,2023-01-21 20:39:56+00:00,166,15,2,3,6841.0,"Blacks had 53 houses. The Greens had 28. Imagine thinking the Starks, Tullys, Arryn, The entire North, The Vale, Houses from the Reach and and River-lands aren’t as powerful when they have some of the largest armies in Westeros. What a joke.",2
96,96,10,scot23132,2023-01-21 20:22:39+00:00,54,43,6,2,1861.0,"@eddsmitty DeathSantis @RonDeSantisFL &amp; other White Supremacist bigots want America ignorant of American History. 
History of White America's terror war against Blacks continues unabated.
@eji_org good place 2start. https://t.co/05IC4UfIGR https://t.co/764NoREugG",0
100,100,14,shieraseastar_,2023-01-21 22:27:18+00:00,78,3,2,1,2651.0,"one day i’ll get my art with all the women of the blacks together: rhaenyra, baela, rhaena, rhaenys, laena, mysaria, nettles, sabitha, jeyne, alysanne, daenaera… one day",2
101,101,15,Mroneup803,2023-01-21 22:07:25+00:00,60,0,5,0,1205.0,@JosephMrabello @FightHaven Say your racist without saying it. You’re saying blacks can’t be catholic? Or afford to attend catholic schools?,0
105,105,19,DoctorHenryCT,2023-01-21 23:50:52+00:00,84,21,8,1,3796.0,Now that DeSantis has banned the truthful teaching of Black History what will he allow? That blacks were happy under slavery? That lynching was misunderstood? If all of that was true why didn't white people submit to it?,2
117,117,31,BoltsJolts,2023-01-21 22:15:30+00:00,52,0,11,0,6198.0,The players are all completely disappearing beings the digital ads on the boards now on Bally. Wonderful. I’d take a screenshot but the app blacks them out.,2
119,119,33,Patrick19529831,2023-01-21 23:08:29+00:00,136,16,2,0,1111.0,"@LibFails Black cop shoots a white women he walks. White cop shoots black drug addict cities burned, cop thrown in prison. But somehow we are all supposed to buy into the idea of blacks being treated unfairly. Honestly I’ve really started looking at my country as a joke",0
123,123,37,jaecarys,2023-01-21 23:08:06+00:00,62,0,1,0,1051.0,the way there is ZERO material to go off except for aegon leaving jaehaera to rot in kings landing when the blacks took over. 😭,2
174,174,88,Notnotrpscelzo,2023-01-21 18:40:10+00:00,87,2,4,0,2687.0,"@ZeekArkham They don’t think that way, they aren’t interested in results. All they care about is do you say the right things about gays or blacks, the environment,  pro choice etc. Jobs, the market and economics mean nothing to them.",2
185,185,6,JenlovesOBG,2023-01-19 13:49:51+00:00,94,13,7,0,4999.0,"@ATLUncensored Let me be very clear to white ppl gloating for having never used the word *nigger* in their “entire lives”: you can be profoundly racist and have never used the word. It’s actions, subconscious or not, that undergird racism. You can have Black relatives &amp; be racist. #MorningJoe",0
189,189,0,Jbl2747,2023-01-21 16:56:01+00:00,187,17,3,0,14271.0,@UnnecRoughness Bethune should’ve known. This man doesn’t mess with trash.  https://t.co/ZnWol910Fs,2
190,190,1,patchwork_tag,2023-01-21 22:47:38+00:00,240,39,4,1,4940.0,"experimenting with colours 

#ghost #cod #mw2 #mw22 #ghistcod #callofduty https://t.co/wDlh3inmzu",2
192,192,3,ErnieTastyFresh,2023-01-21 16:36:42+00:00,80,7,4,1,4136.0,"Imagine being in the UFC with an extremely positive record, just to have people that can’t fight and will never get your anywhere near your success, call you trash. Disturbing https://t.co/QefTeu2xyJ",2
196,196,7,LakersSupply,2023-01-21 17:53:17+00:00,65,2,9,1,5585.0,There’s no way I’m looking at Cranjis say JTA &gt; Brown lmao. That’s gotta be up there with him saying Monk is a trash player last season 😂😂,2
197,197,8,OGReLxuise,2023-01-21 17:53:54+00:00,52,13,4,1,2199.0,"I think the “R&amp;B is dead” thing is propaganda fr. The only genre we got that caters to black women fr &amp; y’all keep tryna convince niggas it no longer exists or that it’s trash.

R&amp;B is being Gaslit!  

Stop engaging with these bandwagon bitches &amp; trolls on this app.",1
198,198,9,perfidiousSH,2023-01-21 21:20:32+00:00,59,9,12,0,6418.0,Whenever I see Ron MacLean trending I'm reminded of how he stood next to Don Cherry while Don spewed his ignorance and bigotry like a schoolyard bully for years and never meaningfully had any issue with it. Both of those guys are trash,2
199,199,10,boxing_social,2023-01-21 22:22:53+00:00,286,14,28,9,92381.0,"❌ “If you’re getting offended by words than you shouldn’t be fighting!”

@darrentill2 says “anything goes” with trash talk 🗣️

📺 https://t.co/LibFkRTRVR

💪 No Joining Fee @VillageGym In January. Get A Free Pass https://t.co/aGsxedsHkm

#EubankJrSmith https://t.co/YJmHN1c7wr",2
207,207,18,burrrrrberry,2023-01-21 23:28:09+00:00,157,3,35,0,12128.0,"The hallmark of a decent person is the ability to admit when they are wrong. 

I was wrong about Breaking Bad.

It is a phenomenal show, and not only was BB great, but so was Better Call Saul.

I apologize to anyone I may have wronged with my bad take. 

Coconut is still trash.",2
210,210,21,gwensnyderPHL,2023-01-21 23:17:00+00:00,89,9,4,0,8412.0,"I see that Mindy Isser has once again revealed herself to be a trash person.

I know you have me blocked, Mindy, but since you seem to need help: we talk about the dangerous impacts of COVID still because

1) THEY COMPOUND WITH EACH REINFECTION

2) immuno-compromised people exist https://t.co/KG20VFvBba",2
213,213,24,FLA5HGORDON,2023-01-21 19:13:08+00:00,64,2,21,2,44611.0,@shannonsharpeee Prime filled his head with that nonsense and got Ed fired smh 🤦🏾‍♂️ do y’all seriously think any boss is gonna put up with you talking trash about them over things that really ain’t even their fault?!? Football programs aren’t the only programs underfunded at hbcu’s!,2
216,216,27,mat_schmaltz,2023-01-21 19:56:16+00:00,362,45,46,2,6000.0,"@PierrePoilievre The 21st Century has presented us with some of the most complex and difficult issues we have ever faced.
And here you are, a so-called leader, making trash-talk videos, trying to be a social media influencer.
We need bold and cunning ideas, not schoolyard-style smackdowns.",2
222,222,33,omegavalwin,2023-01-21 18:00:40+00:00,101,4,7,0,9007.0,@JonComms there is nothing good with trash localization like this,2
228,228,39,kohliseetu,2023-01-21 17:21:16+00:00,89,8,1,0,1917.0,"Always remember- You become like the 5 people you spend time with! 
Stay away from trash, even a diamond reflects trash surrounded by it. But if you are with diamonds, watch out for that blinding and shining sparkle you reflect. ✨ Choose carefully.",2
231,231,42,EricShapiro3,2023-01-21 19:33:21+00:00,129,13,8,0,2637.0,"Bill Maher uses his platform to punch left, trash Millennials and Gen Z in an out-of-touch, uninformed way. He expresses the thing his audience of liberal boomers (with reactionary tendencies) think but are afraid to say. That’s his schtick.",2
249,249,60,BrandonSpano,2023-01-21 19:30:14+00:00,81,0,14,0,11082.0,"My perception of the Cowboys as a 40-year old is that they’re America’s team and even with 2 decades of let downs they’re still really good &amp; will eventually be great again

My 14-years olds perception: “It’s weird to even imagine a trash team like the Cowboys in the Super Bowl”",2
266,266,77,ArkansasToppa5,2023-01-21 18:07:07+00:00,52,7,5,2,2280.0,@Coach_HugginsJr He probably wouldn't be picking up trash with his football players at a PWI school!! Everytime a brother calls out the bullshit at HBCU'S they start talking about the state this and that... HBCU'S stuff is stuck in time.. irresponsible with money!! The End!!!,2
271,271,82,shantipatricia,2023-01-21 19:01:46+00:00,80,2,3,0,1371.0,@AntonioSabatoJr Trailer Trash with money,2
284,284,0,lilcoots,2023-01-21 19:07:35+00:00,1693,39,10,1,30761.0,u better have a good fuckin day 😡 https://t.co/jXroQmQwHm,1
285,285,1,RealMurphdog916,2023-01-21 06:37:47+00:00,84,7,2,2,2667.0,"A 
MOTHA
FUCKIN’

C
  U
    L
      T
        U
          R
            E https://t.co/y4elRJCmXv",2
286,286,2,bnnyditz,2023-01-21 17:37:08+00:00,168,50,0,3,23989.0,havin ur bunny ears pulled on as they're fuckin into u from behind,1
287,287,3,Unmagiically,2023-01-20 20:29:58+00:00,52,10,3,1,5081.0,idc how dirty i text u WE IS NOT FUCKIN,1
288,288,4,CALP0SA,2023-01-20 23:26:25+00:00,19106,1943,121,289,454743.0,this is the artstyle of some kid u meet in fuckin idk history class and u find out theyre queer as well so u exchange discords and then u start a discord convo with them w high hopes but they turn out to be really dry and uncomfortable to talk to so u never talk 2 them again,0
324,324,40,canicuIa,2023-01-20 15:08:43+00:00,64,3,8,0,1801.0,"did u know there’s a furry bar in Tokyo because it’s great and I love it very much 

also the bartender (wears a wolf mask always) can make drinks inspired by ur fursona. this is fuckin SCIENCE https://t.co/ZEghr5mbEM",2
333,333,49,StevePieczenik,2023-01-21 23:31:18+00:00,56,11,2,1,6627.0,"Stay healthy and smart/ we need u for the future of us
Bonus: u r fuckin funny as shit !",1
369,369,8,sapphomademe,2023-01-16 23:18:15+00:00,82,3,3,0,1428.0,hetlors be like “you ugly dykes” and EVERY gaylor i know is fucking beautiful it’s like we all came right from the magazines’ covers it’s insane i love you all i’m so gayyyyyyy,0
389,389,0,t_stonier,2023-01-18 15:05:28+00:00,65,0,4,1,10283.0,"read the captions #TheCircleNetflix WHITE PEOPLE used to call me a niggER, someone said in class they wish slavery was still a thing and i was the only black person in my grade at the time, my lips were an issue. WHITE PEOPLE did diminish my character growing up, but now, PROUD✊🏽 https://t.co/zlP4O1Q95a",0
393,393,0,lilgnar,2023-01-21 22:43:35+00:00,5769,638,20,27,293399.0,mac miller was really sum cool ass white nigga,0
395,395,2,oranicuhh,2023-01-21 06:49:52+00:00,342,25,7,0,23284.0,"Jon Gosselin being painted as the villain for over a decade when Kate Gosselin’s ole buttercream mayo lookin ass was CLEARLY abusive is the greatest miscarriage of justice and display of white privilege, especially as it pertains to white women.",0
396,396,3,_benjvmins_,2023-01-21 17:07:04+00:00,2964,347,4,3,101048.0,ain’t no such thing as black or white behind that fuck ass badge. they ALL blue. weak ass niggas,0
397,397,4,niloveuu,2023-01-21 21:45:59+00:00,536,66,4,2,7604.0,love how chifuyu’s wardrobe consists of all black clothing and then just his big ass fluffy white sweater. and that’s it https://t.co/15JX7tWCEb,1
402,402,9,Dreadful4Tymes,2023-01-21 12:27:00+00:00,1432,220,4,1,43981.0,I really think y’all believe queer people’s reproductive organs just stop working bc they’re queer. Before White  Christian supremacy majority of the world was gender fluid and sexually fluid and the human race still exist…but in the dumb ass lol ok,0
404,404,11,PFleeceman,2023-01-21 13:56:36+00:00,202,51,22,3,2478.0,"I am so fucking sick of greedy ass, white, Republican baby boomers acting like the world never did shit for them. 

They grew up in a time of unparalleled opportunity: jobs with good wages.  They got theirs &amp; now tell everyone else to work for slave wages until they fucking die.",1
410,410,17,Jasamgurlie,2023-01-21 14:17:29+00:00,125,12,2,1,5794.0,"I guess saying, “What a nasty, hate-filled thing to say” only applies for creepy ass white women. https://t.co/TCAUXLTd2q",0
411,411,18,LilMeeech,2023-01-21 23:35:17+00:00,53,2,3,0,3448.0,@mufasa1k @choc @raphousetv2 bro you 18 you ain’t heard half of dude catalogue 😂 i ain’t even finna rap with your white ass,0
416,416,23,fatcampmascot,2023-01-21 14:40:24+00:00,57,3,0,0,1382.0,"@xer0IIlln fat white people have 0 rights to use anti blackness as an argument for their haes bs.
whan was the last time your big white ass experienced anti blackness??
Even when i was obese and deep into the body positivity movement i knew better",0
421,421,28,KenHeLive,2023-01-21 17:29:10+00:00,55,11,2,1,2770.0,White media talkin like Shannon tried to rush the grizzlies locker room door was so predictable lmao them boys came across the court to (fake) address him cause he said a cross dresser was too small to Guard Bron and didn’t back down when they told him to “sit his ass down”.😭,1
433,433,40,MostCrucified,2023-01-21 07:32:54+00:00,1035,8,1,2,16699.0,@legotrillermoth so funny he clearly coulda been an full time actor but it's more fun to be a full time crazy ass white boy,1
436,436,43,fairyfemmes,2023-01-21 19:08:52+00:00,101,6,1,0,1174.0,"also, i wanna ask how do you travel somewhere without doing proper research but white people like to think the world revolves around them and that they can get away with perpetuating behavior that is taboo in other countries. my Black queer ass not going NOWHERE w/o research!",0
448,448,55,WWAmplifyingBW,2023-01-21 20:43:56+00:00,117,9,1,0,3472.0,"I talked to the mom of the little black boy after I walked away from that punk ass white kid.

She said “thanks” and had a Caribbean accent.

And she hadn’t seem too flustered through any of it.

Cause SHE’S USED TO DEALING WITH RACIST ASSHOLES IN WHITE SPACES.",0
449,449,56,djvickyv121,2023-01-21 15:40:05+00:00,62,5,3,0,2253.0,"@IDFC_GUY @DailyLoud https://t.co/MjBZayX76X
okay then why did a grown ass white officer shoot this 15 year old boy 6 times, once in the head, while he had his hands up on the ground?",0
458,458,65,scenequeenrocks,2023-01-21 08:23:16+00:00,109,1,2,0,3837.0,This is rhetorical question I was just shook because I can slam a case of white claw but the plum wine had me on my ass,1
467,467,0,N_A_M_O_R_,2023-01-21 21:14:01+00:00,6014,390,169,170,380017.0,Non-white girls when they see a white boy https://t.co/sFexV6u2SI,0
468,468,1,PresidentToguro,2023-01-21 21:34:39+00:00,1544,163,19,10,61874.0,can a white boy with an anime body pillow shoot some hoops? https://t.co/clqIk0D5VB,0
469,469,2,jiggyjayy2,2023-01-21 20:46:24+00:00,3651,177,36,47,187454.0,"My boss is so chaotic, she named her (white) child, LEROY???!! A little white boy named Leroy in 2023 is hilarious, I like her, i really do🤣",0
470,470,3,CureD3stiny,2023-01-21 23:06:41+00:00,279,14,4,5,6506.0,I want a full white boy that goes with Natasha the same way Rexx and Shanelle go together https://t.co/mRXvEhQtiX,2
474,474,7,spacetwinks,2023-01-21 15:55:10+00:00,88,9,2,0,3237.0,white chocolate chips brownie boy https://t.co/gH8V2l57UV,2
478,478,11,cyborgnewt,2023-01-21 22:33:31+00:00,87,9,2,1,2938.0,"andrias leviathan, lord of amphibia, peacekeeper of a thousand years and the first of his name is infinitely hotter than your creepy crusty mediocre tone deaf white boy https://t.co/0Ggn9cTlmU",2
480,480,13,BleakSigilKeep,2023-01-21 15:56:38+00:00,1031,4,1,0,26835.0,@francisxwolf The original quirked up white boy busting it down sexual style,2
481,481,14,fybetho_O,2023-01-21 17:58:21+00:00,89,1,5,0,2556.0,"broke the 600 pp barrier :P 623pp and 616pp and 1 million other scores, reached 11kpp too!! its white boy season https://t.co/eYXXgGppfr",2
482,482,15,freeman_gav,2023-01-21 21:51:59+00:00,159,1,0,0,2406.0,@JadenPMcNeil @TalbertSwan This white boy https://t.co/hBTA8mF5Sl,2
485,485,18,DYLDOBR1EN,2023-01-21 15:58:51+00:00,2745,31,0,0,118787.0,@ULTRAGLOSS not only getting to interview your favorite white boy ever but also have your tweet as his bday cake how does it feel to be GOD'S FAVORITE????,2
491,491,24,mightbeautistic,2023-01-21 21:00:57+00:00,167,1,3,0,8854.0,Though the hyper kinetic white boy image attached is ugh.,2
497,497,30,TaniaAMarshall,2023-01-21 23:42:23+00:00,100,19,6,1,2798.0,People locked into gender stereotypes in a ‘literal’ rigid black and white sense are the most likely to say they are trans. Before that came along we knew it as ‘non-conformity’. Most of us know you can be a Tomboy without being a ‘boy’ and a feminised guy without being a girl.,2
502,502,35,twinkophrenia,2023-01-21 21:30:33+00:00,53,0,1,0,1741.0,White boy plans PERFECT cardio workout to Discovery by Daft Punk,2
504,504,37,rosabonheurfan,2023-01-21 19:53:45+00:00,87,0,0,0,6541.0,@legotrillermoth Dang this is making me seriously reconsider my position on white boy summer,2
516,516,49,stevesequoia,2023-01-21 20:45:19+00:00,241,6,4,0,11001.0,"@davenewworld_2 Nah, likely because the cops were all black. If they had white good old boys they would have been suspended pending a through investigation",2
524,524,57,clubmoss_,2023-01-21 17:37:09+00:00,56,1,3,0,1950.0,mall food court chinese food is therapy for crazy white boy,2
533,533,66,stvrstrvckk,2023-01-21 17:59:33+00:00,1276,7,1,1,18439.0,@kiracantmizz top 2 white boys oat https://t.co/0ZQyukDs02,2
536,536,69,stylesgala,2023-01-21 20:49:19+00:00,716,16,0,1,40158.0,@DYLDOBR1EN dylan and logan walked so the other white boys of the month could run!,2
547,547,80,missbffr__,2023-01-21 21:36:51+00:00,147,4,3,0,18739.0,"@Ripparachie @20sheartthrob @raphousetv2 They’re saying, the boy who shot the teacher was white.",2
551,551,84,RustBeltRebel,2023-01-21 23:32:25+00:00,96,0,5,0,2097.0,"Boy, it’s literally black people that made me aware of the five black cops that beat a black man so badly he died. And yet everywhere I turn, I see white people saying ‘where are all the BLM people now?’",0
556,556,0,AfricanArchives,2023-01-21 15:37:18+00:00,33097,7537,234,553,4126273.0,"Sarah Rector became a multi-millionare oil baron and the richest black child at just 12 years old.

She was so rich that Oklahoma legislature legally declared her to be a white person.   

A THREAD! https://t.co/3fRYn7b2mB",2
557,557,1,MOLENAIDE,2023-01-21 21:23:39+00:00,24065,1748,54,92,775652.0,This is smth I noticed in Velma but also for a lot of artists but…y’all gotta put white palms for characters who *aren’t* Black too. White palms are not a Black-person exclusive thing,0
558,558,2,AfricanArchives,2023-01-21 15:37:32+00:00,1908,347,18,38,166251.0,"Given her wealth, the Oklahoma Legislature declared her to be a white person, so that she would be allowed to travel in first-class accommodations on the railroad, as befitted her position. https://t.co/s53rf2tkWx",2
559,559,3,dklmarxist,2023-01-21 15:26:48+00:00,6822,327,33,37,242748.0,We have to be thankful Eminem isn’t an evil person because he had/has a huge army of white trash that could’ve been used to cause great harm to the world,0
560,560,4,Wayne57072607,2023-01-21 20:44:17+00:00,366,822,28,20,45316.0,"High-risk missing person Claire Wallis 15year old female missing from Bradford, she is described as a white female, slim build, with Auburn Hair, Hazel eyes wearing a Dixon school uniform. If you have any information, please contact 101 with log 1675 of the 20/01. https://t.co/cPIXQq9Ih3",2
561,561,5,kommanderkarl,2023-01-21 23:55:42+00:00,1642,178,27,3,65354.0,"Look, if you have a problem with treating LGBTQ folk/people of different  races with the same respect as you do your other white friends, nothing anyone says would ever convince me you’re a good person.",0
563,563,7,RyanSarai1,2023-01-21 19:33:44+00:00,269,63,87,6,13271.0,Remember this person who was associated with the white supremacy movement ?  Look up her history. Tamara Lich was associated with THAT movement. This video was an attempt to prove and try to gain sympathy. https://t.co/tZlu6ZVY8C,2
564,564,8,mistinthewind4,2023-01-21 23:07:20+00:00,938,175,18,2,26466.0,"1. Appropriation is being used incorrectly by a white person
2. Self-diagnosis leads to you getting an actual diagnosis 
3. Autism is genetic, it isnt something you can make up
4. Autism diagnosis in many countries takes away basic human rights, eg; being denied organ transplant",2
566,566,10,Juicedupmangoes,2023-01-21 21:29:31+00:00,4914,85,5,10,80946.0,@Gametrooperj The tomato powers each white person holds,2
567,567,11,mistcop,2023-01-21 16:52:43+00:00,1109,63,66,2,66001.0,"@DailyLoud She’s not lying. Almost every major atrocity in the last 500 years was started by White folks.

Does this make EVERY white person bad? Of course not. However white people like to turn a blind eye to the shit they do yet create narratives to make everyone else look bad.",0
568,568,12,2mmaj,2023-01-21 17:36:52+00:00,188,2,2,1,3144.0,@2Wild2Crazy me whenever a white person suffers the consequences of white actions https://t.co/WIEd7MO013,0
570,570,14,ShawnG927,2023-01-21 21:05:22+00:00,455,166,13,4,7014.0,"It's okay to be white
It's okay to be Republican
It's okay to be a family person
It's okay to be traditionally minded
You are okay",2
571,571,15,Mattison,2023-01-21 23:06:45+00:00,262,8,25,0,4047.0,"@mhdksafa As a gay, biracial Black woman, let me add: Every single Black person has a scary story about a white person.",0
572,572,16,SeanDOlfc,2023-01-21 18:25:00+00:00,162,17,15,3,45271.0,"If you replace the context of this with an old white person talking about immigration, it doesn’t read very well. I love the part where he talks about how the foreign fans who don’t intrude on his beliefs are the “good ones “ like your uncle talking about his Pakistani neighbours https://t.co/6TNSR4mt8C",2
573,573,17,burcin_ttk,2023-01-21 18:13:57+00:00,304,2,11,49,57298.0,"As a Turkish person I had complicated feelings while watching Aftersun and found it difficult to identify with the narration. I could not shake the feeling that, just like the Turkish carpet Mescal was lying on, the country became an ornament in a white person’s story. https://t.co/dsqRWuoOYg",2
575,575,19,antiracistsouth,2023-01-21 22:19:48+00:00,151,39,1,1,22581.0,"“She was so rich that Oklahoma legislature legally declared her to be a white person” 

says so much about racial capitalism and the function of whiteness",2
576,576,20,chartmusicdata,2023-01-21 17:57:19+00:00,239,6,12,0,23278.0,@couturecrema Prolific ethnicity shapeshifter? How can a white person shapeshift to a white person be serious for once https://t.co/YSbGG1PAHE,0
577,577,21,Juicedupmangoes,2023-01-21 21:02:01+00:00,1339,39,3,6,23012.0,@osh_wott Do some dragon ball z training to learn how to control it and go white person kaioken whenever you want,2
578,578,22,__ew__gross__,2023-01-21 18:53:04+00:00,1509,34,19,3,116528.0,"@p0seur_ @AngeliaDesselle @elonmusk @ScottAdamsSays The only people I have seen making videos like this with 100% seriousness are white women typically 45+ and align to the right. I have yet to see a man, a person of color, a young person or someone left leaning complain about this issue. 🤔",2
580,580,24,housetrotter,2023-01-21 18:32:19+00:00,93,4,3,0,5062.0,“white vegans and white bicyclists amirite” - white person,0
582,582,26,IamFilmona,2023-01-21 20:06:38+00:00,79,12,1,0,29006.0,She was so rich that Oklahoma legislature legally declared her to be a white person. 😂😂,2
585,585,29,nanransohoff,2023-01-21 17:53:23+00:00,215,2,24,2,33450.0,nothing makes a person feel crazier than choosing a shade of white paint,2
586,586,30,patpatq1,2023-01-21 17:20:02+00:00,59,0,1,0,1431.0,"@mistcop @d_scott72 @DailyLoud “does this make every white person bad, of course not”

dudes next tweet: “white people are evil bro” 

jokes write themselves",0
590,590,34,kvastbin,2023-01-21 22:12:53+00:00,151,0,4,0,1341.0,@AnnLesbyPhD @therealAZMatt A white person telling black people what they can or cannot do!! Got it!!! 😂,0
