,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
25,25,25,Yasirmcheema,2022-12-04 21:30:03+00:00,53,4,5,0,,"It was indeed a blessing to visit the holy places of Makkah and Madina. 

Allah blessed us to have Tawaaf of his house. The Kaaba. What a place it is mashallah. 

Was thinking about how Allah has made us all bow before him to this place. 

Allah ho Akbar.",2
27,27,27,sioindia,2022-12-03 18:09:17+00:00,240,50,3,3,,"Allahu Akbar!
SIO's new Central Advisory Council (CAC) has been elected for the term 2023-24. May Allah bless all the elected members with ilm, hikamah, taufeeq and isteqamat to fulfill their duties. https://t.co/1UVWRPjFKr",2
46,46,46,kparveen2005,2022-12-03 01:27:06+00:00,162,24,2,1,,"Allahu Akbar!
*Br. Ramees EK* has been elected SIO National President of SIO of India for the term 2023-24. May Allah give him istaqamat, hikamah and sabr.

Br. Ramees hails from Kuttiyadi in Kozhikode district of Kerala. He has completed his MA in Political Science https://t.co/cd1VePd8sC",2
51,51,51,ICT_Police,2022-12-07 13:17:23+00:00,97,10,3,0,,"Inspector General Police Islamabad, Dr. Akbar Nasir Khan, along with Commandant National Police Academy, Allah Dino Khawaja, took the drill test of ASsP(UT). Capital Police Officer Training also accompanied IGP Islamabad for the session.
#IGP #Islamabad #Police #Training https://t.co/3zZWZU6bwW",2
53,53,53,KhurumSherZaman,2022-12-01 06:48:53+00:00,73,29,0,0,,"Sad to hear about the demise of Akbar Liaquat Ali Khan, s/o Shaheed-e-Millat Liaquat Ali Khan. My condolences to his family. I pray that Allah (SWT) grants him Jannat ul-Firdous &amp; sabr to his family during this time of grief and sadness. https://t.co/cL3n110uEL",2
56,56,56,sioindia,2022-12-05 07:54:18+00:00,166,25,4,0,,"Allahu Akbar!

Br Sohel Shaikh and Br Danyal Akram have been appointed new National Secretaries of SIO for the term 2023-24. May Allah guide them and help them fulfill their responsibilities. https://t.co/6xhUrPeFav",2
79,79,79,Tawheed1Academy,2022-12-07 16:17:41+00:00,95,31,7,2,,"Allāhu Akbar!!!!!!! We just received an extremely generous donation from a brother covering the total amount needed to finalize the purchase of the bus for @Tawheed1Academy.

May Allāh reward him and everyone else that donated!!",2
95,95,1,szamywifee,2022-12-07 20:42:25+00:00,1264,36,4,3,,@milesandshi like do non blacks know it’s racist for them to make fun of lightskins??? https://t.co/DHg0903J4F,2
96,96,2,la_Blacks,2022-12-07 20:56:14+00:00,85,10,1,1,,"""would you prefer an announcement?” it's eddie grabbing buck's face and kissing him for the first time and buck answering ""i would"" ducking his head down getting all flushed",2
97,97,3,ellamaulding,2022-12-07 23:24:02+00:00,409,118,36,15,,"Irritated Genie says Ye is right, Blacks &amp; whites have a common enemy https://t.co/6OxqVa88QP",0
102,102,8,FredDaAce,2022-12-07 20:18:55+00:00,115,25,8,3,,"I don’t live in Jackson but have family and friends that live there and it’s sickening to see people taking shots about the water issues of the City of Jackson! Especially, black people because it’s affects the majority of blacks! It’s an issue that exceeds the City’s government!",2
104,104,10,SSToms1,2022-12-07 23:57:35+00:00,64,9,4,8,,@eastmacon_2k13 @JetFlyy4 @AndroidPharaoh @nubia_watu @AgatanahiUktena @ZuluX11 @VAMPYREANGELS You know how long it took to kill &amp; white out the true Arabs? The blue blacks. It was the edomites who infiltrated us with the help of the Moors to start the demise and downfall of Africa,0
108,108,14,makoya_1,2022-12-07 19:40:51+00:00,56,2,1,0,,"@jacob_maroga @MxolisiBob &amp; clever blacks say we must go 4 renewable. These jokes write themselves, lol 😆 😂 🤣",2
116,116,22,dom_lucre,2022-12-07 19:35:01+00:00,362,98,2,2,,"• From 1990 to 1994, 77% of first births to black women were premarital.

• By the 2000s, 75% of blacks with a high-school degree or some college were not married.

• Less than half of black students graduated from high school in 2005.",2
149,149,55,DetroitRbg,2022-12-07 23:03:05+00:00,51,0,2,0,,@QuinnCat13 No blacks or indigenous is my guess,2
164,164,70,ClastonB,2022-12-07 20:02:44+00:00,101,24,3,1,,"Blacks marched against the Democrats for Civil Rights, turned around, and vote by the majority for Democrats, who turn around and give rights to everyone else using black suffering as their lynchpin.",2
177,177,83,DFBHarvard,2022-12-07 21:02:08+00:00,52,29,15,4,,"Another six years of Hate America, Blacks against Whites false racism &amp; full-out Woke-A-Rama!

Warnock Defeats Walker in Hard-Fought Georgia Senate Runoff Election https://t.co/TsrYQLjbS9",0
194,194,6,paris_gfr,2022-12-06 21:54:14+00:00,107,32,8,1,,"""Anti-Nigger Machine,"" from @PublicEnemyFTP's, #FearOfABlackPlanet.  I had just released my debut single &amp; @MrChuckD asked that I be featured in this video, planting the seeds for greater things to come. #Salute! #hiphop #guerrillafunk #publicenemy #allpowertothepeople #vinyl https://t.co/nWFMHJ4cTR",0
201,201,0,painforgain_10,2022-12-07 21:13:42+00:00,509,132,35,8,,This cheese girl face shamed me abuse my mom and said trash about me and I’ve the actual ss with full proof and she’s false accusing me for attention? Wtf is wrong with this women she’s so disgusting just look at her language https://t.co/SdGIeX2teG,2
202,202,1,JustSomeLady_,2022-12-07 19:19:47+00:00,135,38,26,4,,Time chose the guy who almost started WWIII with a lie. No wonder no one reads its trash. https://t.co/ySMFKpNfYN,2
203,203,2,zt_goblue,2022-12-07 19:20:02+00:00,173,14,25,0,,"So far the biggest trash talk I’ve gotten from Fiesta matchup has come from KState fans. Here’s my impressions from interacting with the other 3 playoff fanbases:
UGA- passionate, good banter, knows ball.
OSU - cesspool.
TCU - folks you’d go to Joshua Tree and trip shrooms with.",2
205,205,4,syvellenewton,2022-12-07 19:01:55+00:00,858,24,90,8,,Will not allow yal to trash @dba_bell after his decision to leave. His numbers was low because the lack of usage by our OC. Once we made him the focus of the offseason we beat two top 10 teams with our best performances all season. Put some respect on his name and contributions,2
206,206,5,edking_I,2022-12-07 19:10:16+00:00,538,120,39,11,,"#COP26 was arguably the UK's finest diplomatic achievement this century, corralling nearly 200 countries to a set of deals aligned with the 1.5C #climate limit. Govt appears happy to trash that legacy, &amp; with it global reputation as a climate leader.",2
207,207,6,NTweets___,2022-12-07 18:45:53+00:00,20,50,1,2,,"Tbh I was very sad hearing him talking about his exit in the morning.
But now I realised that why he is so done.
He is done with this trash BB.

STOP TARGETING ANKIT",2
209,209,8,aynik_co,2022-12-07 20:16:33+00:00,141,41,6,3,,"It's day 7 of the @HauntedPs1 Madvent calendar, and that means it's time for the game @XENA_SN, @desktop_trash, and I made!

Dive into a deep-sea metroidvania with:
✨In The Drink✨

available RIGHT NOW over on @itchio

Link Below 👇 https://t.co/XNjqiN6agY",2
210,210,9,SolBrah,2022-12-07 23:19:29+00:00,193,10,9,5,,"Diet soda: 👎 👎 
- Aluminum can with plastic lining
or plastic bottle 
- Fake flavorings 
- Fake colorings  
- Artificial sweeteners
- absolute trash for you 

If you want a healthy soda go: 
- Sparking mineral water
- Fresh squeezed juice
- Raw honey https://t.co/qCbwPC4439",2
214,214,13,BikiniBottomFNF,2022-12-07 23:39:48+00:00,75,4,8,2,,This. Isnt. A. Song. Remake. (It was a joke cover with the trash sponge chrom),2
218,218,17,TessEgerton,2022-12-07 22:54:42+00:00,59,9,0,0,,"@hrrysgreysuit She's trailor trash with an overinflated ego. He's a weak specimen masquerading as a man. They're both repugnant. #TheTraitors #TheDestroyers #meagain 
#MeghanMarkIeisaLiar",2
220,220,19,joshkezer,2022-12-07 19:18:38+00:00,95,7,35,4,,"@Cubs You let Contreras just walk to St. Louis? You should have traded him last season if you weren't going to re-sign him. Absolute trash and negligent move. With that, I'm out. Been a fan for over 40 years, but letting this legend just walk to St. Louis is beyond egregious.",2
221,221,20,SabirahLohn,2022-12-07 19:16:01+00:00,2003,287,163,29,,"As a veteran, I am appalled by this picture. How dare you! This is nothing but a PR shot. H you are trash! I can’t even believe US officials went along with this nonsense.",2
227,227,26,painter_crypto,2022-12-07 21:26:56+00:00,79,11,15,1,,I’ve been seeing a lot of artists trash AI art. AI is just a tool just like how I use photoshop. I’m genuinely excited to see my friends with no artistic ability able to create! Artists who be trashing “ai art” are self conscious because they lack the fundamentals. Art is fun!,2
228,228,27,KylePorterCBS,2022-12-07 20:27:05+00:00,88,6,3,5,,Tiger says on a conference call that he's limited with his vocabulary regarding trash talk during the Match because it's on TV.,2
235,235,34,FayeSto00103109,2022-12-07 21:26:00+00:00,74,9,1,0,,"@cuteahmah It’s not just ‘husband mode’. He’s also in ‘military body guard mode’. With the threats still high against her, one can never be too careful for her safety.  We see how far that trash family and their media goons will go to harm her!😢. #GoodKingHarry",2
238,238,37,aaliaa,2022-12-07 18:29:59+00:00,215,150,13,9,,"#SamanYasin's mother is pleading with the world to be her son's voice. Saman Yasin is in imminent danger of execution by the Islamic Republic for the false charges of burning a trash bin!
#StopExecutionsInIran 
#IranRevolution",2
241,241,40,prattle_scarred,2022-12-07 19:50:06+00:00,76,0,3,0,,@bad_histories LPNH is unmitigated antisemitic trash. They frequently target Zelenskyy with Nazi smears and hooknose caricatures.,2
243,243,42,bertini_victor,2022-12-07 17:59:51+00:00,106,6,2,0,,"@Zavallr Fuck no... this just got me pissed

""Supposed to be"" to who?

We just accepting mediocrity now, cool cool

And players wonder why bungie gets away with trash seasons

Sorry if I ofend you, but this type of tone deaf comment ""how seasons are supposed to be"" is part of the issue",2
250,250,49,COAbrah,2022-12-07 18:41:25+00:00,85,1,1,0,,@ItsmindofJson Dude you should cook like five whole trout in a giant trash can with a bunch of confetti and grass clippings and shit,1
253,253,52,JKBOGEN,2022-12-07 18:06:07+00:00,66,2,21,1,,"So if Baker Mayfield does have a great resurgence with the #Rams and wins some games down the stretch playing with practically a preseason roster, what are the experts going to say? Still he’s “not good”, “cheeks”, “trash” I mean you gotta add more insight than that.",2
270,270,69,kilnfiendpotter,2022-12-07 19:36:52+00:00,60,1,3,3,,"Assuming all goes well, I should be releasing my LONG awaited TTRPG, ""Our Home Is Trash"" this Friday!

This would make a perfect little game to gift or play for those holiday parties with your coworkers, friends, or kids. :-)

Heck, I'm excited for this, y'all.",2
293,293,0,zaidelles,2022-12-06 19:49:00+00:00,309,6,73,0,,they proposed to me at the top of a ferris wheel at the christmas festival. u wish. u fuckin WISH u were me https://t.co/l7gZ3qraJj,2
294,294,1,Unc_Styles,2022-12-06 00:02:43+00:00,92,78,0,3,,"Me not fuckin wit you nomo ain’t a sign of beef, I just ain’t fuckin wit u rn but it’s up to u to determine whether Issa lifetime thing or not🙌🏾",1
295,295,2,counterparts905,2022-12-07 16:00:21+00:00,132,18,8,6,,"atlanta tonight
shits sold out
common atlanta W
doors @ 6
foreign hands at 7
u know the fuckin drill",1
296,296,3,LPOTLmemes,2022-12-06 18:51:48+00:00,74,10,0,0,,(respectfully) u fuckin ???,1
300,300,7,Geechi4848,2022-12-07 05:18:34+00:00,64,6,14,5,,"Nah fuck u bitch, keep the same fuckin energy. Ima find u and ban u. Little bitch. Stand on what u said https://t.co/CgGQxBsdPq",1
302,302,9,Geechi4848,2022-12-07 13:48:54+00:00,56,3,5,1,,The unit counts includes the Ls too Lmfaoooo why are people fixated on posting the Ls too Lmfaoooo the unit count incudkes the Ls u fuckin idiots,1
307,307,14,Rhylaa_,2022-12-07 04:02:20+00:00,72,4,6,0,,"a little funny talking to someone and they say “oh ur so nice! someone else told me you’re really mean.”

and straight up that someone else is someone i’ve never privately spoke to in my life lmao. you’re a fuckin idiot babes. aren’t u embarrassed at ur grown age to be like this",2
312,312,19,iheartjuggin,2022-12-06 14:20:16+00:00,195,2,3,1,,@adam_sotoo @bigmagfan6952 @preauxera I know if I opened up your head there wouldn’t be anything in there but some pocket lint and one marble rolling around ☠️ Clearly what I said was a joke so all this waffling ab me being bothered makes no fuckin sense read what i said n tell me u dont see the satire 😭,1
313,313,20,Geechi4848,2022-12-07 13:56:04+00:00,135,10,12,4,,"I won +16.85u yesterday (Ls included u hate ass idiots)

@itooo_1 won +24.25u yesterday (Ls included u fuckin idiots) 

We value gamblers. Winning and losing record is fuckin irrelevant. The units is what matters",0
314,314,21,modernmana,2022-12-07 07:24:09+00:00,134,13,3,0,,"// tcg spoiler-ish

u just kno kaeya got fuckin spanked after that shit. smh. dlc handing out retribution to his bf as barbatos intended.",1
342,342,49,jjeongangel,2022-12-07 11:41:39+00:00,117,7,0,0,,@moviemenfes we can fuckin learn empathy without watching this movie thank u very much,2
361,361,68,yaeboleann,2022-12-07 01:20:12+00:00,125,0,1,0,,@iamdejonaesmith @MalaikaMalz Promise u I wouldn’t pay her no fuckin mind,1
366,366,73,micotoronto,2022-12-07 09:49:28+00:00,74,2,0,1,,"thank u for everything this year :) was a rough one for me but every single one of u made it so much better

here's to another year of fuckin shit up and making it work !!! NEW MUSIC ALL OF 2023 LETS GOOOOOO",1
372,372,79,zNickYingling,2022-12-07 07:15:22+00:00,180,2,4,0,,@DrAlanB ALSO DONT FUCKIN MENTION PM AS IF U WOULDVE SAVED THEM FROM NINTENDO LMFAOOOOO,1
406,406,0,VGC_News,2022-12-07 15:39:03+00:00,4890,264,938,1119,,"Days Gone director John Garvin has blamed middling reviews of the game on tech issues and 'woke' reviewers who he says ""couldn’t handle a gruff white biker looking at his date’s ass"".

https://t.co/EaBiiKDYEA https://t.co/KK81s61AMu",2
407,407,1,Nymphomachy,2022-12-07 22:00:33+00:00,282,76,12,2,,"I swear to god that normie white liberals talk like elves sometimes

""In the scope of centuries, change shall arrive in due time"" 

well idk motherfucker my short-lived goblin ass thinks maybe you shouldn't be in charge of social progress then",0
409,409,3,NoContextAriel,2022-12-07 22:52:06+00:00,614,46,15,6,,"""Dana White thought I'm gonna be his personal PR guy, but I don't lick their balls I don't kiss their ass""
@arielhelwani https://t.co/nDmxiLj4Lr",0
410,410,4,schillingc,2022-12-07 14:42:20+00:00,187,13,14,0,,I played Days Gone for almost 60 hours. By the end I was as close as I've ever come to giving up on game criticism for good. And its failures go way beyond tech issues and a 'gruff white biker looking at his date's ass' https://t.co/GWFDOCnp6w,2
411,411,5,White_Janissary,2022-12-07 20:58:34+00:00,1103,189,8,0,,Chuck-e-Cheese ass currency,1
412,412,6,TheBaddestMitch,2022-12-07 14:58:27+00:00,1914,198,17,5,,I need black people to understand they can be dead ass wrong and racist too lmao. (Just not to white people),0
416,416,10,killeracid,2022-12-07 18:27:04+00:00,112,3,6,1,,Guys there's some fake killer acid profiles floating around. I've reported them. One way to identify a fake account: they are posting white list spots for some corny ass giveaway bullshit with a lot of emojis in a formatted tweet. We'd never do that. Thank you 🫡,1
418,418,12,hvdesmusic,2022-12-07 21:59:45+00:00,109,4,2,0,,if u catch me throwing my ass in a circle at the motionless in white &amp; black veil brides show tn u absolutely did !!!,0
422,422,16,DJRTistic,2022-12-07 18:24:08+00:00,160,14,9,8,,"Barry White’s voice was so deep, that I’m using Serato stems to isolate the bassline, and you can still hear his ass talking",1
428,428,22,Rookie_425,2022-12-07 08:52:42+00:00,774,13,3,0,,"@AshleysFreeTime @SSburneracctt @wowgoshdamnit @rahsh33m ""Why don't they do this with white people?""

[Shows they do this with white people]

""What does this prove? Hm? Hmmmm?""

Get  your goofy ass outta here.",0
432,432,26,TweetBurgundie,2022-12-07 14:46:31+00:00,382,0,2,0,,"@HomeGotGoods @raphousetv2 “For centuries,” and, “that’s why most black men go for white women.” What yo old bitter ass even talkin bout 😂😂 show me proof of any of these claims..",0
433,433,27,twicrates,2022-12-07 22:55:43+00:00,66,1,1,0,,white women when they post a picture of their ass and get 200 likes from incels and senior citizens https://t.co/1bNJJPAQHU,0
436,436,30,yellow_november,2022-12-07 14:41:55+00:00,91,0,1,0,,"@TurboThaad @iconawrites Dude over here is the small-town boyfriend, who was dumped by his girlfriend, she moved to the city, landed her dream job, and forgot all about his musty white ass. 😂",0
439,439,33,AlfredoFilmGeek,2022-12-07 22:33:48+00:00,234,1,1,0,,@dril Not sure. All I know is that I sat my white ass down and listened,1
466,466,60,thejackhopkins,2022-12-07 19:27:59+00:00,93,20,4,0,,"Hey, Ass Clown….we already know what happened on that day. Where is your excitement for America seeing what Trump took from the White House?",0
473,473,67,vikingstid,2022-12-07 14:30:44+00:00,145,0,0,0,,"@9_volt_ gruff white bikers looking at ass, truly the last unexplored frontier of gaming that the critics were just not ready to explore yet",1
487,487,0,friccafracc,2022-12-07 19:11:01+00:00,1726,74,11,0,,#artvsartist2022 local white boy draws silly little guys all year round https://t.co/f8iGVeUpn2,2
488,488,1,surgeon18012021,2022-12-07 16:48:19+00:00,60,5,1,0,,Chief Keef made a white boy pose like this https://t.co/bgCRdhXO7z,2
489,489,2,donnagocat,2022-12-07 20:38:33+00:00,1919,115,390,14,,So so sad to say that my Beautiful Boy Cheeky Charlie has gained his Angel wings and crossed that Rainbow Bridge today.His illness was quick and Savage but he managed a peaceful end with as little pain as possible.  God speed my White Lion. Always in my ❤ xx https://t.co/vZMhxKfUAL,2
492,492,5,NotJosephGarcia,2022-12-07 20:51:01+00:00,89,4,0,0,,That white boy Popeye play too much 😂,2
494,494,7,bugharmer,2022-12-07 13:26:00+00:00,86,5,2,0,,that one white boy that don’t play about black midi and black country new road,0
496,496,9,loamysilt,2022-12-07 20:29:02+00:00,77,21,2,0,,when morrissey said “a jumped-up pantry boy” he meant “quirked up white boy” but didn’t have the vocabulary at the time,2
498,498,11,battleguitar,2022-12-07 22:34:06+00:00,129,1,3,1,,i never wanted a white boy so bad in my life,1
501,501,14,on_da_spectrum,2022-12-07 18:27:04+00:00,70,3,0,0,,SHOCKING (MUST SEE!) WHITE BOY Goes To Hood and Does PERFECT Billy Joel Impression (GONE VIOLENT),0
506,506,19,CallumLucas0902,2022-12-07 20:02:25+00:00,3728,220,101,6,,"I really like Paddy, but saying Ariel Helwani is earning money off of fighters whilst sitting just opposite Dana White is so funny. Dana White, who pays FIGHTERS $15,000 to fight and $15,000 to win, and pays the Nelk Boys $250,000 for their birthday🤦‍♂️",2
520,520,33,tom_on_here,2022-12-07 23:13:22+00:00,57,2,1,0,,I bet you’ve never seen a quirked up kinda shy kinda crazy introverted white boy sing all the lyrics to “Big Iron”…,2
534,534,47,ChadNotChud,2022-12-07 20:07:18+00:00,506,16,14,2,,"slavery isn’t (merely) the involuntary taking of 100% of someone’s time and labor.

libertarianism is the ideology of 13 year old white boys who read a book about logical fallacies one time and never progressed any further than that https://t.co/AbgCM5GaV4",2
536,536,49,mortphilindo,2022-12-07 16:55:24+00:00,161,2,2,0,,@DrywallLawrence @Ocampips_ @fuckedupfoods okay white boy no need to white boy all over my country's food,0
541,541,54,aria_mov,2022-12-07 18:45:29+00:00,336,1,2,0,,@Bad_Durandal I just finished this game! Deacon even makes a comment about white settlers and says don't buy into biker stereotypes. He really is best boy,2
548,548,61,tjrarchive,2022-12-07 19:09:05+00:00,51,0,1,0,,"@imapiesees @syanne77 The point is it's not funny, this is shit perpetuates that it's ok for EVERYONE to do it and it's not. Like I said, they are not entertainment for you and your white boy friends.",1
552,552,65,mightbeautistic,2022-12-07 18:54:12+00:00,127,5,1,1,,"@ATMwithJacy It’s offensive on a few levels. It can be a bit like respectability politics…ooh you are smart and social and speak well, how surprising since you are Autistic. Nope, not surprising. We are a neurotype not a monolith and we aren’t all white young stressed out boy child’s either",2
557,557,70,laserboat999,2022-12-07 23:32:22+00:00,55,2,0,0,,@Richard57941301 That one white boy who doesnt play about exposition,2
563,563,76,WhackNicholson,2022-12-07 20:15:36+00:00,168,6,4,0,,If we let this go far enough quirked up white boys will be extinct by 2047,2
568,568,81,txt_book,2022-12-07 18:10:15+00:00,493,93,2,9,,"Lumpens (in the cap, white hoodie) is there with them, checking the scene from the actual scene and stopping the boys from falling at the same time 😮👍

@TXT_members @TXT_bighit #TXT https://t.co/fVlZiuFyGe",2
574,574,87,Amy4Chie,2022-12-07 20:00:54+00:00,107,0,2,0,,"@colesmonkies Everyone who says this movie is bad is a weird white boy with ""Edgy"" humour and there is no in-between",2
577,577,0,jimmyperry0621,2022-12-07 23:05:26+00:00,176,31,18,2,,"This has to be the clip of the year 

When a Black person refers to white people as “The Man” they about to say some hardcore k♾️n shet https://t.co/uHisJuaLwo",2
578,578,1,itskimmy_1,2022-12-07 18:13:04+00:00,549,12,10,0,,"after posting my bf… i got shit on my dms for dating another white guy 💀💀
like bitch I’m from Ottawa! There’s barely any Person of colour here, on top of that, There’s not much open minded straight guys that would date a Transwoman either! like are you fr???",1
579,579,2,Frediculous,2022-12-07 16:38:25+00:00,131,37,10,7,,"Ppl take their identities serious AF. A white person in seattle will have be like “i cant totally understand your experience as a black person bc im white but as a poor Non binary, neurodivergent, gay parent of a transgendered child with special needs, i kinda get it”",0
580,580,3,DreadedJai,2022-12-07 23:36:14+00:00,125,24,1,0,,How do you as a white person have the audacity to even say a Black person didn’t experience racism 😭,0
581,581,4,coldxman,2022-12-07 21:03:06+00:00,946,171,50,24,,"When a black person gets killed by the cops, it makes national headlines. But when the same thing happens to a white person, you don’t hear about it. How come? @joerogan and I discuss below. Find more similar content here: https://t.co/OHnN4lFnhL
#CWC #JRE #PoliceBrutality https://t.co/2ANAtl45k0",0
582,582,5,vernalscott,2022-12-07 19:51:15+00:00,89,10,10,0,,"Racism hurts! All jailed Ella did was sing to a mixed audience. Friend Marilyn Monroe protested. 66 years later in Cape Town last week, a Black man was told he could not enter a pub unless accompanied by a White person. A White man protested. Respect to all the courageous allies. https://t.co/gYhv8BrM6x",2
584,584,7,lmhuber1982,2022-12-07 20:03:37+00:00,65,1,3,2,,@realdocv I'm embarrassed to be a white person. https://t.co/TYtoqBZLzX,2
587,587,10,nallelyrules,2022-12-07 20:42:12+00:00,81,2,2,0,,@bikinibottom777 @Reighn100 @NoEmmeG ed can walk down the street and ill just think “white person” and keep walking. https://t.co/yZCgRuOMZW,2
590,590,13,wabbitwarrior,2022-12-07 23:03:46+00:00,133,32,12,0,,"Racism is Racism. It doesn't matter if it's coming from a white person, a black person, an Asian person, or an Indigenous person.

If you pass judgment on someone because of their skin color, ANY COLOR: you, my friend, are a racist.

Much like the woman in the tweet below.",0
596,596,19,agitpopcorn,2022-12-07 20:35:04+00:00,55,2,1,0,,"""I know more as a white person about a particular people's culture than people from that very same culture""",2
600,600,23,bananadoggo3,2022-12-07 19:21:24+00:00,269,0,2,0,,@weirddalle AnimAI didn’t make a black person white? https://t.co/zpbcge8Sd6,2
603,603,26,philtaetos,2022-12-07 20:29:35+00:00,66,8,1,0,,"things i associate with taehyung: tenderness, gentle wind, warm hands, winter sunsets, quiet mornings, happy dreams, simple innocent joys, hand-made crafts, free formed poetry, the color blue, black and white films, jazz music, kindness in person, soft sweaters, happiness",2
610,610,33,WillZafiro,2022-12-07 14:58:45+00:00,81,19,2,1,,These are the same people who advocate for a white boy to usurp what rightfully belongs to a black girl and for the murder of a servant to exile a black person. Everything for a couple of eugenicists to get married.,2
616,616,39,THELIFE0FTRIBE,2022-12-07 17:02:46+00:00,200,5,49,52,,Like I am the only one who sees the problem with a white woman running an account that’s  supposed to be a black person &amp; making fun of said black person???,2
617,617,40,jello48195,2022-12-07 23:38:46+00:00,63,4,2,0,,@DowningPorter @SIfill_ @JoyAnnReid @MSNBC 100% correct. I came from a fam of non-college educated (1/2 didn't even finish high school) white voters. They always need to have someone they consider to be less of a person to them. They can't stand college educated folks; especially if they are black. Got my B.S. &amp; left GA.,2
622,622,45,Run2blockchaos,2022-12-07 19:29:51+00:00,73,10,5,0,,"@LibbyCat13 @MinisterX2 Nope. The stats show again and again that white people, especially white women vote with republicans no matter what. The sweeping generalization is fair. And every single person who makes that generalization knows there are exceptions, but it still stands.",2
624,624,47,PrettyLiesAlibi,2022-12-07 23:24:35+00:00,71,27,7,2,,Moscow police want to ID the driver(s) of a 2011-2013 white Hyundai Elantra w/ unknown license plates This car was seen in the immediate area of the King Street house in the early hours of Nov 13 &amp; believe the person(s) may have critical info. SHARE! #Idaho4 #idahohomicides https://t.co/JHsac7vFrO,2
638,638,61,WhiteNessaBae,2022-12-07 16:00:16+00:00,78,1,6,0,,"@SXodium @syanne77 It’s because there is a double standard in America where if a white person did this you are getting cancelled, fired, kicked out of school but he can say “i wasnt being racist when i said ching chong bing bong to the asian guy” and people are like na its ok hes black.",0
640,640,63,LakesOfLotus,2022-12-07 22:13:26+00:00,77,0,2,0,,"@vrijomslachtig Okay, so what you're saying is about the rationalisation. So you think ""as a Black person, I have seen enough racist white people to automatically distrust them"" is the same rationalisation as ""as a suburban white woman, I know enough dangerous black men to distrust them""?",0
641,641,64,Shelley4America,2022-12-07 21:09:02+00:00,125,1,6,0,,@NicolasEdny It's so hard to understand this. I have two white sisters who will vote as their husbands vote. One said her husband would tell her if trump was a bad person but had NO idea about the Hollywood Access tapes. She'd never heard of it. IN 2019! I just don't get it!,2
