,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
10,10,10,DeshGujarat,2022-11-27 07:18:40+00:00,96,58,16,10,,'Allah is sitting in Somnath and Mahadev is sitting in Ajmer... Allah and Mahadev are one... Chant Allah-Hu-Akbar' ; A video clip of portions of Rajkot Congress candidate Indranil Rajyaguru's campaign election speech goes viral https://t.co/5z8hPBd88z,2
11,11,11,MusseGareeb_,2022-11-30 19:37:29+00:00,54,1,10,0,,"Who's online 01:07 AM
Type Allah Hu Akbar ❤️
U feel good☺️",2
13,13,13,sachimuslimah,2022-11-27 18:31:29+00:00,62,5,9,1,,"Asalamualaikum 
Allah Hu Akbar... Ya Allah 🤲
Hope you Missed me a lot...
Pray for me So that i will be better soon InshaAllah 🇸🇦🤲 Aameen 🤲🇸🇦 https://t.co/QYWuaPDaBW",2
16,16,16,islamicfreedom,2022-11-23 15:02:02+00:00,69,28,2,0,,"Make sure you say:

Subhaan'Allah.
Alhamdulillah.
Allahu Akbar.

RETWEET! It will help you ONE DAY.",2
19,19,19,OpIndia_com,2022-11-27 03:17:28+00:00,803,237,132,22,,"Gujarat: Allah and Mahadev are same for me, says Congress candidate for Rajkot, chants 'Allahu Akbar' https://t.co/GWeSnoQG4B",2
20,20,20,SeharShinwari,2022-11-22 12:01:37+00:00,162,11,12,4,,"Allah o Akbar !!! a great victory in the football history of Muslim World by Saudi Arabia. What a great upset for Argentina ✌️

#السعوديه_الارجنتين",2
21,21,21,murtazawahab1,2022-11-30 17:00:08+00:00,279,91,16,2,,Very sorry to hear about the demise of Mr Akbar Liaqat Ali Khan. He was a very dignified &amp; honourable gentleman. May Allah Taa’ala bless his soul with eternal peace &amp; give strength to the bereaved family 🤲 https://t.co/X1cnDazlDi,2
24,24,24,Ayan_Mirzaa,2022-11-23 16:25:29+00:00,66,5,3,0,,"Allahu Akbar ❤️😍🤗
May Allah continue to show them the spirit of #ISLAM. https://t.co/Xke69UfKNC",2
26,26,26,AbdullahIta1,2022-11-23 15:42:23+00:00,51,13,0,1,,I bear witness that there is no god but Allah.  Muhammad PBUH is the Prophet of him.  Allahu Akbar,2
28,28,28,me_zameerjaffri,2022-11-26 19:16:05+00:00,102,12,10,4,,"On Tuesday #FIFAWorldCup2022
#IranVsUSA 

Want to hear one thing on Tuesday

Allah o Akbar
America Shaitan e Akbar

What about you??",2
32,32,32,jiyargol,2022-11-25 10:09:03+00:00,96,51,6,8,,"They shout, ""Allah u Akbar, God is great!"" While opening fire on protesters. They are militias loyal to the supreme leader of Iran, Ayatollah Khomeini. On the other side the protesters continue to fight back. Full report on BBC NewsNight #Mahsa_Amini https://t.co/eNsfTym6Az",2
34,34,34,Ambuj_IND,2022-11-27 08:42:27+00:00,55,21,2,0,,"Allah and Mahadev are same for me. Says Congress candidate for Rajkot Indranil Rajguru, chants ‘Allahu Akbar’ https://t.co/PvDhgUrce5",2
35,35,35,lconPandu,2022-11-23 14:42:16+00:00,66,28,1,0,,"@GaneshM28533962 @AnkitDu94123549 @DIAMONDSOFTAKLU @Apna_Bollywood @i_commenter @FanPageOf_SRK_ @random4623 @realm_of_kapoor @anujrocks44 @filmyexplorer @Shahmeerbaig07 When Allah hu akbar starts playing in masjid, every muslim stops their work until thier prayer completes

In movie, he's fighting besides a Muslim family, so he pays respect to their god too..

Like "" Hindu Muslim Bhai - Bhai ""

Stop posting useless things
( 2/2 )",0
53,53,53,___Bils,2022-11-29 17:26:08+00:00,51,9,5,0,,"Qatar don’t need to win the World Cup 
The number of convert is enough 

Allah Akbar",2
57,57,57,alifewithallah,2022-11-30 11:52:53+00:00,378,63,1,2,,"Allahu Akbar - A Phrase Repeated
Al-Izz b. Abd al-Salām explained that ṣalāh begins with the takbīr, indicating the grandeur of Allah, so that the slave knows who he is standing, sitting, bowing &amp; prostrating in front of. It reminds him to humble himself to the greatness of Him.",2
66,66,66,ianbrown,2022-11-22 20:57:28+00:00,70,1,1,0,,@WiJayWhelan Sticks and stones Curly locks! Allah u Akbar.  X,2
70,70,70,NahayatT,2022-11-22 11:48:22+00:00,232,139,9,2,,"Video purportedly out of Javanrud, Kurdistan province.

The Islamic Republic’s forces screaming “Allah o Akbar”(God is great) as they shoot at protesters.

Iranians have long compared the Islamic regime to ISIS. One popular chant at protests: “Basij, Sepah – you are our ISIS!”",2
75,75,75,OpIndia_com,2022-11-27 15:30:00+00:00,175,64,17,4,,"Gujarat: Allah resides in Somnath, declares Congress leader while averring secularism, chants Allahu Akbar

https://t.co/GWeSnoQG4B",2
76,76,76,Psigho,2022-11-30 08:28:46+00:00,106,28,1,1,,"Allah-u-Akbar -- Thank you for your esteemed services retired one, terrorism is back and our beloved Soldiers are paying the price.",2
86,86,86,synapticfail,2022-11-27 17:33:17+00:00,54,0,3,2,,"@enxristw @DJP841 @SameeraKhan If I had to choose between Islamic rule and rule by the mentally ill sexual deviant brigade, I’d say “Allah Akbar.” Sadly, I don’t have that choice.",2
94,94,0,la_Blacks,2022-11-30 23:48:03+00:00,122,9,3,0,,this man scolded his son who was up playing video games when he was supposed to be asleep and then do the same thing lol,2
95,95,1,Nhleiks5,2022-11-30 20:22:38+00:00,406,139,30,5,,Where's Stratcom and Clever Blacks to defend the Former President Cyril Ramaphosa?🤔 https://t.co/y0eNJhb9TJ,2
97,97,3,dom_lucre,2022-11-30 23:25:19+00:00,505,82,23,6,,"1/10 black people living in the United States are immigrants.

Why do millions of blacks continue to move to a racist nation that has nothing to offer them?

Why do millions of black Americans glorify moving to Africa?

Because we are the only ones who believe the lies we tell.",2
98,98,4,TravickRichard,2022-11-30 19:37:14+00:00,87,34,12,9,,"So Stephen A. Smith... (SAS) 💦 got smoke for Blacks who called him out.. But none for Jerry Jones whom he is ""Very Fond"" of. 🤔
Next racial draft we have he gotta go. Him, Kanye,Charles,Shaq,and etc can go build their cult church on the plantation they work hard to protect. https://t.co/ORmWNCOsRK",2
99,99,5,asstudyinpink,2022-11-30 22:14:23+00:00,209,30,3,1,,green stans using daenerys pfps and pretending to like her just to shit on rhaenyra and the blacks without sounding completely biased and misogynistic... pathetic https://t.co/ro9VwOHMli,1
101,101,7,shieraseastar_,2022-11-30 23:58:45+00:00,193,15,2,1,,"there are two kind of people in the asoiaf/hotd fandom rn:

the blacks stans: misogyny won 🫤
greenies: misogyny won 🎉🎊🍾👏🥂",2
103,103,9,shieraseastar_,2022-11-30 20:46:07+00:00,118,0,31,0,,"OKAY, i’m making a new gc for the blacks stans who are still active in the hotd/asoiaf fandom and didn’t leave lmao dm me if you want to be added! 🖤❤️",2
104,104,10,_chilldummy,2022-11-30 23:20:19+00:00,538,11,27,0,,"@Timcast I think you’re okay with generalizing blacks, but not Jews. That’s what I think.",0
106,106,12,publicanvil,2022-11-30 21:59:43+00:00,85,15,9,1,,@Nadine_Writes not exactly traditional  east London attire is it.  Old lady of 83 asks a question because she looks more African tribal attire. Blacks with the usual race card to play get angry. Black populous are far more racist https://t.co/VJIjRmdGGD,0
108,108,14,DirksMervyn,2022-11-30 19:08:37+00:00,74,23,6,0,,My 1stNovember Tweet. Clever blacks will Cry.,2
110,110,16,kitzeyes,2022-11-30 19:42:34+00:00,91,10,2,0,,"@JoJoFromJerz He &amp; his dad wouldn't rent to Blacks, were sued by the government, and lost.",2
111,111,17,avriliswithme,2022-11-30 19:31:33+00:00,125,2,0,0,,@maestrr806 @nadzvm @kingeggon Aegon 2 had no choice but to name Aegon 3 his heir because no one would accept his bastards or daughter. Black loyalists took  King's Landing and were about to kill Aegon 2 and put Rhaenyra's son on the throne but he got killed by his own men anyway. Aegon 3 is the heir of Blacks,0
114,114,20,moon60990917,2022-11-30 20:17:21+00:00,439,40,9,0,,"@ReduxxMag @WomenReadWomen I recall he kidnapped a 13 year old black girl with another man who claimed to hate blacks.Tortured and raped her repeatedly until they stabbed her.When she still wasn’t dead,they broke her neck near ripping her head off..JK is not the problem here.",2
118,118,24,StevieVanZandt,2022-11-30 20:42:20+00:00,484,42,43,9,,"Motherfuckers. Anybody in the working class that votes for a Republican is making a blatant confession of irrational hatred of Blacks, Jews, Gays, and Immigrants ,or or is a psychotic Christian misogynist extremist. Or both.",0
121,121,27,TheJuice64,2022-11-30 21:09:12+00:00,60,0,27,0,,@SaycheeseDGTL A lot of y’all missing the point he’s trying to make. niggas built the TH brand then the creator came out and said he didn’t make it for blacks he saying Balenciaga pretty much did the same thing by airing that add and attracted the people it wanted too. Ex celebrities,2
128,128,34,NuanceNews,2022-11-30 20:57:17+00:00,74,3,9,0,,"@AWeissmann_ I remember when the media was calling crackheads super predators. Funny how white drug addicts get such sympathy and Blacks get harsh prison sentances. 

People see a white drug addict and they see a victim. Those same people see a Black drug addict and see a criminal.",0
132,132,38,DoctorHenryCT,2022-11-30 21:51:47+00:00,70,24,4,1,,"Stochastic terrorism is the public demonization of a person or group resulting in the incitement of violence. So you demonize Jews, Blacks or politicians i.e. &amp; it has the effect of a mafia Don saying, "" Those people disgust me. It would be a shame if something happened to them.""",0
134,134,40,RitaPanahi,2022-11-30 22:02:33+00:00,52,7,1,0,,@seanmdav Don’t forget Mitt Romney was going to put blacks back in chains. https://t.co/T5EFXHmFJL,2
135,135,41,IsraelWarRoom,2022-11-30 21:02:37+00:00,79,9,2,0,,Extremists are trying to turn Blacks and Jews against each other. But our communities have a long history of mutual cooperation and support. We must lean into our similarities and not let the world divide us. #WeAreOne,2
143,143,49,Steve_Sailer,2022-11-30 21:40:57+00:00,302,43,12,2,,"@AlecMacGillis During the Black Lives Matter era, black homicide deaths track pretty closely over time with black traffic fatalities, suggesting that BLM-driven depolicing movement has gotten more blacks killed by discouraging cops from making stops.

https://t.co/5ARQeNhM9g https://t.co/EYxliXKVoe",0
146,146,52,owillis,2022-11-30 21:22:26+00:00,134,27,1,0,,"the nazis would talk bs about how jewish brains just dont work right, just like how slave plantation owners talked about blacks. its the kind of argument you use to make it perfectly ok to kill people, because then theyre ""not really"" human.",2
147,147,53,KWCosby,2022-11-30 20:29:24+00:00,150,40,7,1,,"Gunnar Myrdal concluded in his book “An American Dilemma”,  that blacks had “no culture”, or “pathetic culture.” If blacks have no culture, than neither does the United States. Because black culture is the foundation of U. S. culture.",2
156,156,62,MitchBenn,2022-11-30 22:38:27+00:00,170,19,8,1,,"Back in the 60s my mum, who would be 82 now, was reprimanded by her bosses at the Employment Exchange for trying to dissuade employers from specifying “No Blacks” in job adverts (as was perfectly legal back then).
Being in your 80s doesn’t make you racist.",2
186,186,0,KHAENOTBAE,2022-11-30 04:17:08+00:00,226,14,5,6,,She is being so nice to you niggers !!!,0
195,195,0,BlakeJewellNFL,2022-11-30 23:19:59+00:00,1703,124,46,8,,"Talking trash as a defensive back against a team with Ja’Marr Chase, Tee Higgins, Tyler Boyd, and Hayden Hurst is BOLD",2
200,200,5,Jani__Gee,2022-11-30 19:16:27+00:00,94,20,2,6,,I actually am okay with people thinking that DC has trash food because that just means I can always get a last minute reservation at a top tier spot lol,2
204,204,9,beadagainstfash,2022-11-30 18:45:24+00:00,308,149,3,1,,"Today, in the pouring rain, cold, and with a wind warning on the way, the city of toronto stole 3 people's tents as well as a tarp from the Allan Gardens encampment, and threw them in the trash.",2
205,205,10,Ghost_Mode_O,2022-11-30 21:51:59+00:00,185,16,15,1,,"When Deji and the hm was fucking I wonder how it went.
Where they trying to be silent not to make too much noise with their sex.
How did they enter the room together without being seen 🤭
How did they leave the room without being seen🤭
Did they trash talk chi before the sex
👀👀",1
206,206,11,ACSfessions,2022-11-30 22:15:00+00:00,265,11,29,5,,"Why do all men cheat. Like seriously? What’s wrong with your brains that you always have to go looking for something else?? Trash from womb to tomb 

Greenwich Uni",2
212,212,17,bigtiltboys,2022-11-30 21:13:12+00:00,94,0,1,0,,@ddillinn @COYSonny7 @BleacherReport With all the trash they talked? Nah https://t.co/zI2inakxaj,2
213,213,18,LiquidBananas,2022-11-30 20:11:25+00:00,389,0,3,0,,@Tommyb730 @Dexerto Buy a house with room for his trash? https://t.co/cEoFZzEi64,2
221,221,26,MrJack_ONeill,2022-11-30 22:42:04+00:00,195,5,10,0,,#Traitors is great and entertaining trash TV but feel like some of the contestants need to have a word after the show about how they treat people with disabilities and also other stereotypes. The way John spoke to Aaron (Ep 3) in particular…,2
222,222,27,RachelKowalski,2022-11-30 20:13:29+00:00,51,9,0,0,,"The Kardashian family is trash. They, along with the media basically gaslight Kanye into thinking he’s crazy, when he’s literally been right about everything. #CancelBalenciaga #CancelKimKardashian",2
223,223,28,GottaLottaMoxie,2022-11-30 22:35:19+00:00,58,0,4,0,,"@NommeDeTwit @EvaEvansshine2 @Sistah_Space @ManduReid @SuzanneEJacob I like to ask white people whether they're descended from members of the KKK, genocidal colonizers, trailer trash, or all of the above. Nothing wrong with being curious! 🙄",0
224,224,29,ZachariahBatson,2022-11-30 22:53:13+00:00,72,8,2,0,,@matt_kohrs PLEASE PLEASE. And I mean this respectfully. If it’s all about “data” and “math” etc etc. do this for the betterment of all. If you are going to trash ape. Discuss with Marcel PLEASE.,2
236,236,41,d_flan222,2022-11-30 19:43:25+00:00,58,0,2,0,,"@UofMMoments Last week he wrote off Michigan with the whole 30 seconds they discussed The Game. 
All in all, Stephen A's take on college football is trash. He has an agenda that aligns with his employers in trying to live off the brand name of Alabama.
His CFP opinions are invalid at best.",2
237,237,42,rushhhmeeeeee,2022-11-30 22:05:47+00:00,64,4,0,0,,"@SussexHenryVIII The relationship they have with W&amp;K is more like ""you scratch my back, I scratch yours"". They just got together to trash H&amp;M. They just share a common goal.",2
245,245,50,Yotakuboi,2022-11-30 19:29:31+00:00,318,33,9,1,,"Jumper Lore post (at least what I've got for now)

Jumper is a hybrid lab experiment. Crossing Spider DNA with Human DNA.
Experimented on and basically tortured, he found a way to escape and made his way to the sewers, living off trash and sewer rats.",2
257,257,62,LouLouLa10,2022-11-30 23:04:57+00:00,127,13,10,0,,@lolamorrisons This concerted campaign of so called racism has been whipped up purposefully firstly to trash Camilla’s special and wonderful event in support of women and abuse and to purposefully coincide with the Wales‘s visit to Boston.There is no such thing as coincidence. #boston,2
266,266,71,JasonRobert3114,2022-11-30 20:04:17+00:00,406,16,7,0,,"@dave43law @thecarolemalone Since when is it okay to accept that not going to a public school will “trash the futures of tens of thousands”? Why is it a Tory norm that going to a state school will be detrimental to someone’s life chances? Surely in an egalitarian society, those with talent will succeed?🤔",2
269,269,74,Dave_CHED,2022-11-30 20:18:51+00:00,50,1,5,0,,I don't usually come out and criticize another broadcaster. Most work hard and are good at their craft regardless of whatever opinion you argree with or not. This is straight up trash from Jack Edwards who has proven time after time to have no respect or class. Go away Jack.,2
283,283,88,PunishedRamba,2022-11-30 21:17:33+00:00,134,2,3,0,,"@KarneraMythos @ivan_negro_zny @OrwellNGoode Sea crustsceans have way more high quality protein tho, insect protein is trash and likely filled with pesticides too. 

Also the meme strawmans the argument against globohomo bugs, not simply ""i dont want to"" its arbitrary cultural replacement.",2
285,285,0,counterparts905,2022-11-30 06:53:35+00:00,197,12,14,2,,San Diego kicked fuckin ass tonight thank u guys,1
286,286,1,OHGEESY,2022-11-30 08:11:38+00:00,175,29,4,3,,"Wen I first started cookin dope , I ain’t know no better! 
Still fuckin round witchu! U my hoe forever 🖤",1
294,294,9,koreanjewcrypto,2022-11-29 21:05:36+00:00,193,8,131,9,,Imagine if black Americans played soccer… we’d win every fuckin year stop acting like u euro boys are athletic or something,0
299,299,14,Drakosa_GD,2022-11-30 09:51:23+00:00,72,4,3,0,,"Her: You gotta be the most popular group if u think we fuckin

Me: https://t.co/GLrX0HZI0G",1
307,307,22,leighpiIIed,2022-11-30 09:17:04+00:00,97,0,2,0,,"@r4tsinluv @taksky_ @aliyahInterlude and even in the situation of cheating, if u know ur friend is out fuckin everything that walks then going home to their SO like nothing is wrong, wouldnt that make u feel weird? if its a one time thing wtvr but if they do it consistently n put their SO at risk u just ignoring it?",2
310,310,25,smallpalang,2022-11-30 01:13:25+00:00,129,20,7,0,,u are disgusting. why do women always have to be sexualized &amp; made into some commodity for men to look at? even their fuckin struggles &amp; pain are some joke. the disrespect,1
346,346,61,goblinodds,2022-11-30 19:12:29+00:00,120,0,9,0,,tfw u see this chart and are FUCKIN STOKED,1
369,369,11,janecoaston,2022-11-23 15:36:01+00:00,175,13,5,1,,Lesbians: either ugly and disgusting dykes too gross for men or hot femmes that exist purely for sex who just need a man to show them what’s what! https://t.co/gz1sY0nrAz,0
398,398,0,curtiswoodhous8,2022-11-25 13:02:02+00:00,10098,261,756,81,,"Being racially abused online isn’t something that bothers me one little bit. You can’t bring me down with words. Im way above that nonsense. You have to remember our next door neighbor had a dog called nigger, I don’t roll up in a ball and cry. I’m cut from a different cloth ✅ https://t.co/NlmRN2L4il",0
401,401,0,millerdielife,2022-11-30 14:57:07+00:00,886,42,1,1,,Spotify Wrapped says I spent 100 million minutes sitting my white ass down and listening,0
402,402,1,sexwithuruncle,2022-11-30 02:34:14+00:00,415,37,5,0,,Not my white ass listening to Elliot Smith and thinking about crashing my car while driving really fast,0
404,404,3,fuglibetty,2022-11-30 16:29:31+00:00,123,15,0,0,,well i hope Ur top 0.005% of listeners who sat their white ass down.,0
405,405,4,TheConsciousLee,2022-11-30 14:31:01+00:00,206,15,22,10,,"Sagittarius Vibes huh? 🤣😂 also is my dancing getting better??

Maaan the creator knew  not to give me dancing or singing ability because I’d be a “Dance Dance Revolution” ass singing negro about White Supremacy &amp; Antiblackness hitting them notes 😩😂🤣 https://t.co/pDepqXzJDg",0
406,406,5,EVYSTADIUM,2022-11-30 15:49:48+00:00,108,6,6,2,,alphonso davies brought us the joy of soccer and instead  old and white ass canadian media calling him a problem… fuck this place lol,0
414,414,13,sagesurge,2022-11-30 20:11:40+00:00,94,15,7,10,,"And When He Gets On, He’ll Leave Your Ass For A White Girl...

Married #GoodMorningAmerica co-anchors T.J. Holmes &amp; Amy Robach left their partners after an alleged months-long affair

Their romance began in March when they were training 2gether for the New York City half marathon https://t.co/t8Vc6xeLtF",2
418,418,17,losmavs,2022-11-30 07:09:48+00:00,674,2,7,0,,"@DaddyVlady @MargBarAmerica Actually, it kinda is, but your white imperialistic ass is too blind to see it🤷🏾‍♂️",0
421,421,20,TAKABTM3,2022-11-30 18:39:23+00:00,88,1,0,0,,@TheYard Y’all made my year…I sat my white ass down and LISTENED for 6 days https://t.co/Ww0ray4f2g,1
422,422,21,michael_david41,2022-11-30 16:20:30+00:00,75,23,10,3,,Can you imagine what would happen if a pedo without connections to the White House were to make this bs excuse to the detectives who found his computer? After they were done laughing they would haul his sorry ass to the big house for a little jail house justice… https://t.co/H7CV7RpC9E,2
423,423,22,RickBetita,2022-11-30 18:37:18+00:00,565,19,0,0,,"@evildanevil ""This year, you sat your white ass down and listened""",0
446,446,45,haworthes,2022-11-30 16:09:33+00:00,76,5,2,1,,"Jeremy Allen White will always have me by his side, y’all doing it for thirsting reasons but that man can act his ass off.",1
447,447,46,ItsTheBAUCE,2022-11-30 12:17:30+00:00,135,11,2,0,,"@soigneehippie “And when he get on he’ll leave to ass for a white girl” -  Ye predicted his predicament, just not the L that came with it 😂",1
452,452,51,TEXASTITTIE,2022-11-30 21:28:25+00:00,2072,28,2,0,,timothee saying january 6th… zendaya saying white supremacy… cause who doing that weird ass symbol fr https://t.co/Nc8LCteyLn,0
476,476,75,NashRomi,2022-11-30 10:35:43+00:00,81,3,5,0,,Y’all this white guy is trying to explain racism to my brown ass I can’t even-,0
479,479,78,daniel_takedaa,2022-11-30 17:03:44+00:00,109,3,1,0,,@annaPHd9pj I’m gonna fully judge here but it’s giving “I kiss ass to white people and dress like how I think a French person would but I hate POCs”,0
481,481,80,_celia_bedelia_,2022-11-30 19:48:15+00:00,88,0,4,0,,Just so many fucking white people showing their ass on this.,0
485,485,1,BizlyChannel,2022-11-30 23:00:51+00:00,1420,47,42,5,,greased up white boy twerking in the discord call,2
489,489,5,chainsaw_alice,2022-11-30 19:26:21+00:00,92,14,7,0,,Quirked up white boy with a little bit of swag #RabenstArt https://t.co/8xeqtVj58g,2
490,490,6,tirrrrb,2022-11-30 17:13:44+00:00,90,6,1,0,,"IF I HEAR

“I’m a white boy but I still rap”

IM TURNING THAT SHT OFF IMMEDIATELY",2
491,491,7,lawofkristina,2022-11-30 17:41:59+00:00,122,7,14,2,,"i have a confession to make…

i’m a white boy lover. i’m so sorry",2
493,493,9,western_bester,2022-11-30 21:40:44+00:00,233,19,8,1,,"I once knew an old Moldovan Jew who went to a black owned shack in the south- all you can eat catfish special w/ the fixin's. 
This guy a big eater so HE WOLF DOWN 19 PLATES OF CATFISH. He left those happy country black folk in awe and shock. SHEILA LOOK AT DAT WHITE BOY GO! https://t.co/Hsm9VJRicJ",0
514,514,30,ssimply_jj,2022-11-30 21:30:39+00:00,170,0,1,0,,@SolaForEverFr @MajorDtales @WaterproofSpoon @upblissed Cause he a white boy?,2
519,519,35,Tyrone_i16,2022-11-30 23:06:16+00:00,590,26,8,0,,@kungFuuDA @wheredasnacksat She’s acting all pro-black but fucked with white boys for years literally hates bm and tries to guise it under her nonsensical points. She’s a complete fraud.,0
527,527,43,QuiddityJones,2022-11-30 23:54:23+00:00,601,22,1,1,,@notcapnamerica What happens to a smug white male when he asks renowned world leaders if they will braid each other's hair and gossip about boys.,2
532,532,48,ongogeblogian1,2022-11-30 19:30:09+00:00,331,16,6,0,,"@Emilio2763 Remember when there was this whole anti bullying campaign, but the culprits are painted as these cliche, big white kids from the 50’s smacking around weak boys? This is the reality. I saw this in real life going through public school.",2
551,551,67,Babyblack1977,2022-11-30 19:58:59+00:00,136,18,4,4,,"@stephenasmith @KnowMercyPod 57 years ago? He was 15? I remember  about 67 years ago, a 14 year old Black boy was murdered for “whistling at a white woman”. He was a kid, but he was judged, convicted and sentenced to death by the mindset that had Jerry Jones standing on those steps. His name was Emmett Till. https://t.co/W3W0F8Z5Fh",2
558,558,74,wackoXI,2022-11-30 22:32:59+00:00,182,0,5,0,,@RatTrapFights sucker punched a white boy and still got ko’d https://t.co/AaSGGubhmu,2
559,559,75,jordangreennc,2022-11-30 17:16:22+00:00,792,454,23,31,,"CW: Sexual violence, white supremacy

@RawStory has confirmed that Michael Jones, involved in J6 and active w/ Proud Boys &amp; Patriot Front, recruited for the Base and was investigated earlier this year for sexual assault against a 17yo girl with autism. /1 https://t.co/CF0jhApfzR",2
565,565,81,_Heteroclite_,2022-11-30 20:24:49+00:00,166,1,26,0,,@LiamHealy16 They can't cancel the black man... If this was a white guy -- that boy would be under a bridge.,0
568,568,84,jordangreennc,2022-11-30 17:16:23+00:00,137,21,2,0,,"As @ashkenaz89 has pointed out, the Proud Boys are a vector of right-wing radicalization. Jones marched w/ them in NC and joined them in the assault on the US Capitol on 1/6/21. Later, he jumped in with Patriot Front, a group w/ more defined white supremacist ideology. /2",2
570,570,0,I_amMukhtar,2022-11-30 19:57:08+00:00,1197,120,55,8,,Asking a white person where they're from due to their accent it's not the same as thing as interrogating a Black British woman of her ethnicity especially when she already said she was born here. https://t.co/Oouwlgrbfd,0
571,571,1,springlockr,2022-11-30 17:03:08+00:00,247,36,12,1,,"He is the type of white person to go ""NEWSFLASH buddy"" and ""listen here pal"" https://t.co/CkEhPjFwsr",2
572,572,2,Paula_White,2022-11-30 19:28:00+00:00,2355,297,192,19,,"God will send the right person who is tailor fit for you into your life at the right time...
#CovenantConnection",2
573,573,3,groove_sdc,2022-11-30 21:29:39+00:00,1125,189,61,13,,So now that we have a Black man from Brooklyn as the Democratic Leader in the House suddenly the Democratic Party has a “coastal elitism” problem according to the pundits and they need a “salt of the earth” person from “Middle America” (read: white) to come save them. 🙄,2
577,577,7,TweetyMontgome1,2022-11-30 22:59:08+00:00,127,59,39,9,,Go up to a Black American Person and say it because (Hey You White) and see what happens ⁉️🤔🫡,0
578,578,8,YorksBrie2,2022-11-30 20:46:58+00:00,139,3,18,0,,"@flufficat The ‘violated offended victim race card’.
No white person will dare open their mouth. We’re not being cancelled, we are being exterminated",0
580,580,10,jedimasterdan_,2022-11-30 19:07:43+00:00,251,3,10,0,,"@juilus_cesar @respecthemaster @DomTheBombYT Their culture is attached to the character though, so it would make sense for people to be offended. Turning a white character black/Hispanic would not because a white person usually has no culture attached to their character.",0
588,588,18,teafertu,2022-11-30 21:20:11+00:00,75,0,2,0,,@PoliticsScot @penninehiker @Sistah_Space @ManduReid @SuzanneEJacob @GBNEWS @Iromg @JuliaHB1 @NickFerrariLBC @MarkSteynOnline Sadly this happens often; A white person disrespects a black person and expects the black to take it.,0
593,593,23,WestleyBenn,2022-11-30 22:03:10+00:00,52,8,6,0,,@adilray The public admonishment of an 83-year-old woman is appalling. I’m black of Jamaican descent and black people and POC often enquire as to my heritage as I do theirs. I do not see that as racist and nor do I when a white person asks. This is all pathetic.,0
596,596,26,ArtThouLividSir,2022-11-30 20:00:51+00:00,146,2,4,0,,@jakemcneilfilms @JasonCollette6 @DomTheBombYT Bet your ass you would play different tune if new black panter was a white person,0
604,604,34,DonChanowit,2022-11-30 23:11:16+00:00,55,4,2,0,,"@KingBobIIV @Sistah_Space They're proud of their heritage..... but just let a white person ask them about it, then the racism card gets whipped out of the handbag. Despicable.",2
