,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
22,22,22,nobody_know_yar,2022-07-30 14:55:39+00:00,88,4,38,0,,"I won't forget 
Your last cry Asghar ع
Your thirst Sakina ع
Your bravery Qasim ع
Your love Aun o Muhammad ع
Your injustice Akbar ع
Your veil Zainab س
Your sacrifice Hussain ع ,
By Allah I will never forget Karbala 💔",2
39,39,39,Ally__14,2022-07-30 15:01:33+00:00,53,23,2,0,,"Hussain (ع) sacrificed his 18 years old son Ali Akbar (ع) to save “La ilah il Allah” and the hard work of 1,24,000 Prophets 💔
#HussainIsForAll https://t.co/6pKHHVSMH7",2
45,45,45,alifewithallah,2022-07-26 10:34:38+00:00,277,63,1,1,,"Internalising اَللّٰهُ أَكْبَرُ

On uttering the phrase Allāhu Akbar, we are saying that Allah is greater than everything in our hearts. It is not sufficient to simply say this phrase. We must also believe it. To be sincere in our utterance,...",2
66,66,66,alifewithallah,2022-07-26 15:24:23+00:00,187,40,0,1,,"As our knowledge of Allāhu Akbar deepens, our awe and fear of Allah should increase. Subsequently, this should lead us to venerating Allah, loving Him, obeying Him, worshipping Him in the best manner, turning towards Him with full dedication and trusting in Him alone.",2
76,76,76,Awaited_Hope,2022-07-26 13:01:57+00:00,102,19,1,0,,"""When you say Allahu Akbar, if you say it from the depth of your soul and heart, the #greatness of Allah (swt) is manifested in your eyes. When the greatness of #Allah (swt) is found in your heart, it is impossible for anyone to look great to you..""
1/2 https://t.co/XbRqjcptr0",2
84,84,84,ibn_shabbir,2022-07-26 10:55:07+00:00,109,16,0,0,,"“The six Takbīrs (Allahu Akbar) in the Adhān indicate towards the greatness of Allah Almighty in all six directions.”

- Mufti Radaul Haq Sahib",2
86,86,86,alifewithallah,2022-07-26 10:34:38+00:00,62,14,1,2,,"we cannot give greater importance to something or someone other than Allah in our hearts. He has to be the One.

Each time we utter the phrase Allāhu Akbar, let us remind ourselves of the greatness of Allah and say: Allah is Greater… He is greater than us,...",2
89,89,0,hafsahreads,2022-07-31 22:40:28+00:00,1923,241,22,58,,"to everyone who blacks out when they stand too quickly, you’re hot.",2
90,90,1,nguboaihlangani,2022-07-31 20:37:54+00:00,198,73,14,3,,"8. Whites are part of Neanderthal, blacks are not. https://t.co/NMcE5xPTl4",2
91,91,2,nguboaihlangani,2022-07-31 20:42:52+00:00,156,51,9,5,,"9. Some whites walk on fours (like four legged animals). This has never been experienced with black people.
10. Some whites are born with tails at birth and this is generally hidden from the public and the tails are cut immediately after birth. This never happens with blacks. https://t.co/PDEjpNMAPu",0
95,95,6,IanTifft,2022-07-31 17:07:40+00:00,69,9,3,0,,"@Blondebrowneyes @JohnMo00718 @jonstewart @SenToomey Or Women
Or Blacks
Or LGTBQ+
Or Latinos
Or Asians",2
96,96,7,nguboaihlangani,2022-07-31 20:26:14+00:00,201,30,6,1,,"7. Black people's hair growths against gravity. White people's hair is pushed down by gravity.
8. Blacks are highly melaninated and whites are poorly melaninated to a point melanin can be considered none existent in them as it is extremely minimal. https://t.co/egEpanlcQM",0
97,97,8,Wallstreet_og,2022-07-31 23:39:16+00:00,140,1,1,0,,@jay2koldddd @kingofspain9 @horchataamami @MikeBaggz @JazzieJaeT So the Mexicans were peacefully protesting and all the blacks were looting? 😅 interesting the relatives of brutal cartels were peaceful. Meanwhile their cousins are chopping off heads and hanging them on freeways.,2
98,98,9,madd_slander,2022-07-31 22:36:20+00:00,54,11,8,4,,"Blacks and Puerto Ricans started Hip Hop, anybody who says different is a fucking Liar",1
108,108,19,IA37__,2022-07-31 18:36:40+00:00,69,6,1,6,,Blacks tweeting the England flag https://t.co/znr8HY00wv,2
112,112,23,Ludo4PF,2022-07-31 18:53:41+00:00,54,24,3,5,,They saying the reason the women won because they didn’t have any blacks…,2
120,120,31,AdmiralAegis,2022-07-31 23:39:44+00:00,57,8,4,1,,When you don't know that Africans generally don't like American blacks at all.,2
122,122,33,MAJTOURE,2022-07-31 18:17:44+00:00,68,6,16,1,,Is “Blacks For Trump” “Latinos For Trump” or “BLEXIT” racist?,2
123,123,34,Head8cke,2022-07-31 19:33:22+00:00,70,12,2,0,,"RIP Bill Russell, certified town legend  and cavalier for us blacks in America. Blessings to his fam.  What he did in Boston is global but for a fellow oakland athlete, he inspired me how to use that Oakland grit to help make a positive impact.",2
131,131,42,rednz,2022-07-31 19:47:44+00:00,51,0,8,0,,"Mr 7 and I having a debate over how many Weet-Bix he can have. He wants 7, to which I say “not even the all blacks have 7! That’s absurd” at which point he grins and produces a Weet-Bix card of Karl Tu’inukuafe who allegedly has TWELVE weet-bix every morning 🤦🏻‍♂️",2
143,143,54,marc92gold,2022-07-31 21:39:34+00:00,96,20,1,0,,"When Nichelle Nichols wanted to leave Star Trek for Broadway, MLK persuaded her to stay as a role model, ensuring Blacks are ""seen as we should be... as intelligent, quality, beautiful, people who can sing dance, and go to space."" So in her memory, a bittersweet Started/Going... https://t.co/wYjJyTGoaf",2
163,163,74,rugby_ap,2022-07-31 21:21:57+00:00,74,0,15,1,,I am not a superstitious man per se. But I am slightly daunted by the inevitable prospect of me wearing this thing to the braai next Saturday before the All Blacks game. My only hope is that the attendees ‘get it’,2
170,170,0,YourMusicWhore,2022-07-31 23:50:09+00:00,4276,168,128,21,,nigger what??,0
171,171,1,PharaohJones3,2022-07-31 01:12:28+00:00,79,42,13,10,,VIDEO: This is a Racist Hispanic man named Gil Tejada. He host the 'American Cholo' podcast on YouTube! In this video he is calling Black people 'Niggers' and 'Coons'! There is NO BLACK AND BROWN COALITION!!! #AntiBlackWar https://t.co/BEIcwdRD4b,0
173,173,3,PharaohJones3,2022-07-31 01:28:55+00:00,60,20,6,4,,VIDEO: These Racist Hispanics said that the Hispanic group LA RAZA should fight against Black Americans receiving Reparations for slavery! They call Black people 'Niggers' and 'Coons' on their YouTube show called 'AMERICAN CHOLO'!!! #AntiBlackWar https://t.co/YkYKXG30GJ,0
183,183,13,Apanage21,2022-07-30 13:59:25+00:00,80,25,7,3,,"The whole Rap community needs to be CHECKED by Native Black Americans. Promoting the use of ""NIGGER"" is not art. It is public psychological abuse on Black people. Media supported disrespect and denigration. We also need to address the corporate financiers that pay for this crap.",0
185,185,15,Delta49erx,2022-07-30 13:58:25+00:00,62,5,19,0,,"I’m lost for words on the stupidity of racism in these comments. White men complaining about people with darker skin, who are biracial not calling themselves white. When the phase “House Nigger” was used for decades describing them. #FuckYouMuthafuckas https://t.co/bEJmVfD8OY",0
189,189,19,Olasammie_,2022-07-31 19:17:57+00:00,110,51,2,1,,"I remember when African Giant came out and we all knew about the  British government and Royal Niger company deal.
Why didn't you know that important piece of info beforehand?

But of course U know that Flora shaw woke up feeling nice and decided to name the nigger area 'Nigeria'",0
190,190,20,Trinityin4,2022-07-31 23:28:59+00:00,227,8,39,0,,"I called a nigger today while I was doing asmr. They ass got automatically banned. I don’t play that racist shit. I’m black , Indian and beautiful. Fucking tired of lames.",0
194,194,24,RenyTure,2022-07-28 20:38:26+00:00,74,15,1,0,,"Unlike other groups, the dehumanizing logics of racism/colonialism don’t make us distinct. So even though rich and middle class Blacks attempt to separate themselves, blackness as a category of negation don’t make that distinction; we all niggers on group level.",0
234,234,0,common_trash,2022-07-31 20:01:15+00:00,4800,1156,28,131,,"🚨#HOBIPALOOZA LGBT ARMIES 🚨 I  am having army sign this pride flag with their name/city &amp; any msg they want for jhope. My goal is to get this flag to the stage &amp; to him during Equal Sign. 

If you see me - plz come up to sign!

(Also help me get it to the stage later 🥹) https://t.co/MUaHhZXHto",2
235,235,1,Olamide0fficial,2022-07-31 21:32:39+00:00,1353,306,26,7,,"One thing about Wizkid is, he’s always going to give you something to talk about. You’ll say trash about him today and still use your mouth to congratulate him tomorrow because you’re left with no choice but to celebrate his greatness. He’s too blessed to be stressed.",2
236,236,2,MikeBusby6,2022-07-31 23:20:47+00:00,133,2,17,0,,My big trash Tuesday roadside find and a $40 solar pump. With backup batteries. Voila! https://t.co/AsatLslXgD,2
240,240,6,annpornel,2022-07-31 19:23:13+00:00,50,3,6,1,,"I’m gonna go ahead and say it, if you’re spending an entire concert with your phone I’m the air recording the concert, blocking people’s view… you’re trash. Stay home and watch it online.",2
241,241,7,eiijah__,2022-07-31 22:24:16+00:00,434,14,4,3,,@BGtheDon_ @theyhateki @dajbeenit @V_Unique1 I worked at a car rental place recently and I can tell you KIA 2022 2021 are still some trash wrapped with a bow tie. Looks nice car is dog water quality and tons of little inconveniences that’ll bother you eventually,2
242,242,8,carmenBwifemom,2022-07-31 21:20:52+00:00,521,11,1,0,,@Fly_Sistah @ReaganGomez That’s why you don’t procreate with trash…just produces more trash,2
243,243,9,LetsGetPfizered,2022-07-31 20:45:32+00:00,135,16,4,2,,TV1 Breakfast tried hard to trash Labours cost of living payment with what you could buy with $29.16 a week and deliberately with one sided bias made no such  comparison what one could buy with a $2 tax cut per week under National for low income earners,2
246,246,12,thatdalglishguy,2022-07-31 23:20:32+00:00,165,4,16,1,,"Bladed Faith review: ""Woke garbage starting on page 38.""
*goes to check page 38*
*sees it is when a main character is revealed to be gay*
Uh huh. A character is gay? WOKE GARBAGE I'M ANGRY THIS IS TRASH I AM A PERFECTLY REASONABLE PERSON WITH A REASONABLE OPINION lol get bent.",2
254,254,20,yunguantan,2022-07-31 22:14:44+00:00,81,3,4,0,,Gonna be real with u bro ain’t nobody care about a shitty twitter rapper like that. CIA isn’t on here keeping his music on file bruh. His music just trash 💀💀,2
256,256,22,RetroWizzard,2022-07-31 16:53:48+00:00,81,9,2,0,,"I hooked up the #Mega65 to the new Samsung monitor my wife saved from the trash.
You can't see it well but the scanlines a beautiful.
It's a perfect match, well at least with the M65 core.🙂
#retrogaming #commodore #C65 https://t.co/znZ5FlmhuX",2
258,258,24,Vicvillon,2022-07-31 16:34:22+00:00,252,12,19,1,,If my bae 👧😍 and my little budDAE 💯🔥 are both in danger 😭 and I could only save one 👻💀 the other thing i'd be picking up 🙏☝️ for the rest of my life 💯😍  would be trash 🌊🗑️ with my salmon son 🍣👶🦑 by my side,2
262,262,28,jezebel_dreams,2022-07-31 16:57:00+00:00,88,4,7,0,,my mom would just get a small trash can and line it with two plastic bags like why the fuck would you use a bowl,1
263,263,29,TimBrown_CA,2022-07-31 21:53:28+00:00,95,12,10,0,,"We hosted a beach clean up and found 4 used needles, 200+ lbs of trash, and realized we need to do these way more often. 
@secretseshnfts with some more IRL give backs https://t.co/2wMkjTxVHO",2
265,265,31,Yippiekiyay6,2022-07-31 16:15:18+00:00,65,0,1,0,,@TachankaKity Is this some training ammo or cheaper to use ammo?   Or training guns with worn barrels from AP ammo?   This is literally trash.,2
269,269,35,Maverick__CW,2022-07-31 22:27:11+00:00,86,4,19,0,,"Internet trolls: ""OMG...WhO eVeN sTiLL pLays #TheDivision...?!? That TrASh Game Is sO dEAd!"" ..... Me, just casually and proudly glances around the Terminal at a gaggle of new and veteran Agents going about their business with a smirk on my lips... 😏 @TheDivisionGame #XboxShare https://t.co/KFghpdCigA",2
275,275,41,ChildOfAlba,2022-07-31 20:55:17+00:00,59,8,2,0,,"@msm_monitor This obsession of unionists with trying to trash simple policies to improve lives - alcohol minimum price, QFX, baby boxes - is ridiculously unhealthy.",2
287,287,53,CarterKarels,2022-07-31 16:09:48+00:00,131,7,1,1,,Florida State trash talk enthusiast @JaredVerse1 breaks down the art of his trash talking and how he loves to go at it with Treshaun Ward. https://t.co/XreGuQO6tO,2
291,291,57,winchdeann,2022-07-31 20:26:27+00:00,78,2,0,0,,for this kind of thing. it's still disappointing that in 2022 people have to deal with this shit. @CreationEnt don't act like you welcome everyone only to treat a significant portion of the fanbase like absolute trash every time they express interest in a literal part of the show,2
300,300,66,SuzeQKnits,2022-07-31 21:09:55+00:00,98,7,2,0,,"@patriottakes Is that the woman he left his pregnant wife for back in the day, I believe the wife was pregnant with twins when he left her.

Trash!",2
302,302,68,stickfigureme,2022-07-31 23:17:54+00:00,56,0,0,0,,"Productive day- cleaning, laundry, took out the trash, fresh bedlinens and couch cover blanket done, finishing a quick grocery run.

Tomorrow is busy too but I think Jack's going to go to Petco with me in the morning, see how he does there.",2
318,318,0,REALTOKYOJETZ,2022-07-31 23:28:54+00:00,662,183,17,14,,U fuckin with the wrong nigga,0
321,321,3,ALD1878X,2022-07-30 14:36:26+00:00,156,1,7,1,,"Heavy u, up the fuckin toffees https://t.co/ul5uMLtSMz",1
323,323,5,Unmagiically,2022-07-30 19:27:49+00:00,68,5,2,2,,it’s 2022 y do u bitches still wear dis it’s so fuckin childish https://t.co/3IxF4NUD92,1
324,324,6,yoongisgunner,2022-07-31 17:51:41+00:00,831,298,11,17,,"This fandom not only giving a hit tweet to PARK KINGMIN, one of the most VILE Jimin akgaes on this app, but also a hit tweet of them posting videos of the Tannies and txt on their free time when u can literally see Jimin try and cover Gyu’s face is actually fuckin ridiculous.",2
335,335,17,warmtoned,2022-07-31 19:56:16+00:00,98,7,5,1,,i dont want my tweets to have tons of engagement anymore bc i didnt ask for u little fuckers to have opinions and disagreements just fuckin scroll if u cant relate which duh u cant.,2
338,338,20,strangepacks_,2022-07-31 08:38:10+00:00,1653,9,14,3,,"100k in two days is insane… but it isn’t 100% accurate. i rebranded the account at 40k which will answer a lot of your guys’ questions, but still. 60k in two days is fuckin awesome too. thank u guys so much and ill keep providing content :)",2
376,376,58,davidalangrier,2022-07-31 22:16:04+00:00,177,13,12,0,,Rewatching Summer of Soul for the umpteenth time n Got Damn I love this fuckin movie! Thank u @questlove 🎥 https://t.co/JcRd0URNna,1
381,381,63,yungprezzo,2022-07-31 23:02:15+00:00,57,1,2,0,,"@earthtojordy @nnewn3on I shoot my pistols blindfolded just so I can test my aim

So when I catch at midnight u know that we don't fuckin play

🔥🔥🔥HARD",1
386,386,68,BIMBOMINDSET,2022-07-30 14:58:07+00:00,67,2,2,0,,never fuckin fails i’m getting my nails done minding my business this bitch sitting next to me says to her friend “omg i could never get long nails how do people function 😅” like u aren’t built like me… sorry 4 u,1
388,388,70,yoongisgunner,2022-07-30 02:48:54+00:00,62,0,2,0,,IM CRYING HOW DID U EVEN FIND THIS VIDEO UR A FUCKIN FAN 😭,1
393,393,75,KateQFunny,2022-07-31 08:05:33+00:00,87,4,13,0,,"This has literally been playin on repeat in my apt for mnths. My neighbors prolly hate me, but it's saved me at times. Music is fuckin powerful

So, When it's hard... &amp; u need to drown out the doubt or fear that can sneak in &amp; haunt your mind: Trust me ♥

https://t.co/ZEVb0PvA3v",2
401,401,4,barely_a_spec,2022-07-25 20:47:49+00:00,97,9,3,0,,"@OliviaIversonTV It’s so weird that my whole life as a “feminist, fat dyke,” the Matt Gaetzs of the world call me a “fat, ugly dyke” ONLY AFTER I reject or correct them… They especially hate it when I say this to them, because it’s the truth:",0
415,415,18,FergusCraig,2022-07-31 17:44:23+00:00,104,7,5,0,,If he was still a journalist he’d be writing a column about how they’re a bunch of ugly dykes or something.,0
431,431,0,TheStrxggler,2022-07-24 17:58:50+00:00,78,8,7,0,,"""Sam. My man. How did you think this was going to go when you rolled up in here like a silly house nigger with a bunch of women and simps?

I mean could of at least grabbed Thor or something."" https://t.co/OLs39SLbk0",0
441,441,10,Olasammie_,2022-07-31 19:17:57+00:00,110,51,2,1,,"I remember when African Giant came out and we all knew about the  British government and Royal Niger company deal.
Why didn't you know that important piece of info beforehand?

But of course U know that Flora shaw woke up feeling nice and decided to name the nigger area 'Nigeria'",0
471,471,40,stark_hive,2022-07-26 15:48:24+00:00,55,11,0,0,,"yes to paying braiders their worth BUT if i have to pull up to your house with my hair washed and blown out bc YOU don’t know how to deal with nigger hair that’s not your own, that worth will not be over $200. that’s just not god’s will ❤️",0
473,473,0,freelancegoon2,2022-07-31 01:13:53+00:00,147,5,3,1,,lego head ass white boy https://t.co/aW3MAetc2P,0
474,474,1,BevIsGuilty,2022-07-31 02:38:44+00:00,199,9,5,1,,"No I don’t “watch” girls masturbate, I sit my white ass down and LISTEN",1
475,475,2,MoJaviDesert32,2022-07-31 18:45:53+00:00,122,4,17,0,,Cant believe Juan Soto went from thinking he was gonna play in SoCal for fanbases that look like him to playing in boring white ass St Louis.,1
476,476,3,herbrtwest,2022-07-31 18:53:47+00:00,1078,133,11,4,,ppl love r@cist ass billy bc he’s a sexy white man but everyone sleeps on argyle it makes me sick to my stomach ..... he’s like actually the cutest character in this whole damn show,1
477,477,4,nguboaihlangani,2022-07-31 19:50:56+00:00,184,42,6,6,,5. The had to create a dress to mimic Sarah Bartman's beautiful ass. White men had never seen anything like this as they were used to seeing flat asses. Most white women asses are flat and most of black women are thick. https://t.co/nqsK02JI1w,0
479,479,6,_BarringtonII,2022-07-31 20:37:43+00:00,266,31,11,0,,"I can’t say I’m white even though my great great grandfather is a white man. But you can bet your ass if I woke up tomorrow and said “I’m finally living my truth as the female I’ve always known myself to be.” I would not only be accepted, but congratulated. 

Mentally ill 🌎",1
485,485,12,KirkWrites79,2022-07-31 22:59:57+00:00,148,11,4,7,,A Black woman character sleeping with a white Republican president would NEVER survive Twitter in 2022. Folks  would tear her ass up! Unless we learned she was part of a Black covert opp organization looking to bring down the government. 😂🥴😅,0
489,489,16,JuicyL31,2022-07-31 22:32:48+00:00,83,3,17,0,,@Michael45977631 @_BeautyisShay @belllahijabi No not every black couples. Not our fault your white ass culture is basically racist…..,0
491,491,18,ventisigh,2022-07-31 06:51:25+00:00,191,17,13,5,,me the first time i see nahida kusanali whateverthefuck white ass in game https://t.co/rr17DVmKSv,1
499,499,26,Java_jigga,2022-07-31 03:45:34+00:00,77,2,2,0,,White women with no ass during ww2 putting on the blackface level red lipstick https://t.co/Yqi9S2ScBi,0
519,519,46,crackstuntman22,2022-07-31 21:05:11+00:00,130,0,1,0,,@marlonplayzalot @DiscussingFilm Thank you for informing my white ass lol. May he rest in peace.,1
525,525,52,sunshinenroses7,2022-07-31 18:47:33+00:00,83,0,0,0,,@Short__Cakeee @BJda14real @venusianhottiee @Tosci_Marie You are insulting people’s mamas in the name of this white lady and her ugly ass hair and not even using the right descriptor in the process. (You were looking for “worse.”) Bird behavior.,2
527,527,54,sebdoubinsky,2022-07-31 18:10:17+00:00,229,3,1,0,,"@ISASaxonists Like, totally. 
White privileged cis tells you ""There is no room for everybody"". We say, ""Move your ass and there will be.""
There is DEFINITELY room for EVERYBODY.",0
535,535,62,2kaRask,2022-07-31 04:41:40+00:00,98,3,3,2,,Once upon a time Dana White said he wouldn’t have women fight in the UFC and look at them now. Bad ass queens.,1
538,538,65,VallyOMally,2022-07-31 18:52:58+00:00,185,1,3,0,,"@Randomsevin @Yatande_ You think black women use White folks hair? Lmao do a Google search before making a stupid ass comment, sir.",0
542,542,69,FilmThePoliceLA,2022-07-31 20:43:20+00:00,53,0,1,0,,"@ADelicateThug You blamed me for calling out white ass DSA. 

I don’t care if you like it. I’m gonna do my best to destroy DSA-LA, and I hope it hurts your feelings.",0
550,550,0,sailours_,2022-07-31 22:16:24+00:00,10564,673,17,21,,PLA soldiers STUNNED as white boy surrenders in perfect Chinese,2
552,552,2,shirien_creates,2022-07-31 16:22:39+00:00,924,278,4,1,,What happens in Chicago suburbs to a Palestinian boy who “smelled like weed” carrying a fanny pack vs. a white adult who just murdered 7 people and injured 45 https://t.co/zQmz4CHgzx,2
553,553,3,Cudalla,2022-07-31 17:24:30+00:00,1313,43,5,5,,dispensaries just got an odd vibe to em. employees always seem a lil too excited bout taxing you. just sell me the weed white boy why r u tutting to steve aoki,2
554,554,4,tenislinks,2022-07-31 14:19:47+00:00,180,11,6,15,,"Imagens Oficiais:📸

Drake NOCTA x Nike Air Force 1
🤍""Certified Lover Boy White"" https://t.co/flPikhY8gY",2
555,555,5,percymoonie,2022-07-31 16:56:33+00:00,52,9,0,2,,white boy of the month:Nicholas galitzine https://t.co/7naAgPJF8y,2
556,556,6,dmtvape,2022-07-31 19:24:53+00:00,304,14,4,1,,i’m that white boy who can fit in at the country bon fire but isn’t afraid to throw down at the urban cookout,0
569,569,19,skinnymysterio,2022-07-31 22:49:33+00:00,96,2,3,0,,did you really go to high school if you didn’t have a white boy like this,2
570,570,20,EyeNoCare1,2022-07-31 16:47:47+00:00,109,17,6,1,,"Beauty just referred to Bryann as “That black boy”

Kpele oh, white woman from Taraba😂

Like this tweet if you love the Black Boy, I want to check something #BBNaija https://t.co/4ywYxfuvyY",0
571,571,21,Zingus5,2022-07-31 23:52:03+00:00,169,26,11,2,,Have you ever wondered what a full Walter White smash bros moveset would look like because oh boy do I have something for you https://t.co/u1jTheRWpx,2
572,572,22,magickahat,2022-07-31 17:57:14+00:00,205,0,1,0,,@catrussy Wonder how he'd feel if I thought he was a white boy from ohio,2
573,573,23,bardings,2022-07-31 19:47:19+00:00,96,9,4,1,,My favorite brand of white haired anime boy is when they look and act outwardly polite and put together and then you learn they have so many problems,2
575,575,25,scottjshapiro,2022-07-31 21:14:50+00:00,316,7,15,3,,I want to be a role model for white Jewish boys everywhere that they too can shitpost.,2
576,576,26,AC3ATTORN3Y,2022-07-31 15:42:56+00:00,171,1,2,0,,redd white is white his nickname is literally white boy i do not care,0
577,577,27,kirkxxs,2022-07-31 22:08:18+00:00,117,4,2,2,,he doesn’t even need to be a conventionally attractive white boy cause jonathan is ugly down and ppl love him,2
582,582,32,ritsukumas,2022-07-31 15:13:28+00:00,165,51,1,64,,leo is confused because there are many white pages in the brochure and kasa explains they are memo pages in case leo wants to compose suddenly!!!! this boy is so considerate im gonna cry ajdjdkss https://t.co/FnDfEcP1Vk,2
585,585,35,Wasps_n_Moths,2022-07-31 18:19:16+00:00,63,1,0,0,,@nlolhere @therealnyaw @rudie_jazz @RealYouTubeKids “Go white boy go” except trauma somehow,2
595,595,45,ATINKC_,2022-07-31 14:52:19+00:00,59,46,0,1,,"What a grand opening! The screams, the stage  and our boys in all white 😭

SB19xPizzaHut MakeItGreat
@SB19Official

#PizzaHutxSB19
#SB19atBBP2022

#StanWorld #SB19 #WeStanEarth https://t.co/alSvMAIuQe",2
610,610,60,SuperIcyGaming,2022-07-31 23:16:28+00:00,52,2,2,2,,"@_kttyghoul Quirked up white boy with a little bit of swag busting it down sexual style, is he goated with the sauce?",2
629,629,0,belovedcrypt,2022-07-31 22:21:40+00:00,7471,590,2,61,,If you’re using this meme as a white person youve lost. lol https://t.co/KfbUg0zUF4,2
630,630,1,OakesMarianne,2022-07-31 19:45:16+00:00,3073,471,170,27,,"I have to shake my head in despair, JKR advocating that Stonewall should be closed down. A Cishet white privileged woman wants to remove a powerful LGBTQ+ charity, what an awful person. Every 🏳️‍🌈 person will be more vulnerable without #Stonewall. Shame on any 🏳️‍🌈 who support her.",2
631,631,2,MarlowNYC,2022-07-31 20:05:51+00:00,185,57,57,7,,this person is white,2
632,632,3,NotLaja,2022-07-31 18:15:38+00:00,838,130,6,2,,One thing Black people gonna do is make a white person participate 😭,0
634,634,5,arugasuk,2022-07-31 12:46:06+00:00,71,11,7,3,,A white industry person said I should  try and find an opportunity on Top Boy or Supacell [Rapman's show]. I was just wondering why only those two shows were mentioned. What if I want to do a period piece or some other drama.  This is what they mean with subconcious bias. https://t.co/reGB4s3KPu,2
636,636,7,mistinthewind4,2022-07-31 16:59:57+00:00,178,19,4,1,,"1 in 3 Canadians are fking stüpid
If you as a white person think you're discriminated against in Canada you are sorely mistaken. Sincerely Natives, Black, Asian and anyone else nonwhite person.",2
639,639,10,_BarringtonII,2022-07-31 21:14:28+00:00,63,3,6,0,,"White privilege is the fact that you can live your life as a white person and transition to being black at some point and profit off of “black issues.” 

Ain’t that something?",0
641,641,12,JohnathanPerk,2022-07-31 23:32:28+00:00,74,3,11,1,,"When I encounter an anonymized Twitter profile who tweets something problematic, I often ask, “what is your race?” pointedly, before engaging.

And honestly y’all, I don’t know that I’ve ever gotten a straightforward “I’m white,” from a white person.

This is a huge problem.",0
644,644,15,cxwgirll,2022-07-31 21:38:40+00:00,121,5,5,2,,the way teenage girls on here will change their pfp to a black and white photo of a french woman from the 60s and immediately think they’re the most influential person to exist on here should be studied at yale,2
645,645,16,ToddSheffer1972,2022-07-31 22:44:56+00:00,58,2,8,0,,@JesseKellyDC She’s got more white privilege than any white person I know.,0
651,651,22,SheriffClarke,2022-07-31 22:30:12+00:00,334,55,10,2,,"I admired Bill Russell’s style of activism. Today’s radical race activists should study him. He never shit on America while trying to make this a better nation. He never knelt for the National Anthem, never called every white person  a racist. A true hero

https://t.co/iqaNoWpnMP",0
653,653,24,daralynn13,2022-07-31 14:20:12+00:00,62,4,1,0,,"“That person being white has nothing to do with it!” 

Then why are you so defensive when I mention them being white, Chad?",0
667,667,38,blewglass,2022-07-31 23:01:11+00:00,60,1,0,0,,"@fn0rd_ to be fair, he was the first white person to go in the ring against them",2
669,669,40,MokiDarmoid,2022-07-31 19:59:23+00:00,156,6,1,0,,@KarinaVinnikova @thepohoda @n_dobrodiyka “Privileged white” says a person who knows nothing about our history,2
