,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
202,202,27,CoachOpeele,2022-09-07 19:14:50+00:00,92,5,36,2,,"Stop the hate &amp; emotions against Gyan going to WC

We may have our opinion about him in B Stars. The nigger has f**king toiled for Ghana since 2003 &amp; made us happy in our homes 

Even Mo Salisu who never kicked a ball in the qualify you hailing it. Let the coaches decide Negros🇬🇭 https://t.co/KW0CIe9Was",0
203,203,28,RussoPhonekk,2022-09-06 01:49:33+00:00,97,0,3,0,,@Crynight666 @kyaing_goat @InternetH0F and he said nigger,0
235,235,60,N1KT_lol,2022-09-07 06:45:53+00:00,54,0,0,1,,@SloppyWalrusX @Drututt @SloppyWalrusX CAN YOU SAY NIGGER?,0
246,246,0,_BIGMEEACH,2022-09-07 22:06:53+00:00,312,44,16,12,,@sukihanagoat @TwstedAddiction Came thru with the trash can lid like https://t.co/5QzLGlvcaB,2
247,247,1,christianacici,2022-09-07 22:11:56+00:00,1457,302,11,116,,"You guys romanticise this idea of ‘community’ a lot. Why do you think your parents don’t talk to these people anymore? Even with the advent of social media? The gossiping, the backbiting, inviting your opps to eat your rice and trash your outfit later. Speak to your parents Lmfao",2
248,248,2,OutsidersHouse,2022-09-07 20:21:15+00:00,147,15,3,1,,Cherry: What's a nice boy like you hanging out with that trash? https://t.co/RO88B9oLtS,2
249,249,3,sillyIceE,2022-09-07 22:21:55+00:00,472,22,2,1,,@luhblix This was bro with that trash can lid https://t.co/Sq8ohIctJn,2
250,250,4,tawitterbanned,2022-09-07 22:35:17+00:00,752,10,14,0,,@Antman0704 100% ghetto trash. Poor little kid that's with them. The cycle of no class will continue which sucks for her.,2
255,255,9,DVDJXX,2022-09-07 16:06:41+00:00,147,74,1,30,,You telling a woman you laying up with you was JUST on a date with another lady and see how she respond. She not going for that trash and that’s how men should be,2
257,257,11,RichardERoeper,2022-09-07 16:52:02+00:00,135,15,15,0,,"I'll have none of this trash talk about Chris Pine. I love that guy. Let's have a Chris Pine Marathon--and we don't even need a ""Star Trek"" or a ""Wonder Woman""! I'll go with ""Bottle Shock,"" ""Z for Zachariah,"" ""Unstoppable"" and ""Hell or High Water."" BOOM. https://t.co/XmJgWz4TqR",2
258,258,12,lsmdolls,2022-09-07 22:35:13+00:00,312,71,2,5,,"If you want Lisa to renew with that company I’m going assume you an anti, at first I was like okay “she can change her contract etc” but now I just don’t see the point. She’s spent almost 10+ years in that country being treated like trash by both the ppl in the country +",2
263,263,17,on_drive23,2022-09-07 17:32:56+00:00,53,2,3,2,,"Cancel the last two games , play the final and get done with this trash.",2
264,264,18,nbsamar,2022-09-07 18:02:47+00:00,148,32,20,6,,"@ParveenKaswan Bangalore. JCB removed a tree with lots of birds and nest. Birds, their eggs, nests, wnd the new borns were destroyed like trash.
Reference video: https://t.co/flXEnTpKWC",2
268,268,22,cchrxs_,2022-09-07 22:51:30+00:00,205,8,1,0,,@dope_fights_ Man the moment you start getting beat with a trash can while your friends just sit there and watch it’s time to call it a night.,2
269,269,23,chatniggah,2022-09-07 19:16:39+00:00,162,12,3,0,,imagine if u die with a trash fit on 😭,2
274,274,28,akCucuy,2022-09-07 19:57:18+00:00,136,0,7,3,,@austhaboss @blizzardbabie @diskdevil06 @Deadbeat_Papi @Jani__Gee @divamonroe2uhoe Don’t act like y’all wouldn’t trash people for bringing cheap ass gifts. Coming home with 15 $5 paper blankets and a bag of sunflower seeds you’d be heated.,2
275,275,29,Dooter18769429,2022-09-07 18:07:31+00:00,317,3,17,0,,"@deaddays217 @Nibellion It's okay when we do it with FF7R, SF V, console exclusive content. But oh no no Xbox does it? Literal trash company.",2
276,276,30,Jax,2022-09-07 19:50:46+00:00,268,17,34,3,,"Hi! Sorry you don’t like my song. Hopefully one day I’ll write one you enjoy!
On a separate note I think it might be helping a lot of kids in school get through some tough body stuff I battled too.
Be patient with us?One girl’s #trash may be another girl’s chance to heal a little",2
288,288,42,DFreeDBZHD,2022-09-07 23:37:35+00:00,456,13,17,0,,Legends road is so funny. Those dudes took forever to give a full team to avoid giving us a strong free team. Then did the same with their zenkai releases (Kid Goku was Z tier basically) And now they wont even finish the team because all the zenkais are old outdated trash,2
295,295,49,forthecomments1,2022-09-07 17:30:06+00:00,66,2,0,0,,"@rcodyromero @politicalnook @NicolasEdny I recall how Clears predicted that President Obama would bring ghetto to the WH, just trash up the place. But the  trash was the Trump Administration , and his supporters. Just because you disagree with policy decisions doesn’t make it a scandal!",2
307,307,61,NeoThabo,2022-09-07 19:21:51+00:00,67,1,4,0,,"@Abramjee Going through the replies and I see some South Africans have lost thier sensitivity.  They're busy:""foreigner this, foreigner that, cops this, cops that""! Guys people lost their lives, you don't know the cause of the accident so stop with the trash talking. 💔",2
310,310,64,Luvvie,2022-09-07 20:35:09+00:00,181,15,1,1,,"Ye cosplaying poverty with those tacky designs he got the GAP selling in trash bags in their store (yes, really), having constant tantrums on IG and his obsession w/ Kim. It’s hard to ignore and it’s ridiculous.",2
311,311,65,ExtinctionR,2022-09-07 22:00:58+00:00,172,76,4,2,,"Current fishing practices are filling the oceans with plastic. It is 'seafood' that has caused the Pacific trash vortex.

“What this paper and other investigations have shown is that there is really one sector — fishing — responsible for this plastic.” https://t.co/hUooYERrc9",2
315,315,69,TeenageWrist,2022-09-07 23:35:15+00:00,71,0,0,0,,"guitars are done, time to play with pedals for three days and then throw it all in the trash",2
316,316,70,K00KBUNBUN,2022-09-07 18:10:38+00:00,255,1,1,1,,"The smell of his own vomit and the trash blocks all his his senses, clouding him with his own thoughts, Jungkook's pained words ringing in his ears again and again as he tried to breath..

He could hear Seokjin asking him to calm down..

He could hear him telling him to breath..",2
317,317,71,JoAnnPDX,2022-09-07 18:58:19+00:00,58,2,4,3,,"What is currently happening with Charter Reform is a good example of why. As a City, we ask volunteers to do a lot of work and then we either throw that work in the trash or actively undermine their efforts.",2
337,337,91,DrRobDavidson,2022-09-07 21:12:44+00:00,68,19,3,1,,So @SenRonJohnson isn’t happy with the “Baldwins of the world” opening up the wound of marriage equality. @tammybaldwin is the first openly gay senator. He wants to ban abortions and doesn’t think gay people should have the right to marry. Please #Wisconsin take out this trash.,2
339,339,0,counterparts905,2022-09-07 04:02:33+00:00,1229,163,34,26,,bound to the burn is streaming now enjoy u fuckin freaks,1
340,340,1,JimboExotic,2022-09-06 14:25:47+00:00,762,122,19,17,,"Her: u must be Jerry Seinfeld dressed head to toe in KITH if u think we fuckin
Me: https://t.co/XwMWvleLHZ",1
341,341,2,bouncyclown,2022-09-07 06:01:41+00:00,7452,1010,29,25,,"Thinking about how this guy (Jean Gaspard) hit a kid with his cane for calling him a pierrot in the street and killed him instantly in one blow ... but he was a famous actor who popularized the pierrot.. so imagine yelling at Robert Downey Jr. ""Ironman"" and he just fuckin kills u https://t.co/HyExhLXoLo",0
342,342,3,brendan905,2022-09-07 15:26:53+00:00,847,22,117,5,,ok we gave u a new song where’s my fuckin praise?,1
343,343,4,AGCLUB_,2022-09-07 19:05:30+00:00,258,59,3,6,,"925 WEEK 😵‍💫 #IMPOSTORSYNDROME 

week long event for the community that made us. if you’re in the area pull up. 
safe positive fun for the kids and anybody else. thank u for fuckin w us 🫶🏽 https://t.co/Lv45dBMP7i",2
344,344,5,counterparts905,2022-09-06 21:58:20+00:00,152,10,9,1,,"BLUE RIDGE THURSDAY
WE PLAY AT 7:25
yes we have a full 35 minute set u fuckin cry babies
11 songs
I’ll play longer if u give me more money https://t.co/2jwEvgqRIB",1
345,345,6,anthonyortiz,2022-09-07 19:13:39+00:00,108,11,29,1,,"I JUST WANNA LET U ALL KNOW THAT I FUCKIN LOVE U ALL SO MUCH AND I REALLY APPRECIATE EVERY SINGLE ONE OF U FOR STICKING BY MY SIDE. U HAVE NO IDEA WHAT IT MEANS TO ME.
OZONES RULEEEEE 🫶🏽🫶🏽🫶🏽🫶🏽🫶🏽",1
346,346,7,darth,2022-09-06 15:09:01+00:00,811,24,26,1,,imagine lying about writing an email and then someone hands u a fuckin printout of it lol,1
348,348,9,Gluvvvvvv,2022-09-07 02:00:28+00:00,159,109,0,3,,i hate when ppl boom theyself cause yall tweet the same fuckin “check on ya strong friends” tweet and u never checking on those ppl u just saying that to feel better,1
363,363,24,counterparts905,2022-09-07 04:03:53+00:00,175,7,2,0,,and if ur coming to blue ridge u better know the fuckin words,1
365,365,26,Humnayyy,2022-09-07 17:54:09+00:00,60,12,4,0,,You know when i say i don't like this Afg team i fuckin own it u guys saw what they did to Asif Ali ??? Man they lose their shit whenever they play against us they act like it's a war or something no matter how much we try to be kind to them they always show their true colors.,1
368,368,29,BadGyallRiRi,2022-09-07 02:55:50+00:00,53,11,0,3,,"I saw a post that said ‘i hate when a man pull up on his homies with me in the car, like mf u know its a small world’ and i fuckin screamed, because for real, why would u do det 🤣🤣",1
372,372,33,lucymariemcn,2022-09-06 18:40:42+00:00,62,1,1,0,,“we always knew u were fuckin gay” I CANT BREATHE SOMEONE SEDATE ME,0
374,374,35,mythmofficial,2022-09-07 20:21:14+00:00,143,5,4,1,,this new ivy lab tune gives me straight chills. fuckin powerful. go peep if u haven’t.,2
387,387,48,stolenchanell,2022-09-07 23:04:13+00:00,92,14,3,1,,people like this make twitter so fucking annoying. u coulda addressed the problem without trying to sound like u better than anyone else girl. “omg you people are poor?!” cus what the fuck cotillions have to do w a fuckin baby shower be fr,0
418,418,0,TheJenRollins,2022-09-02 23:48:04+00:00,405,4,32,0,,Pretty sure my kid got her septum pierced because her dad said she would look like “a bull dyke” or an “ugly farm animal” and I’m here for her energy.,0
508,508,0,grooviestsalami,2022-09-07 23:57:20+00:00,722,74,1,7,,need somebody to eat my ass the way walter white rolls a joint https://t.co/K0LjojhD6f,0
509,509,1,milkinhisbag,2022-09-07 22:06:41+00:00,539,36,12,7,,walter white and tony soprano oiled up butt ass naked who winning the twerk off ?,1
510,510,2,doros3n,2022-09-07 04:16:26+00:00,165,26,3,2,,Every scene of that crazy ass white boy from batman begins compressed into 1 minute https://t.co/oacr6ceFvm,1
511,511,3,bongzmessi,2022-09-07 07:10:05+00:00,342,106,27,3,,"Some of you are not calling out Karyn Maughan ad Billy Downer for their racist tendencies and disregard for a black man's dignity &amp;  human rights because they are white‼️

Your white ass licking nature won't allow to 'throw the masters under the bus'",0
512,512,4,FB_Helmet_Guy,2022-09-07 23:14:12+00:00,158,9,15,3,,"70s swag. Dungard, big ass mesh, wide collars and white belt. https://t.co/4vI63IuXkZ",1
514,514,6,ImSmilingRn,2022-09-07 00:33:33+00:00,75,5,1,0,,If im dying and the EMT has tattoos or piercings just kill my white ass,0
518,518,10,EDJISOOYA,2022-09-07 20:03:54+00:00,59,8,2,0,,blinks say how jisoo doesn't spend time in the studio how she writes songs. ot3 stans get your ass off and go you can't say jisoo isn't working. take your white  m*n love and stay away from jisoo.,1
525,525,17,lgbtanime,2022-09-07 18:05:10+00:00,81,2,2,0,,y’all running to tag that random ass white man in me qrts and replies like that’ll do something?  https://t.co/TzwklKjDKB,0
526,526,18,rocketsurgeon19,2022-09-07 20:02:09+00:00,2254,34,8,1,,"@wingstop This cracks me up
I just imagine a whole ass board of directors discussing what their next tweet should be,and some intern rolls a white board into the conference room,and he dramatically unveils the companies next tweet:“Fuck”
Silence sweeps over the board room
Executives cheer",0
527,527,19,angelaretail,2022-09-07 17:50:09+00:00,91,16,11,1,,Boy I bet Cheato Von Tweeto's ass is chapped that The Obama's are in the White House right now!!,1
530,530,22,pinkvirgoh,2022-09-07 20:59:50+00:00,57,17,1,0,,one thing about y’all is ur gonna have a “i can excuse racism but…” ass attitude! i see all the white harries that were silent during the NUMEROUS TIMES RACIST SHIT HAS HAPPENED but wanna pop off and write essays over camping??? get serious,0
534,534,26,Creshna1,2022-09-07 17:57:16+00:00,586,5,3,1,,"@Tsunami_Rains @Jani__Gee My best friends husbands mom and his sisters were all seriously committed to wearing white to my best friends wedding. Me, her sisters and all our friends were equally S as committed to beating ass 🤷🏾‍♀️",2
551,551,43,haworthes,2022-09-07 00:18:12+00:00,109,4,2,1,,"white trans people really show they ass every time huh, right in there with yt gaes.",0
554,554,46,WizMonifaaa,2022-09-07 13:49:27+00:00,260,25,1,1,,"Here me when I say be fuckin fr????? This is not a white people or black people thing. This is about business sense, marketing, branding and strategy. Of which we got NONE. She up martell ass she need to be in a marketing workshop",0
555,555,47,Yoli_Que,2022-09-07 10:00:56+00:00,66,3,0,0,,@Sihle93Sihle We could easily scratch out the white wedding but thats just me…do touch-ups on our house and also go on a bomb ass honey moon and there will still be change. https://t.co/5Cd2xol5R0,0
562,562,54,uthethe,2022-09-07 17:36:31+00:00,129,2,0,0,,@libsoftiktok Getting off your ass and doing something is white supremacy,0
567,567,59,zpiderzadz,2022-09-07 19:53:42+00:00,102,0,2,0,,@folklorq @PopCrave Not ur white ugly ass talking abt z !! Go wash ur ass first,0
571,571,63,stopolive,2022-09-07 07:23:21+00:00,63,1,1,0,,i got into an argument with a white man n a v neck and he got mad that after every sentence i said “w that bitch ass v neck on”,1
583,583,75,SuzeQKnits,2022-09-07 14:55:31+00:00,90,8,4,1,,"@mmpadellan On my next visit to the White House, I'm going into the oval office and steal some top secret s**t, I bet you twenty bucks my black ass will be in jail lickety-split fast..😳",0
586,586,78,phagafaga,2022-09-07 21:33:40+00:00,62,1,1,0,,Lmao didn’t notice this weirdo calling me white too. Without fail! Anyway I’m sorry that my brownness is too much for your orientalist ass and that I don’t subscribe to your empty posturing framing that’s just made for misgendering people lol,2
591,591,0,platoniccrush,2022-09-07 19:38:09+00:00,382,109,2,1,,#guiltygear quirked up white boy https://t.co/9OFnZC2PDa,2
592,592,1,ananavarro,2022-09-07 18:46:38+00:00,25753,2350,1285,148,,"These paintings will hang at White House and be in the history books in perpetuity. I hope they inspire little boys and girls to dream big and reach for the stars, and know they can succeed based on their merit and character, not the color of their skin. #RepresentationMatters https://t.co/pf6n5mOOot",2
593,593,2,higgzorz,2022-09-07 19:16:59+00:00,53,17,1,2,,the original quirked up white boy https://t.co/LhAMCneSpL,2
597,597,6,hellahammer,2022-09-07 21:44:57+00:00,129,1,0,0,,On my crazy white boy swag https://t.co/2jQZNkEopN,2
603,603,12,JollofGuy,2022-09-07 13:12:16+00:00,141,26,9,4,,Nothing dey vex me pass if I see young boy he dey go office then wear black shoe then white socks..Ah what this,2
609,609,18,DanielsonKassa1,2022-09-07 15:40:50+00:00,242,132,45,10,,"The man got nabbed for leaking operational secrets. That’s not journalism. It’s betrayal and also a crime. Why is @MeetMeski snitching tho? She wants the “white saviors” to come save her boy 😆. 

የሀገርን  ሚስጥር  እያሾለኩ  የመናገር  መብት  ብሎ  ነገር  የለም. https://t.co/tL9C0AYM1Q",2
610,610,19,ihatebackshots,2022-09-07 22:24:52+00:00,95,12,2,0,,Every passing day i understand why white boys punch holes in their walls,2
614,614,23,p0wderedmarbl3s,2022-09-07 15:12:10+00:00,51,0,3,0,,love hunter but you'll never catch me w that white boy as my pfp idc,2
617,617,26,ariesmac411,2022-09-07 20:29:36+00:00,75,1,1,0,,@GodUsoppo @Adamrolston4 @Schaffrillas He was just being a quirked-up white boy 🥺,2
624,624,33,angelaretail,2022-09-07 17:50:09+00:00,91,16,11,1,,Boy I bet Cheato Von Tweeto's ass is chapped that The Obama's are in the White House right now!!,1
639,639,48,Ch3aBro,2022-09-07 14:01:22+00:00,81,0,1,0,,@IMAK2LLU @Pokemon Who’s this we sh!t white boy!?,0
643,643,52,johncardillo,2022-09-07 19:14:22+00:00,144,59,11,2,,"Labor Day weekend in Chicago: 10 killed, 46 wounded, including 13-year-old boy - Chicago Sun-Times

Spoiler: Not white supremacists or Trump supporters  https://t.co/4ASkTBzcSp",2
651,651,60,queerlitbot,2022-09-07 18:53:34+00:00,101,30,0,1,,"I am rooting for the token / the black woman / the black dude from Baltimore / the tiny brown vegan woman even tho all her food look kinda nasty / over all of these white boys always 

 Mace Dent Johnson, Actually, Yes, Everything Is About Race",2
655,655,64,smbg985y44,2022-09-07 11:49:18+00:00,112,21,1,1,,@marcorubio Rubio start packing buddy Floridians demand A senator who represents all Floridians not just a few white angry boys. Val Demings will be taking your seat in January! #GOPWarOnWomen #ArrestTrumpNow https://t.co/MPJMWobrO4,2
663,663,72,PianoGeek420,2022-09-07 20:49:31+00:00,60,13,8,0,,Shouldn’t we start arresting proud boys and dismantling the growing white supremacy movt before it gets too difficult?,2
668,668,77,Gjing_superman,2022-09-07 16:54:22+00:00,174,7,34,8,,"@ZANewsFlash @IOL Shame, poor principal.

Take the boy for therapy, find out his home situation and what we could've done to prevent this. 

Let's award black kids the same courtesy their white counterparts get.

Before someone asks, yes everything is about race. Thanks.",2
673,673,0,darkskin_lily,2022-09-07 18:42:47+00:00,378,62,9,4,,i will deadass never eat at a white person’s house. ever.,2
677,677,4,booishaving,2022-09-07 22:58:59+00:00,261,15,4,0,,"I'm really feeling that anti-racist energy, mass reporting a Black person for calling a white person a cracker.",0
679,679,6,wenpigzfly1994,2022-09-07 21:17:09+00:00,471,21,15,0,,"@Breaking911 @kmforsenate Now if a white person had said this……. Buildings would burn, roads would be closed.  Double standard much?",2
680,680,7,nowthisnews,2022-09-07 18:51:55+00:00,138,26,8,4,,"Before Jill Biden began her speech at the unveiling of the Obamas’ White House portraits, the first lady jokingly called out Pres. Biden for being the only person who almost forgot to stand up for her 😆 https://t.co/KU8LNNHxzq",2
